id,price_display,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude,geometry,index_right,population
247361.0,19000000.0,,,40800.0,Phnom Penh,Prek Pnov,Kouk Roka,Factory,False,commercial,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0
247361.0,19000000.0,,,40800.0,Phnom Penh,Prek Pnov,Kouk Roka,Factory,False,commercial,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0
238522.0,98000.0,1.0,1.0,40000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.62202982,104.9270802,POINT (104.9270802 11.62202982),54152.0,1971.0
238522.0,98000.0,1.0,1.0,40000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.62202982,104.9270802,POINT (104.9270802 11.62202982),54152.0,1971.0
222501.0,5447904.0,,,32428.0,Phnom Penh,Por Sen Chey,Kakap,Land/Development,False,commercial,11.5476122,104.8602313,POINT (104.8602313 11.5476122),53562.0,6234.0
222501.0,5447904.0,,,32428.0,Phnom Penh,Por Sen Chey,Kakap,Land/Development,False,commercial,11.5476122,104.8602313,POINT (104.8602313 11.5476122),53562.0,6234.0
222501.0,5447904.0,,,32428.0,Phnom Penh,Por Sen Chey,Kakap,Land/Development,False,commercial,11.5476122,104.8602313,POINT (104.8602313 11.5476122),53562.0,6234.0
235646.0,3297720.0,,,27481.0,Phnom Penh,Dangkao,Krang Pongro,Land/Development,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
235646.0,3297720.0,,,27481.0,Phnom Penh,Dangkao,Krang Pongro,Land/Development,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
235026.0,5070000.0,,,26000.0,Phnom Penh,Dangkao,Prey Sa,Land,False,commercial,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
235026.0,5070000.0,,,26000.0,Phnom Penh,Dangkao,Prey Sa,Land,False,commercial,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0
218563.0,65000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.59258451,104.9367586,POINT (104.9367586 11.59258451),54136.0,1037.0
157841.0,60000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
157841.0,60000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
157841.0,60000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
157841.0,60000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
157841.0,60000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0
218562.0,66000.0,1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,False,residential,11.59258451,104.9367586,POINT (104.9367586 11.59258451),54136.0,1037.0
248375.0,26601600.0,,,22168.0,Phnom Penh,Sen Sok,Khmuonh,Land,False,commercial,11.60078634,104.8784612,POINT (104.8784612 11.60078634),54088.0,2630.0
237126.0,119000.0,1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Condo,False,residential,11.549282,104.8646489,POINT (104.8646489 11.549282),53562.0,6234.0
237126.0,119000.0,1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Condo,False,residential,11.549282,104.8646489,POINT (104.8646489 11.549282),53562.0,6234.0
237126.0,119000.0,1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Condo,False,residential,11.549282,104.8646489,POINT (104.8646489 11.549282),53562.0,6234.0
237361.0,100000.0,1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Condo,False,residential,11.54903429,104.8649125,POINT (104.8649125 11.54903429),53562.0,6234.0
237361.0,100000.0,1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Condo,False,residential,11.54903429,104.8649125,POINT (104.8649125 11.54903429),53562.0,6234.0
237361.0,100000.0,1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Condo,False,residential,11.54903429,104.8649125,POINT (104.8649125 11.54903429),53562.0,6234.0
248484.0,5256000.0,,,18777.0,Phnom Penh,Meanchey,Chak Angrae Kraom,Land,False,commercial,11.50144636,104.9259348,POINT (104.9259348 11.50144636),54723.0,2745.0
247330.0,35670600.0,,,18774.0,Phnom Penh,Meanchey,Chak Angrae Kraom,Land/Development,False,residential,11.51633096,104.954246,POINT (104.954246 11.51633096),53948.0,3829.0
247330.0,35670600.0,,,18774.0,Phnom Penh,Meanchey,Chak Angrae Kraom,Land/Development,False,residential,11.51633096,104.954246,POINT (104.954246 11.51633096),53948.0,3829.0
245643.0,30977100.0,,,18774.0,Phnom Penh,Dangkao,Cheung Aek,Land,False,commercial,11.48641675,104.9203548,POINT (104.9203548 11.48641675),54688.0,977.0
245643.0,30977100.0,,,18774.0,Phnom Penh,Dangkao,Cheung Aek,Land,False,commercial,11.48641675,104.9203548,POINT (104.9203548 11.48641675),54688.0,977.0
221629.0,2400000.0,,,16000.0,Phnom Penh,Por Sen Chey,Ovlaok,Land/Development,False,residential,11.58477615,104.75505,POINT (104.75505 11.58477615),53851.0,94.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0
247431.0,20000000.0,,,11817.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,Land/Development,False,residential,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0
247431.0,20000000.0,,,11817.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,Land/Development,False,residential,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0
247431.0,20000000.0,,,11817.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,Land/Development,False,residential,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0
247431.0,20000000.0,,,11817.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,Land/Development,False,residential,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0
227764.0,2800000.0,,,10826.0,Phnom Penh,Chroy Changvar,Koh Dach,Land/Development,False,residential,11.59354169,104.9299455,POINT (104.9299455 11.59354169),54135.0,5029.0
226992.0,3000000.0,,,10774.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Land/Development,False,residential,11.67816267,104.90478,POINT (104.90478 11.67816267),54010.0,690.0
226992.0,3000000.0,,,10774.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Land/Development,False,residential,11.67816267,104.90478,POINT (104.90478 11.67816267),54010.0,690.0
244640.0,3282500.0,,,10100.0,Phnom Penh,Sen Sok,Kouk Khleang,Land/Development,False,residential,11.578108,104.87022,POINT (104.87022 11.578108),53548.0,3626.0
246441.0,18605450.0,,,10057.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land,False,commercial,11.51810089,104.9275476,POINT (104.9275476 11.51810089),54711.0,9638.0
163525.0,40500000.0,,,10000.0,Phnom Penh,Prek Pnov,Preaek Pnov,Land/Development,False,residential,11.624955,104.81784,POINT (104.81784 11.624955),53773.0,86.0
241439.0,2000000.0,,,10000.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
241439.0,2000000.0,,,10000.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
241439.0,2000000.0,,,10000.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
223096.0,35000.0,,6.0,10000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Food/Hospitality,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
223096.0,35000.0,,6.0,10000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Food/Hospitality,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
223096.0,35000.0,,6.0,10000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Food/Hospitality,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
223339.0,123500.0,4.0,5.0,9366.0,Phnom Penh,Russey Keo,Tuol Sangkae 2,House,False,residential,11.59015,104.909641,POINT (104.909641 11.59015),54161.0,29575.0
247338.0,1492800.0,,,9330.0,Phnom Penh,Dangkao,Pong Tuek,Land/Development,False,residential,11.46218433,104.8357977,POINT (104.8357977 11.46218433),54773.0,1146.0
247338.0,1492800.0,,,9330.0,Phnom Penh,Dangkao,Pong Tuek,Land/Development,False,residential,11.46218433,104.8357977,POINT (104.8357977 11.46218433),54773.0,1146.0
155964.0,12240000.0,,,8160.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,Land/Development,False,residential,11.47168139,104.9178604,POINT (104.9178604 11.47168139),54690.0,118.0
201841.0,14996100.0,,,8106.0,Phnom Penh,Russey Keo,Tuol Sangke,Factory,False,commercial,11.59,104.9,POINT (104.9 11.59),54093.0,8037.0
201841.0,14996100.0,,,8106.0,Phnom Penh,Russey Keo,Tuol Sangke,Factory,False,commercial,11.59,104.9,POINT (104.9 11.59),54093.0,8037.0
243954.0,796000.0,,,7960.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.43934032,104.849064,POINT (104.849064 11.43934032),54745.0,751.0
243954.0,796000.0,,,7960.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.43934032,104.849064,POINT (104.849064 11.43934032),54745.0,751.0
248709.0,14476000.0,,,7825.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land/Development,False,residential,11.52402148,104.9285052,POINT (104.9285052 11.52402148),54711.0,9638.0
237930.0,944580.0,0.0,,7266.0,Phnom Penh,Por Sen Chey,Boeung Thum,Land/Development,False,residential,11.46605602,104.7488407,POINT (104.7488407 11.46605602),54382.0,217.0
224859.0,2559960.0,,,7111.0,Phnom Penh,Chbar Ampov,Preaek Thmei,Land,False,commercial,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
224859.0,2559960.0,,,7111.0,Phnom Penh,Chbar Ampov,Preaek Thmei,Land,False,commercial,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
224859.0,2559960.0,,,7111.0,Phnom Penh,Chbar Ampov,Preaek Thmei,Land,False,commercial,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
224859.0,2559960.0,,,7111.0,Phnom Penh,Chbar Ampov,Preaek Thmei,Land,False,commercial,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
249665.0,4230000.0,,,6792.0,Phnom Penh,Meanchey,Stueng Mean chey,Warehouse,False,commercial,11.530254,104.8976,POINT (104.8976 11.530254),53905.0,16637.0
249665.0,4230000.0,,,6792.0,Phnom Penh,Meanchey,Stueng Mean chey,Warehouse,False,commercial,11.530254,104.8976,POINT (104.8976 11.530254),53905.0,16637.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0
243250.0,10000000.0,20.0,25.0,6300.0,Phnom Penh,Chbar Ampov,Preaek Pra,Villa,False,residential,11.50338427,104.9650477,POINT (104.9650477 11.50338427),54678.0,74.0
243250.0,10000000.0,20.0,25.0,6300.0,Phnom Penh,Chbar Ampov,Preaek Pra,Villa,False,residential,11.50338427,104.9650477,POINT (104.9650477 11.50338427),54678.0,74.0
243250.0,10000000.0,20.0,25.0,6300.0,Phnom Penh,Chbar Ampov,Preaek Pra,Villa,False,residential,11.50338427,104.9650477,POINT (104.9650477 11.50338427),54678.0,74.0
245978.0,2001600.0,,,6255.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.504923,104.89187,POINT (104.89187 11.504923),54635.0,3259.0
211836.0,3410000.0,,,6200.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.59345306,104.9543759,POINT (104.9543759 11.59345306),,
247444.0,721920.0,,,6016.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.62994007,104.887298,POINT (104.887298 11.62994007),54107.0,3341.0
247444.0,721920.0,,,6016.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.62994007,104.887298,POINT (104.887298 11.62994007),54107.0,3341.0
213024.0,444000.0,3.0,4.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
213024.0,444000.0,3.0,4.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
213022.0,249600.0,2.0,2.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
213022.0,249600.0,2.0,2.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
213029.0,185000.0,,,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Offices,False,commercial,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
213029.0,185000.0,,,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Offices,False,commercial,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
235572.0,1732200.0,,,5774.0,Phnom Penh,Prek Pnov,Ponsang,Land,False,commercial,11.64674654,104.7839106,POINT (104.7839106 11.64674654),71438.0,3.0
235572.0,1732200.0,,,5774.0,Phnom Penh,Prek Pnov,Ponsang,Land,False,commercial,11.64674654,104.7839106,POINT (104.7839106 11.64674654),71438.0,3.0
221027.0,1006020.0,,,5589.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
221027.0,1006020.0,,,5589.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
248679.0,8290500.0,,,5527.0,Phnom Penh,Chamkarmon,Boeung Trabek,Land/Development,False,residential,11.54097901,104.9217801,POINT (104.9217801 11.54097901),53912.0,18375.0
248679.0,8290500.0,,,5527.0,Phnom Penh,Chamkarmon,Boeung Trabek,Land/Development,False,residential,11.54097901,104.9217801,POINT (104.9217801 11.54097901),53912.0,18375.0
248679.0,8290500.0,,,5527.0,Phnom Penh,Chamkarmon,Boeung Trabek,Land/Development,False,residential,11.54097901,104.9217801,POINT (104.9217801 11.54097901),53912.0,18375.0
248679.0,8290500.0,,,5527.0,Phnom Penh,Chamkarmon,Boeung Trabek,Land/Development,False,residential,11.54097901,104.9217801,POINT (104.9217801 11.54097901),53912.0,18375.0
248154.0,4864740.0,,,5466.0,Phnom Penh,Chbar Ampov,Kbal Kaoh,Land/Development,False,residential,11.522551,104.962474,POINT (104.962474 11.522551),53953.0,3342.0
248154.0,4864740.0,,,5466.0,Phnom Penh,Chbar Ampov,Kbal Kaoh,Land/Development,False,residential,11.522551,104.962474,POINT (104.962474 11.522551),53953.0,3342.0
228485.0,2500000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
228485.0,2500000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
228485.0,2500000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
228485.0,2500000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
231418.0,2400000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
231418.0,2400000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
231418.0,2400000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
231418.0,2400000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
252312.0,801750.0,,,5345.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
252312.0,801750.0,,,5345.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
252312.0,801750.0,,,5345.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
252312.0,801750.0,,,5345.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0
231415.0,2800000.0,,,5265.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
231415.0,2800000.0,,,5265.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
231415.0,2800000.0,,,5265.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0
198139.0,42920000.0,,,5248.0,Phnom Penh,Chamkarmon,Tonle Bassac,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
198139.0,42920000.0,,,5248.0,Phnom Penh,Chamkarmon,Tonle Bassac,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0
231416.0,1716000.0,,,5200.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0
