price,land_area,address_line_2,latitude,longitude,price_per_m2
1400000.0,246.0,Boeng Kak Ti Pir,11.562248,104.898461,5691.056910569106
3659800.0,644.0,Boeng Keng Kang Ti Muoy,11.5445,104.913586,5682.919254658385
295000.0,52.0,Veal Vong,11.5445,104.913586,5673.076923076923
295000.0,52.0,Veal Vong,11.5445,104.913586,5673.076923076923
780000.0,137.5,Tonle Basak,11.54664302,104.9303974,5672.727272727273
360000.0,64.0,Olympic,11.5445,104.913586,5625.0
450000.0,80.0,Boeng Keng Kang Ti Bei,11.55,104.93,5625.0
360000.0,64.0,Tuol Sangke Ti Mouy,11.55,104.93,5625.0
3500000.0,624.0,Tonle Basak,11.55,104.93,5608.974358974359
500000.0,90.0,Nirouth,11.52,104.95,5555.555555555556
2000000.0,360.0,Boeng Keng Kang Ti Muoy,11.5445,104.913586,5555.555555555556
650000.0,117.0,Voat Phnum,11.57263941,104.9231922,5555.555555555556
400000.0,72.0,Tuek Thla,11.55,104.89,5555.555555555556
1000000.0,180.0,Boeng Keng Kang Ti Muoy,11.55594183,104.9237903,5555.555555555556
1950000.0,352.0,Olympic,11.5445,104.913586,5539.772727272727
429000.0,77.6,Voat Phnum,11.57561,104.92025,5528.350515463918
1650000.0,300.0,Tonle Basak,11.55,104.93,5500.0
343000.0,62.4,Tonle Basak,11.55,104.93,5496.794871794872
2300000.0,420.32,Boeng Keng Kang Ti Pir,11.55,104.93,5472.02131709174
350000.0,64.0,Kakab,11.55,104.93,5468.75
350000.0,64.0,Toul Svay Prey Ti Mouy,11.55,104.93,5468.75
350000.0,64.0,Phsar Thmei Ti Muoy,11.57561,104.92025,5468.75
980000.0,180.0,Chrouy Changvar,11.58,104.93,5444.444444444444
3200000.0,588.0,Boeng Kak Ti Pir,11.57,104.89,5442.1768707483
500000.0,92.0,Kakab,11.55,104.93,5434.782608695652
390000.0,72.0,Phnom Penh Thmei,11.58581904,104.8652349,5416.666666666667
2000000.0,371.25,Tonle Basak,11.544044,104.913867,5387.205387205388
495000.0,92.0,Boeng Keng Kang Ti Bei,11.537783,104.920235,5380.434782608696
580000.0,108.0,Phnom Penh Thmei,11.569135,104.9248,5370.37037037037
1500000.0,280.0,Tonle Basak,11.55,104.93,5357.142857142857
770000.0,144.0,Ruessei Kaev,11.59,104.9,5347.222222222223
2200000.0,412.0,Phsar Thmei Ti Bei,11.575837,104.9201,5339.805825242718
600000.0,112.8,Stueng Mean Chey,11.530293,104.898903,5319.148936170213
85000.0,16.0,Boeng Keng Kang Ti Pir,11.55479337,104.9171359,5312.5
85000.0,16.0,Boeng Keng Kang Ti Pir,11.55479337,104.9171359,5312.5
280000.0,53.0,Tuol Tumpung Ti Muoy,11.55,104.93,5283.018867924528
280000.0,53.0,Tuol Tumpung Ti Muoy,11.55,104.93,5283.018867924528
380000.0,72.0,Chrouy Changvar,11.58,104.93,5277.777777777777
790000.0,150.0,Tuol Tumpung Ti Muoy,11.5445,104.913586,5266.666666666667
790000.0,150.0,Boeng Kak Ti Pir,11.562248,104.898461,5266.666666666667
3000000.0,570.0,Boeng Trabaek,11.55,104.93,5263.1578947368425
600000.0,114.0,Phnom Penh Thmei,11.57645964,104.8841754,5263.1578947368425
520000.0,99.0,Preaek Lieb,11.64612364,104.9143711,5252.525252525253
1100000.0,210.0,Chhbar Ampov Ti Pir,11.52928,104.941454,5238.095238095239
670000.0,128.0,Boeng Keng Kang Ti Bei,11.5445,104.913586,5234.375
490000.0,94.0,Ou Baek K'am,11.55,104.89,5212.765957446809
650000.0,125.0,Boeng Trabaek,11.5445,104.913586,5200.0
5896800.0,1134.0,Boeng Keng Kang Ti Muoy,11.54988209,104.9249157,5200.0
400000.0,77.0,Ou Baek K'am,11.55,104.89,5194.805194805195
350000.0,67.5,Boeng Keng Kang Ti Muoy,11.54988257,104.9288655,5185.185185185185
1400000.0,270.0,Mittapheap,11.55,104.93,5185.185185185185
1400000.0,270.0,Boeng Kak Ti Pir,11.57,104.89,5185.185185185185
320000.0,61.74,Stueng Mean Chey,11.53,104.91,5183.025591188856
650000.0,126.0,Boeng Keng Kang Ti Bei,11.5445,104.913586,5158.730158730159
680000.0,132.0,Boeng Trabaek,11.538823,104.919445,5151.515151515152
370000.0,72.0,Chey Chumneah Ti Mouy,11.59015,104.909641,5138.888888888889
2500000.0,487.0,Boeng Keng Kang Ti Muoy,11.5445,104.913586,5133.47022587269
700000.0,136.4,Veal Vong,11.537783,104.920232,5131.964809384164
2000000.0,390.0,Toul Svay Prey Ti Mouy,11.537783,104.920232,5128.205128205128
800000.0,156.0,Tuol Sangke Ti Mouy,11.5445,104.913586,5128.205128205128
1500000.0,294.0,Tonle Basak,11.54064265,104.9312198,5102.040816326531
550000.0,108.0,Toul Svay Prey Ti Pir,11.55,104.93,5092.592592592592
650000.0,128.0,Chaom Chau Pir,11.52944457,104.8361781,5078.125
2300000.0,456.0,Tuol Tumpung Ti Muoy,11.5445,104.913586,5043.859649122807
2300000.0,456.3,Tuol Tumpung Ti Muoy,11.5445,104.913586,5040.543502081963
930000.0,185.0,Boeng Keng Kang Ti Muoy,11.55266609,104.9244283,5027.027027027027
1380000.0,275.5,Tuek L'ak Ti Muoy,11.562248,104.898461,5009.074410163339
1000000.0,200.0,Tonle Basak,11.5445,104.913586,5000.0
450000.0,90.0,Stueng Mean Chey Ti Bei,11.54259705,104.8786951,5000.0
1030000.0,206.0,Srah Chak,11.575837,104.920096,5000.0
720000.0,144.0,Chakto Mukh,11.57561,104.92025,5000.0
1750000.0,350.0,Tonle Basak,11.5417592,104.9309557,5000.0
2250000.0,450.0,Kakab Ti Mouy,11.55,104.93,5000.0
450000.0,90.0,Stueng Mean Chey Ti Bei,11.5396478,104.8863279,5000.0
500000.0,100.0,Tonle Basak,11.5532729,104.9289961,5000.0
2500000.0,500.0,Boeng Salang,11.57,104.89,5000.0
400000.0,80.0,Phsar Kandal Ti Pir,11.569135,104.9248,5000.0
320000.0,64.0,Toul Svay Prey Ti Mouy,11.55,104.93,5000.0
1150000.0,230.0,Boeng Kak Ti Muoy,11.55,104.93,5000.0
1800000.0,360.0,Nirouth,11.522551,104.96247,5000.0
450000.0,90.0,Ou Ruessei Ti Bei,11.56364304,104.9168388,5000.0
319999.0,64.0,Tumnob Tuek,11.5401384,104.9168014,4999.984375
438000.0,88.0,Boeng Keng Kang Ti Bei,11.54673486,104.9170327,4977.272727272727
276264450.0,55811.0,Srah Chak,11.57920232,104.9086133,4950.0
355000.0,72.0,Chey Chumneah Ti Mouy,11.59015,104.909641,4930.555555555556
355000.0,72.0,Boeng Keng Kang Ti Bei,11.537783,104.920232,4930.555555555556
880000.0,178.5,Tuek L'ak Ti Pir,11.562248,104.898461,4929.971988795518
340000.0,69.0,Mittapheap,11.56866176,104.9157656,4927.536231884058
650000.0,132.0,Boeng Keng Kang Ti Muoy,11.537783,104.920232,4924.242424242424
1240000.0,252.0,Nirouth,11.52928,104.941454,4920.6349206349205
1200000.0,244.04,Chakto Mukh,11.575837,104.920096,4917.22668415014
550000.0,112.0,Phsar Kandal Ti Muoy,11.569135,104.9248,4910.714285714285
530000.0,108.0,Chey Chumneah Ti Mouy,11.59015,104.909641,4907.407407407408
4880400.0,996.0,Boeng Kak Ti Muoy,11.57666738,104.8994039,4900.0
490000.0,100.0,Boeng Keng Kang Ti Pir,11.537783,104.920235,4900.0
550000.0,112.5,Preaek Lieb,11.589674,104.925654,4888.888888888889
350000.0,72.0,Nirouth,11.52928,104.941454,4861.111111111111
350000.0,72.0,Preaek Lieb,11.58,104.93,4861.111111111111
350000.0,72.0,Phnom Penh Thmei,11.569135,104.9248,4861.111111111111
350000.0,72.0,Tuol Tumpung Ti Muoy,11.537783,104.920232,4861.111111111111
350000.0,72.0,Phsar Depou Ti Muoy,11.57,104.89,4861.111111111111
350000.0,72.0,Kakab Ti Mouy,11.57525318,104.8527172,4861.111111111111
1500000.0,310.0,Boeng Keng Kang Ti Muoy,11.55,104.93,4838.709677419355
1100000.0,228.0,Nirouth,11.52120639,104.9570752,4824.561403508772
1100000.0,228.0,Nirouth,11.52988986,104.9576005,4824.561403508772
1100000.0,228.0,Tumnob Tuek,11.5445,104.913586,4824.561403508772
770000.0,160.0,Boeng Tumpun,11.55,104.93,4812.5
750000.0,156.0,Tuol Tumpung Ti Muoy,11.537783,104.920235,4807.692307692308
2400000.0,500.0,Nirouth,11.52,104.95,4800.0
600000.0,125.0,Boeng Keng Kang Ti Pir,11.537783,104.920235,4800.0
1880000.0,392.0,Phsar Thmei Ti Muoy,11.57561,104.92025,4795.918367346939
410000.0,86.0,Boeng Trabaek,11.52684449,104.9216949,4767.441860465116
600000.0,126.0,Nirouth,11.52928,104.941454,4761.9047619047615
495000.0,104.0,Phsar Kandal Ti Muoy,11.575837,104.9201,4759.615384615385
950000.0,200.0,Boeng Kak Ti Pir,11.57381484,104.8918299,4750.0
950000.0,200.0,Boeng Kak Ti Pir,11.57381484,104.8918299,4750.0
950000.0,200.0,Tuol Tumpung Ti Muoy,11.55,104.93,4750.0
455000.0,96.0,Phsar Thmei Ti Pir,11.57561,104.92025,4739.583333333333
900000.0,190.0,Boeng Kak Ti Muoy,11.55,104.93,4736.8421052631575
1250000.0,264.0,Chakto Mukh,11.56676498,104.9247301,4734.848484848485
620000.0,131.04,Phsar Kandal Ti Muoy,11.57561,104.92025,4731.379731379731
330000.0,70.0,Tuek Thla,11.55,104.89,4714.285714285715
300000.0,64.0,Phnom Penh Thmei,11.57561,104.92025,4687.5
1800000.0,384.0,Tuol Tumpung Ti Muoy,11.53455986,104.9145975,4687.5
750000.0,160.0,Boeng Tumpun,11.5445,104.913586,4687.5
1700000.0,363.0,Tonle Basak,11.55,104.93,4683.195592286502
430000.0,92.0,Ou Baek K'am,11.55,104.89,4673.913043478261
545000.0,117.0,Chey Chumneah Ti Pir,11.59015,104.909641,4658.119658119658
900000.0,193.75,Boeng Kak Ti Pir,11.56477097,104.9044699,4645.1612903225805
2200000.0,475.0,Boeng Keng Kang Ti Bei,11.54786375,104.9158176,4631.578947368421
2200000.0,475.0,Toul Svay Prey Ti Mouy,11.54848843,104.9063558,4631.578947368421
2200000.0,475.0,Boeng Keng Kang Ti Pir,11.55031855,104.9209903,4631.578947368421
370000.0,80.0,Krang Thnong,11.55,104.89,4625.0
240000.0,52.0,Phsar Daeum Kor,11.562248,104.898461,4615.384615384615
480000.0,104.0,Ou Ruessei Ti Muoy,11.55,104.93,4615.384615384615
2690000.0,583.1,Phnom Penh Thmei,11.57561,104.92025,4613.273880980963
690000.0,150.0,Nirouth,11.5350504,104.9576372,4600.0
1100000.0,240.0,Boeng Keng Kang Ti Muoy,11.55,104.93,4583.333333333333
690000.0,151.0,Boeng Tumpun,11.55,104.93,4569.536423841059
650000.0,142.8,Tuek L'ak Ti Pir,11.562248,104.898461,4551.820728291316
290000.0,64.0,Chrouy Changvar,11.58,104.93,4531.25
290000.0,64.0,Toul Svay Prey Ti Pir,11.55379192,104.9083563,4531.25
290000.0,64.0,Toul Svay Prey Ti Mouy,11.55,104.93,4531.25
199000.0,44.0,Tonle Basak,11.55315353,104.9381356,4522.727272727273
398000.0,88.0,Krang Thnong,11.55,104.89,4522.727272727273
1350000.0,300.0,Boeng Keng Kang Ti Pir,11.55,104.93,4500.0
180000.0,40.0,Veal Sbov,11.55,104.96,4500.0
2250000.0,500.0,Boeng Kak Ti Pir,11.572623,104.89913,4500.0
450000.0,101.0,Krang Thnong,11.55,104.89,4455.445544554455
560000.0,126.0,Boeng Keng Kang Ti Bei,11.5445,104.913586,4444.444444444444
280000.0,63.0,Veal Sbov,11.55,104.96,4444.444444444444
320000.0,72.0,Chey Chumneah Ti Mouy,11.59,104.9,4444.444444444444
500000.0,112.5,Boeng Keng Kang Ti Pir,11.55,104.93,4444.444444444444
2300000.0,518.0,Boeng Kak Ti Muoy,11.5445,104.913586,4440.15444015444
248000.0,56.0,Phsar Kandal Ti Pir,11.575837,104.9201,4428.571428571428
270000.0,61.2,Boeng Kak Ti Pir,11.57,104.89,4411.764705882353
850000.0,193.2,Boeng Keng Kang Ti Pir,11.55033637,104.9282834,4399.585921325052
1000000.0,228.0,Nirouth,11.52928,104.941454,4385.964912280701
280000.0,64.0,Kouk Khleang,11.55,104.89,4375.0
280000.0,64.0,Tuol Tumpung Ti Muoy,11.5445,104.913586,4375.0
3500000.0,800.0,Boeng Kak Ti Muoy,11.55,104.93,4375.0
350000.0,80.0,Kakab Ti Mouy,11.55,104.93,4375.0
800000.0,183.0,Boeng Kak Ti Pir,11.562248,104.898461,4371.584699453552
459500.0,105.75,Nirouth,11.52,104.95,4345.1536643026
330000.0,76.0,Phsar Daeum Thkov,11.55,104.93,4342.105263157895
700000.0,162.0,Boeng Keng Kang Ti Bei,11.54702265,104.9208513,4320.987654320988
700000.0,162.0,Boeng Kak Ti Pir,11.562248,104.898461,4320.987654320988
1770000.0,410.0,Boeng Tumpun,11.5445,104.913586,4317.073170731707
259000.0,60.0,Tuek L'ak Ti Muoy,11.562248,104.898461,4316.666666666667
600000.0,139.0,Boeng Tumpun,11.55,104.93,4316.546762589928
310000.0,72.0,Nirouth,11.52,104.9508583,4305.555555555556
1300000.0,302.0,Phsar Daeum Thkov,11.55,104.93,4304.635761589404
1444800.0,336.0,Boeng Keng Kang Ti Bei,11.5445,104.913586,4300.0
533000.0,124.0,Tuol Tumpung Ti Muoy,11.537783,104.920235,4298.387096774193
275000.0,64.0,Prey Sa,11.49319658,104.8620431,4296.875
283500.0,66.0,Tuek L'ak Ti Muoy,11.57067269,104.8896567,4295.454545454545
500000.0,116.6,Nirouth,11.522551,104.96247,4288.164665523156
270000.0,63.0,Veal Sbov,11.55,104.96,4285.714285714285
3000000.0,700.0,Tuol Tumpung Ti Pir,11.53593021,104.9133586,4285.714285714285
350000.0,82.0,Kouk Khleang,11.55,104.89,4268.292682926829
2600000.0,610.0,Boeng Kak Ti Muoy,11.58211689,104.9015685,4262.295081967213
299000.0,70.17,Chey Chumneah,11.57561,104.92025,4261.080233718113
499500.0,117.5,Nirouth,11.52,104.95,4251.063829787234
390000.0,92.0,Boeng Trabaek,11.55,104.93,4239.130434782609
390000.0,92.0,Tumnob Tuek,11.537783,104.920232,4239.130434782609
339000.0,80.0,Chrouy Changvar,11.59986359,104.9244852,4237.5
1800000.0,425.0,Nirouth,11.522551,104.96247,4235.294117647059
7900000.0,1866.0,Tuol Tumpung Ti Muoy,11.54164714,104.9205779,4233.654876741693
270000.0,64.0,Tonle Basak,11.5445,104.913586,4218.75
310000.0,73.5,Boeng Keng Kang Ti Bei,11.5445,104.913586,4217.687074829932
499900.0,119.0,Phsar Daeum Kor,11.57,104.89,4200.8403361344535
420000.0,100.0,Boeng Salang,11.562248,104.898461,4200.0
220000.0,52.4,Tuol Tumpung Ti Muoy,11.5445,104.913586,4198.473282442748
490000.0,117.0,Boeng Kak Ti Muoy,11.55,104.93,4188.034188034188
2500000.0,597.0,Srah Chak,11.569135,104.9248,4187.604690117253
680000.0,162.5,Krang Thnong,11.55,104.89,4184.615384615385
350000.0,84.0,Boeng Trabaek,11.55,104.93,4166.666666666667
1900000.0,456.0,Tuol Tumpung Ti Pir,11.5445,104.913586,4166.666666666667
2200000.0,528.0,Boeng Kak Ti Pir,11.5766,104.89363,4166.666666666667
300000.0,72.0,Nirouth,11.522551,104.96247,4166.666666666667
550000.0,132.0,Boeng Keng Kang Ti Bei,11.5445,104.913586,4166.666666666667
450000.0,108.0,Boeng Trabaek,11.55,104.93,4166.666666666667
2200000.0,528.0,Boeng Kak Ti Muoy,11.55,104.93,4166.666666666667
350000.0,84.0,Pong Tuek,11.48,104.9,4166.666666666667
2500000.0,600.0,Boeng Kak Ti Muoy,11.58025304,104.8990651,4166.666666666667
1020000.0,245.98,Tuek L'ak Ti Bei,11.572623,104.89913,4146.678591755427
1450000.0,350.0,Tonle Basak,11.537783,104.920235,4142.857142857143
380000.0,92.0,Tuol Tumpung Ti Muoy,11.55,104.93,4130.434782608696
380000.0,92.0,Phsar Kandal Ti Pir,11.57561,104.92025,4130.434782608696
380000.0,92.0,Tumnob Tuek,11.537783,104.920232,4130.434782608696
3800000.0,920.5,Nirouth,11.522551,104.96247,4128.191200434547
495000.0,120.0,Tuol Sangke,11.59,104.9,4125.0
467000.0,113.4,Khmuonh,11.55,104.89,4118.165784832451
589000.0,144.0,Boeng Kak Ti Muoy,11.58120599,104.8965474,4090.277777777778
440000.0,108.0,Chrouy Changvar,11.589674,104.925654,4074.074074074074
1950000.0,480.0,Ou Baek K'am,11.5465933,104.8772849,4062.5
260000.0,64.0,Kouk Khleang,11.55,104.89,4062.5
260000.0,64.0,Kouk Khleang,11.55,104.89,4062.5
1300000.0,320.0,Tuol Tumpung Ti Muoy,11.55,104.93,4062.5
790000.0,195.0,Tuol Tumpung Ti Pir,11.5445,104.913586,4051.2820512820513
40500000.0,10000.0,Preaek Phnov,11.624955,104.81784,4050.0
2350000.0,580.5,Boeng Keng Kang Ti Bei,11.54569636,104.9200632,4048.23428079242
390000.0,96.75,Nirouth,11.522551,104.962474,4031.0077519379847
290000.0,72.0,Chrouy Changvar,11.58,104.93,4027.777777777778
290000.0,72.0,Tuol Tumpung Ti Pir,11.55,104.93,4027.777777777778
270000.0,67.2,Nirouth,11.52274659,104.9568376,4017.857142857143
540000.0,134.4,Phsar Kandal Ti Muoy,11.569135,104.9248,4017.857142857143
540000.0,134.4,Phsar Kandal Ti Muoy,11.569135,104.9248,4017.857142857143
400000.0,100.0,Tuol Tumpung Ti Muoy,11.55,104.93,4000.0
400000.0,100.0,Tuol Tumpung Ti Muoy,11.55,104.93,4000.0
1800000.0,450.0,Boeng Kak Ti Pir,11.57,104.89,4000.0
2360000.0,590.0,Boeng Salang,11.568782,104.88956,4000.0
1600000.0,400.0,Tuek Thla,11.55,104.89,4000.0
2000000.0,500.0,Tonle Basak,11.55,104.93,4000.0
2868000.0,717.0,Boeng Kak Ti Muoy,11.57897565,104.898248,4000.0
6308000.0,1577.0,Phnom Penh Thmei,11.58892251,104.8699063,4000.0
1900000.0,475.0,Toul Svay Prey Ti Mouy,11.55,104.93,4000.0
1800000.0,450.0,Nirouth,11.5350504,104.9576372,4000.0
1600000.0,400.0,Khmuonh,11.55,104.89,4000.0
304000.0,76.0,Boeng Kak Ti Pir,11.57,104.89,4000.0
2000000.0,500.0,Boeng Keng Kang Ti Pir,11.55,104.93,4000.0
10800000.0,2700.0,Krang Thnong,11.55,104.89,4000.0
304000.0,76.0,Boeng Kak Ti Pir,11.57,104.89,4000.0
159900.0,40.0,Khmuonh,11.55,104.89,3997.5
399000.0,100.0,Boeng Keng Kang Ti Pir,11.5531031,104.9192472,3990.0
750000.0,188.0,Tuek L'ak Ti Pir,11.572623,104.89913,3989.36170212766
255000.0,64.0,Kouk Khleang,11.55,104.89,3984.375
255000.0,64.0,Chrouy Changvar,11.58,104.93,3984.375
330000.0,83.0,Boeng Keng Kang Ti Bei,11.55,104.93,3975.9036144578313
170000.0,43.0,Boeng Keng Kang Ti Bei,11.54508621,104.9184843,3953.488372093024
1800000.0,456.3,Tuol Tumpung Ti Muoy,11.53407945,104.9217799,3944.773175542406
260000.0,66.0,Boeng Keng Kang Ti Pir,11.5445,104.913586,3939.39393939394
1800000.0,457.0,Boeng Keng Kang Ti Muoy,11.54814386,104.9086818,3938.730853391685
850000.0,216.0,Chey Chumneah Ti Mouy,11.59,104.9,3935.185185185185
380000.0,96.75,Nirouth,11.522551,104.96247,3927.6485788113696
950000.0,242.0,Boeng Keng Kang Ti Pir,11.54181546,104.9185201,3925.619834710744
298000.0,76.0,Tuek Thla,11.559712,104.878121,3921.052631578948
580000.0,148.0,Boeng Keng Kang Ti Muoy,11.55,104.93,3918.918918918919
450000.0,115.0,Chak Angrae Leu,11.55,104.93,3913.0434782608695
250000.0,64.0,Ruessei Kaev,11.59,104.9,3906.25
250000.0,64.0,Boeng Trabaek,11.55,104.93,3906.25
250000.0,64.0,Tuol Tumpung Ti Muoy,11.5445,104.913586,3906.25
410000.0,105.0,Krang Thnong,11.55,104.89,3904.7619047619046
1600000.0,410.0,Boeng Trabaek,11.55,104.93,3902.439024390244
1950000.0,500.0,Nirouth,11.52,104.95,3900.0
280000.0,72.0,Chak Angrae Leu,11.5184881,104.9235977,3888.8888888888887
350000.0,90.0,Cheung Aek,11.504923,104.891869,3888.8888888888887
490000.0,126.0,Phnom Penh Thmei,11.58828685,104.8703923,3888.8888888888887
279900.0,72.0,Stueng Mean Chey,11.530293,104.898903,3887.5
300000.0,77.2,Tuol Tumpung Ti Muoy,11.55,104.93,3886.010362694301
2629550.0,680.0,Boeng Keng Kang Ti Muoy,11.537783,104.920232,3866.985294117647
450000.0,116.375,Ruessei Kaev,11.59,104.9,3866.809881847476
380000.0,98.4,Tuek L'ak Ti Muoy,11.562248,104.898461,3861.7886178861786
220000.0,56.99,Phleung Chheh Roteh,11.5445,104.913586,3860.326373047903
3200000.0,829.0,Phsar Daeum Thkov,11.537783,104.920235,3860.072376357057
270000.0,70.0,Tuek Thla,11.55,104.89,3857.142857142857
370000.0,96.0,Chakto Mukh,11.57561,104.92025,3854.1666666666665
370000.0,96.0,Stueng Mean Chey Ti Mouy,11.53046121,104.8908343,3854.1666666666665
339000.0,88.0,Khmuonh,11.55,104.89,3852.272727272728
1500000.0,391.0,Stueng Mean Chey,11.53,104.91,3836.317135549872
290000.0,75.6,Chrouy Changvar,11.658559,104.913169,3835.978835978836
1490000.0,388.5,Phnom Penh Thmei,11.57561,104.92025,3835.263835263835
225000.0,58.8,Nirouth,11.52,104.95,3826.5306122448974
1400000.0,367.5,Phnom Penh Thmei,11.58876326,104.8724252,3809.5238095238096
2390200.0,629.0,Tonle Basak,11.5457629,104.9305537,3800.0
3807600.0,1002.0,Stueng Mean Chey,11.53,104.91,3800.0
380000.0,100.0,Toul Svay Prey Ti Mouy,11.537783,104.920235,3800.0
255000.0,67.2,Tuek Thla,11.55,104.89,3794.642857142857
330000.0,87.0,Phsar Depou Ti Muoy,11.57,104.89,3793.103448275862
2000000.0,528.0,Boeng Kak Ti Pir,11.57,104.89,3787.878787878788
250000.0,66.0,Boeng Keng Kang Ti Bei,11.5445,104.913586,3787.878787878788
350000.0,92.4,Ou Baek K'am,11.55098068,104.8754472,3787.878787878788
350000.0,92.4,Chrouy Changvar,11.61790159,104.9258633,3787.878787878788
350000.0,92.4,Tuol Tumpung Ti Muoy,11.537783,104.920232,3787.878787878788
280000.0,74.0,Tumnob Tuek,11.54064034,104.9123439,3783.783783783784
280000.0,74.0,Boeng Kak Ti Muoy,11.55,104.93,3783.783783783784
4944240.0,1308.0,Boeng Kak Ti Pir,11.57468279,104.8932662,3780.0
