address_subdivision,address_locality,address_line_2,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,geometry,population,h_id,mean_price_per_m2,max_price_per_m2,median_price_per_m2,min_price_per_m2
Phnom Penh,Saensokh,Phnom Penh Thmei,3016.7,174.0,524905.7999999999,104.87399974284006,11.586012722149045,8,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,12,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,100,2,3,9,35,51,143,1,10,18,27,87,32,0,0,1,5,26,18,1,2,2,3,10,42,0,1,2,9,30,54,1,3,5,18,27,46,3,1,2,9,31,60,1,0,4,13,42,85,0,0,11,31,43,19,0,0,3,4,12,5,0,0,1,1,3,36,0,0,6,12,18,29,1,0,9,2,17,57,0,4,4,12,37,176,0,0,16,24,136,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,POINT (104.8739997428401 11.58601272214904),4621.0,88658468d1fffff,2361.2831362357356,4000.0,2260.4166666666665,633.3333333333334
Phnom Penh,Chraoy Chongvar,Kaoh Dach,208.05,54.0,11234.7,104.93328975171696,11.643361563757164,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,1,17,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,14,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,0,1,10,0,0,2,0,8,9,0,0,1,1,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,1,5,3,0,0,1,0,2,3,0,0,0,1,2,6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (104.933289751717 11.64336156375716),166.0,88658469c1fffff,200.34300000000002,222.53,205.92000000000002,175.28
Phnom Penh,Dangkao,Pong Tuek,402.35,220.0,88517.0,104.81896248893082,11.502903865665331,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,1,14,0,0,0,0,0,14,0,0,0,0,0,7,0,0,1,3,3,19,1,1,1,6,10,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,1,0,9,1,0,0,0,1,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,3,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,POINT (104.8189624889308 11.50290386566533),1165.0,8865846e47fffff,897.3228571428572,1514.69,475.34,402.35
Phnom Penh,Dangkao,Prey Sa,686.32,182.0,124910.24,104.8572916460587,11.497906253705384,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,14,0,0,2,0,12,34,0,2,6,0,26,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,4,13,0,1,1,3,8,3,0,0,0,0,3,6,0,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0,3,32,1,3,7,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,POINT (104.8572916460587 11.49790625370538),1396.0,886584619dfffff,689.9979999999999,744.29,686.32,621.76
Phnom Penh,Chraoy Chongvar,Kaoh Dach,225.28,182.0,41000.96,104.93631247395813,11.632618149458878,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,6,0,0,0,0,1,16,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,14,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,15,0,0,1,3,11,13,0,0,2,1,10,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,1,0,9,4,0,0,1,0,3,4,0,0,0,1,3,5,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,2,6,4,0,0,0,0,4,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (104.9363124739581 11.63261814945888),384.0,88658469c9fffff,228.012,257.96,225.69,203.22
Phnom Penh,Dangkao,Tien,270.89,246.0,66638.94,104.86242954313794,11.437408170366774,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,1,14,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (104.8624295431379 11.43740817036677),809.0,8865846013fffff,225.445,270.89,217.415,173.5
Phnom Penh,Chbar Ampov,Preaek Thmei,341.73,134.0,45791.82,105.0142645161835,11.47675537631918,11,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (105.0142645161835 11.47675537631918),218.0,88658478c5fffff,384.1825,435.24,384.355,332.78
Phnom Penh,Pur SenChey,Boeng Thum,158.71,214.0,33963.94,104.77921201730037,11.497801551253051,18,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,18,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (104.7792120173004 11.49780155125305),1211.0,8865846e1bfffff,436.33444444444444,1029.14,179.89,158.71
Phnom Penh,Praek Pnov,Ponsang,183.65,112.0,20568.8,104.7532361850357,11.643218418399282,22,0,0,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,14,0,0,0,0,0,24,0,0,0,0,0,21,0,0,0,0,0,24,0,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (104.7532361850357 11.64321841839928),31.0,8865846dabfffff,185.47500000000002,187.3,185.47500000000002,183.65
Phnom Penh,Mean Chey,Chak Angrae Kraom,2142.15,88.0,188509.2,104.93023672923437,11.495370671509928,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,5,0,0,0,0,1,11,0,0,0,0,0,7,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,36,0,0,8,4,24,48,0,0,3,5,40,1,0,0,0,1,0,3,0,0,0,0,3,2,0,0,0,0,2,9,0,0,0,0,9,18,0,0,0,4,14,12,0,0,1,0,11,2,0,0,0,0,2,10,0,0,0,0,10,2,0,0,0,0,2,7,0,0,1,0,6,21,0,0,4,1,16,12,0,0,4,0,8,16,0,0,4,0,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,POINT (104.9302367292344 11.49537067150993),2439.0,8865846101fffff,2434.5146395148013,2797.9274611398964,2616.279069767442,1949.55
Phnom Penh,Praek Pnov,Ponsang,228.5,156.0,35646.0,104.76939920697416,11.647303738765654,21,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,0,0,24,0,0,0,0,0,20,0,0,0,0,0,23,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,POINT (104.7693992069742 11.64730373876565),689.0,8865846dadfffff,210.998,234.8,219.62,176.29
Phnom Penh,Saensokh,Tuek Thla,2525.98,102.0,257649.96,104.86351717666976,11.56071002779852,8,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,10,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,87,2,3,10,13,59,130,3,5,15,24,83,26,0,0,3,4,19,20,0,2,4,3,11,34,0,0,1,2,31,48,1,1,3,7,36,34,0,2,5,3,24,71,1,4,13,12,41,83,4,1,10,11,57,19,0,0,4,2,13,2,0,0,0,0,2,31,0,2,4,2,23,37,0,0,1,9,27,25,0,0,4,0,21,100,0,4,8,16,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,POINT (104.8635171766698 11.56071002779852),6959.0,8865846f6bfffff,2207.9674999999997,2525.98,2449.8199999999997,1406.25
Phnom Penh,Pur SenChey,Boeng Thum,172.33,86.0,14820.38,104.75403566707372,11.494062581811663,21,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,POINT (104.7540356670737 11.49406258181166),1082.0,8865846ecbfffff,176.1975,194.33,172.995,164.47
Phnom Penh,Chraoy Chongvar,Preaek Lieb,465.53,246.0,114520.38,104.90545903682616,11.692272942520535,16,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,23,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (104.9054590368262 11.69227294252054),12.0,88658469b5fffff,691.0977777777778,1625.73,571.97,465.53
Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,725.66,246.0,178512.36,104.9222176989981,11.620830457856702,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,4,0,0,0,1,0,15,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,5,0,0,0,0,1,5,0,0,0,0,1,46,0,0,5,5,36,42,0,1,2,8,31,8,0,0,0,0,8,11,0,0,0,0,11,17,0,0,0,2,15,20,0,0,1,4,15,23,0,1,2,1,19,9,0,0,2,2,5,10,0,0,2,1,7,9,0,0,2,2,5,5,0,0,0,0,5,13,0,0,0,0,13,15,0,0,3,3,9,17,0,0,0,0,17,80,0,0,4,4,72,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,POINT (104.9222176989981 11.6208304578567),1971.0,8865846831fffff,1522.0326839826841,3787.878787878788,731.93,699.71
Phnom Penh,Chbar Ampov,Kbal Kaoh,631.19,198.0,124975.62,104.99156545737736,11.52284571033672,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,14,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,13,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,17,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,1,12,0,0,1,0,11,11,0,0,4,1,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,13,1,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (104.9915654573774 11.52284571033672),3031.0,8865846a49fffff,668.1084620398724,853.42,736.82,320.06920415224914
Phnom Penh,Chbar Ampov,Preaek Thmei,56.41,76.0,4287.16,105.02971921303433,11.474708666596174,12,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,POINT (105.0297192130343 11.47470866659617),986.0,886584781bfffff,265.5075,353.92,325.85,56.41
Phnom Penh,Praek Pnov,Ponsang,196.72,240.0,47212.8,104.7474856687956,11.58635126949976,21,0,0,0,0,0,18,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,0,22,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (104.7474856687956 11.58635126949976),185.0,8865846ce5fffff,164.329,196.72,194.38,92.11
Phnom Penh,Dangkao,Spean Thma,230.99,170.0,39268.3,104.86253758563676,11.458364129600108,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,1,12,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,POINT (104.8625375856368 11.45836412960011),508.0,88658460edfffff,325.86625000000004,927.95,239.74,228.1
