address_subdivision,address_locality,address_line_2,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused,h_id_price_mean,h_id_price_max,h_id_price_median,h_id_price_min,geometry,index_right,population,h_id
Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Muoy,5399.71,50,269985.5,104.91852672332,11.535638541343516,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,159,7,6,24,45,77,124,4,8,19,24,69,109,0,0,13,38,58,85,0,2,6,11,66,92,2,1,16,23,50,70,3,8,16,20,23,62,3,4,7,15,33,64,1,6,9,16,32,80,0,2,7,12,59,35,3,2,5,5,20,118,3,2,6,21,86,84,3,5,11,24,41,30,0,0,0,7,23,154,0,10,5,41,98,725,10,20,65,150,480,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4744.078113207547,6054.61,5085.35,2070.16,POINT (104.91852672332 11.53563854134352),53912,18375.0,8865846ac1fffff
Phnom Penh,Doun Penh,Srah Chak,4846.99,32,155103.68,104.91769928219836,11.570351825446412,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,9,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,180,9,15,36,61,59,152,9,2,23,41,77,113,9,28,46,19,11,91,6,15,47,15,8,109,1,10,41,41,16,96,1,1,16,42,36,79,0,9,17,25,28,75,1,4,14,26,30,106,2,6,13,46,39,36,2,1,7,12,14,119,7,21,70,15,6,100,7,12,29,24,28,17,0,0,2,3,12,174,35,25,68,16,30,830,85,137,338,150,120,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,6280.752473118279,10041.79,6177.12,2463.7,POINT (104.9176992821984 11.57035182544641),53922,16037.0,8865846aa9fffff
Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,4418.55,186,821850.3,104.90120376307036,11.585641262307147,5,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,4,0,0,0,1,0,7,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,162,6,8,15,53,80,141,4,6,23,54,54,110,0,0,6,41,63,87,2,1,3,16,65,102,1,4,14,20,63,87,4,7,12,18,46,70,0,6,10,18,36,68,0,4,12,11,41,108,0,6,23,36,43,31,1,0,4,8,18,114,0,1,4,14,95,90,1,5,11,19,54,23,1,0,5,5,12,169,5,5,1,87,71,770,5,20,62,276,407,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3932.059111111111,4762.87,4315.27,1928.85,POINT (104.9012037630704 11.58564126230715),54093,8037.0,88658468c9fffff
Phnom Penh,Doun Penh,Boeng Reang,5041.9,30,151257.0,104.9307975879008,11.557647367603208,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,169,2,16,36,52,63,126,0,3,9,38,76,110,7,10,51,26,16,89,4,14,51,13,7,105,2,14,33,24,32,87,3,13,15,18,38,73,1,11,8,19,34,64,2,2,9,15,36,83,1,6,10,10,56,33,0,2,10,8,13,119,2,24,75,15,3,92,5,7,40,14,26,15,0,1,1,1,12,164,0,8,79,62,15,785,25,57,372,185,146,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7158.719339622641,8879.7,6493.639999999999,5041.32,POINT (104.9307975879008 11.55764736760321),53898,20064.0,8865846ae1fffff
Phnom Penh,Doun Penh,Voat Phnum,5045.87,62,312843.94,104.92416321344916,11.56582024873237,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,179,5,20,45,36,73,145,0,6,25,29,85,111,12,26,47,17,9,90,19,34,23,6,8,109,13,14,31,26,25,94,1,6,18,24,45,76,8,2,16,18,32,70,3,3,6,20,38,95,3,4,14,24,50,36,2,5,4,8,17,120,14,66,31,3,6,98,11,17,27,16,27,11,0,0,2,1,8,164,6,62,61,15,20,815,76,266,268,95,110,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8838.762480000001,11886.89,9433.06,4508.56,POINT (104.9241632134492 11.56582024873237),53895,28799.0,8865846ae7fffff
Phnom Penh,Doun Penh,Srah Chak,4160.64,180,748915.2000000001,104.91141268810654,11.57949422102967,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,10,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,183,4,7,41,45,86,149,0,11,37,26,75,113,0,4,43,40,26,91,0,3,34,32,22,108,1,5,26,41,35,99,0,3,21,22,53,76,0,6,13,27,30,70,0,1,20,15,34,106,0,4,29,33,40,36,0,0,6,13,17,118,3,0,41,51,23,99,3,2,26,29,39,20,0,0,2,7,11,179,0,1,102,45,31,820,17,37,308,268,190,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4252.053529411765,4634.77,4286.235000000001,3852.78,POINT (104.9114126881065 11.57949422102967),53926,9274.0,8865846aa1fffff
Phnom Penh,Doun Penh,Voat Phnum,4513.02,234,1056046.6800000002,104.92003003497176,11.578476227140667,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,174,5,13,33,45,78,138,5,6,24,25,78,112,7,6,35,42,22,89,7,8,48,13,13,107,2,7,31,30,37,93,1,1,9,29,53,75,4,2,22,15,32,61,0,2,11,19,29,103,1,3,12,32,55,35,0,1,9,5,20,118,2,21,65,17,13,96,0,6,33,27,30,17,0,0,2,3,12,169,1,30,62,50,26,820,20,116,362,152,170,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,6705.653387096774,10498.61,5589.08,3026.69,POINT (104.9200300349718 11.57847622714067),53920,16252.0,8865846aadfffff
Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,4374.21,46,201213.66,104.8943770530858,11.589728842702597,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,150,2,7,18,32,91,140,1,5,33,27,74,93,0,0,1,11,81,77,0,1,3,7,66,91,2,1,7,15,66,67,1,6,18,10,32,66,0,3,10,15,38,63,0,2,10,13,38,100,2,3,8,42,45,27,1,1,3,5,17,95,0,0,2,3,90,73,2,3,10,9,49,26,1,2,5,4,14,168,0,5,15,7,141,690,10,5,30,73,572,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3644.464285714286,4446.72,4021.2,1866.7,POINT (104.8943770530858 11.5897288427026),54097,3083.0,88658468c1fffff
Phnom Penh,Doun Penh,Srah Chak,4160.6,152,632411.2000000001,104.91508350653191,11.584114657854506,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,11,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,166,2,8,37,39,80,129,2,8,30,23,66,112,1,4,25,47,35,90,0,5,26,36,23,106,5,0,22,31,48,90,0,0,12,27,51,72,2,6,7,26,31,61,1,3,6,21,30,99,2,0,11,42,44,32,0,0,5,12,15,118,0,3,46,44,25,91,0,5,19,29,38,19,0,0,2,3,14,169,0,1,69,60,39,800,20,29,242,294,215,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3920.428648648648,4515.43,4160.6,2364.28,POINT (104.9150835065319 11.58411465785451),53924,29835.0,8865846aa5fffff
Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,4419.19,48,212121.12,104.89655368261164,11.58949029508845,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,153,3,9,14,34,93,140,4,2,33,30,71,94,0,0,2,18,74,80,1,1,2,8,68,91,3,0,10,14,64,68,1,6,18,11,32,63,1,2,9,16,35,58,0,1,11,13,33,100,3,2,9,47,39,28,2,0,2,6,18,101,0,0,2,3,96,78,1,4,11,7,55,24,0,3,4,5,12,168,0,5,15,19,129,695,10,5,50,84,546,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3932.059111111111,4762.87,4315.27,1928.85,POINT (104.8965536826116 11.58949029508845),54093,8037.0,88658468c9fffff
Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,4341.63,42,182348.46,104.89698646558617,11.585797900213944,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,4,0,0,0,1,0,7,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,161,9,4,15,47,86,148,4,2,39,34,69,104,0,1,3,31,69,83,1,1,4,12,65,100,1,4,11,16,68,77,5,12,9,14,37,71,0,6,6,23,36,68,0,7,5,16,40,106,2,5,32,27,40,30,1,1,6,4,18,106,0,1,1,6,98,86,3,3,12,11,57,24,0,2,6,2,14,168,5,5,5,51,102,735,5,15,57,146,512,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3932.059111111111,4762.87,4315.27,1928.85,POINT (104.8969864655862 11.58579790021394),54093,8037.0,88658468c9fffff
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,5137.58,54,277429.32,104.911504829402,11.555180223169184,3,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,177,3,12,53,58,51,155,3,13,33,39,67,113,2,24,59,21,7,93,0,2,19,61,11,110,5,13,34,38,20,92,1,7,33,21,30,77,1,6,27,18,25,85,2,6,21,18,38,109,2,5,21,47,34,35,1,2,9,14,9,120,0,2,33,81,4,103,2,5,39,31,26,24,1,1,1,1,20,169,0,28,86,35,20,815,15,60,307,343,90,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,5768.936153846154,7489.61,5693.185,2561.4,POINT (104.911504829402 11.55518022316918),53934,23250.0,8865846a8dfffff
Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Pir,5033.07,242,1218002.94,104.91123717806587,11.541972642053256,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,175,8,8,30,41,88,144,8,5,26,27,78,113,0,6,16,60,31,89,0,1,5,18,65,101,2,5,23,22,49,88,1,14,17,26,30,72,1,7,9,31,24,79,2,3,16,24,34,101,0,6,7,20,68,33,0,6,6,4,17,120,2,3,8,23,84,96,1,7,17,28,43,23,0,0,1,8,14,164,0,0,22,74,68,780,15,30,100,207,428,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5122.6415517241385,6201.44,5242.305,3191.56,POINT (104.9112371780659 11.54197264205326),53911,27697.0,8865846ac3fffff
Phnom Penh,Chamkar Mon,Tonle Basak,4882.51,200,976502.0,104.93430876354743,11.530822732745753,2,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,9,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,1,0,120,1,1,18,44,56,87,3,4,11,22,47,92,0,0,1,18,73,73,1,1,3,10,58,75,0,2,1,15,57,59,0,2,8,26,23,48,0,2,6,13,27,42,1,3,5,10,23,33,0,0,1,7,25,26,0,0,1,12,13,109,0,1,0,23,85,72,0,1,4,23,44,20,0,0,0,11,9,147,5,0,10,7,125,625,0,0,15,120,490,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,3295.526666666666,4906.29,2543.13,990.65,POINT (104.9343087635474 11.53082273274575),54709,8114.0,8865846127fffff
Phnom Penh,Doun Penh,Boeng Reang,5164.98,166,857386.6799999999,104.93172724281996,11.559252415953932,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,170,2,10,48,44,66,127,0,1,11,32,83,110,5,12,49,29,15,89,5,23,42,11,8,106,3,9,37,23,34,88,3,10,12,20,43,72,2,10,7,18,35,63,2,2,8,15,36,84,1,5,8,13,57,33,0,2,10,6,15,119,3,31,70,12,3,92,4,9,37,16,26,15,0,0,2,1,12,164,0,7,75,62,20,790,15,73,413,149,140,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7158.719339622641,8879.7,6493.639999999999,5041.32,POINT (104.93172724282 11.55925241595393),53898,20064.0,8865846ae1fffff
Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,4801.92,162,777911.04,104.91856700398276,11.541185634224034,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,169,4,16,34,34,81,130,0,12,24,23,71,114,0,6,22,51,35,86,1,1,10,23,51,100,2,4,24,32,38,79,3,11,26,14,25,67,1,6,15,22,23,74,1,7,10,17,39,86,1,2,9,17,57,34,1,6,4,5,18,119,4,2,16,18,79,86,5,4,22,23,32,28,0,0,1,5,22,159,5,5,24,55,70,765,5,45,100,230,385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6346.508279569893,8074.47,6196.21,4123.62,POINT (104.9185670039828 11.54118563422403),53909,23239.0,8865846ac7fffff
Phnom Penh,Doun Penh,Voat Phnum,5037.19,166,836173.5399999999,104.9257078768287,11.573568339513514,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,168,7,13,33,39,76,133,0,9,16,29,79,109,3,18,45,29,14,90,21,33,15,13,8,108,12,14,20,29,33,92,0,3,9,24,56,76,0,3,21,17,35,62,1,3,9,16,33,93,2,3,10,17,61,35,2,4,3,6,20,119,43,35,16,17,8,95,8,14,21,22,30,14,0,0,2,3,9,164,17,29,74,29,15,815,116,178,231,150,140,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,6058.494358974359,10115.05,5174.62,2721.74,POINT (104.9257078768287 11.57356833951351),54133,5351.0,886584685bfffff
Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Pir,5026.43,104,522748.72,104.90332163254809,11.555432122359637,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,8,0,0,0,0,1,2,0,0,1,0,0,5,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,183,3,3,45,63,69,170,3,6,36,49,76,114,0,8,46,45,15,96,0,0,6,34,56,110,3,11,28,32,36,97,2,2,20,48,25,81,2,4,19,25,31,88,3,5,16,33,31,114,2,1,47,34,30,36,0,2,8,13,13,120,0,0,5,54,61,106,0,2,20,45,39,28,1,0,1,6,20,164,5,0,68,65,26,815,5,20,174,335,281,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5115.048904109589,6911.79,5115.77,2664.9,POINT (104.9033216325481 11.55543212235964),53940,26838.0,8865846a81fffff
Phnom Penh,Chamkar Mon,Tonle Basak,4972.62,220,1093976.4,104.92463177493455,11.530864956095307,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,8,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,9,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,139,2,8,16,38,75,107,3,5,16,19,64,98,0,0,7,17,74,76,1,1,3,11,60,82,0,1,6,20,55,66,1,1,16,24,24,59,2,1,6,18,32,58,0,4,10,7,37,49,0,1,1,12,35,30,0,1,5,6,18,112,0,1,6,17,88,78,0,2,8,23,45,26,0,0,1,5,20,148,0,10,5,14,119,669,5,0,45,115,504,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4033.0017857142857,5213.65,4490.965,2457.49,POINT (104.9246317749346 11.53086495609531),53908,22796.0,8865846ac9fffff
