id,price_display,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude
247444.0,721920.0,,,6016.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.62994007,104.887298
213024.0,444000.0,3.0,4.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93
213022.0,249600.0,2.0,2.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93
213029.0,185000.0,,,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Offices,False,commercial,11.55,104.93
235572.0,1732200.0,,,5774.0,Phnom Penh,Prek Pnov,Ponsang,Land,False,commercial,11.64674654,104.7839106
221027.0,1006020.0,,,5589.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.55,104.93
248679.0,8290500.0,,,5527.0,Phnom Penh,Chamkarmon,Boeung Trabek,Land/Development,False,residential,11.54097901,104.9217801
248154.0,4864740.0,,,5466.0,Phnom Penh,Chbar Ampov,Kbal Kaoh,Land/Development,False,residential,11.522551,104.962474
228485.0,2500000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454
231418.0,2400000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454
252312.0,801750.0,,,5345.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.537783,104.920235
231415.0,2800000.0,,,5265.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.589674,104.925654
198139.0,42920000.0,,,5248.0,Phnom Penh,Chamkarmon,Tonle Bassac,Flat,False,residential,11.55,104.93
231416.0,1716000.0,,,5200.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454
224456.0,2078059.0,,,5195.0,Phnom Penh,Por Sen Chey,Phleung Chheh Roteh,Land/Development,False,residential,11.5445,104.913586
224512.0,3000000.0,,,5167.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Offices,False,commercial,11.589674,104.925654
199410.0,1879600.0,,,5080.0,Phnom Penh,Dangkao,Prey Sa,Land/Development,False,residential,11.48291177,104.8972457
158296.0,60000.0,1.0,1.0,5000.0,Phnom Penh,Chbar Ampov,Nirouth,Condo,False,residential,11.52,104.95
158297.0,120000.0,2.0,1.0,5000.0,Phnom Penh,Chbar Ampov,Nirouth,Condo,False,residential,11.52,104.95
184867.0,14080000.0,,,5000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Offices,False,commercial,11.58,104.93
149193.0,4000000.0,,,5000.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land,False,commercial,11.52,104.95
236890.0,12250000.0,,,4900.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Warehouse,False,commercial,11.589674,104.925654
240081.0,1450500.0,,,4835.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.57068125,104.8368768
124593.0,1100000.0,3.0,3.0,4800.0,Phnom Penh,Chbar Ampov,Veal Sbov,House,False,residential,11.52693,104.97101
248184.0,2832000.0,,,4800.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.575837,104.920096
158295.0,7000000.0,2.0,2.0,4632.0,Phnom Penh,Chamkarmon,Olympic,Condo,False,residential,11.55,104.93
221626.0,820000.0,,,4559.0,Phnom Penh,Por Sen Chey,Ovlaok,Land/Development,False,residential,11.55723787,104.7531716
224465.0,862410.0,,,4539.0,Phnom Penh,Por Sen Chey,Trapeang Krasang,Land/Development,False,residential,11.5445,104.913586
226456.0,890000.0,,,4500.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.55896453,104.7780257
223441.0,1350000.0,,,4500.0,Phnom Penh,Por Sen Chey,Snaor,Land,False,commercial,11.531227,104.844833
233563.0,890000.0,,,4500.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586
245558.0,1303800.0,,,4346.0,Phnom Penh,Dangkao,Prey Sa,Land/Development,False,residential,11.504923,104.89187
207094.0,2945000.0,,,4331.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.55,104.89
223736.0,1070750.0,,,4283.0,Phnom Penh,Por Sen Chey,Snaor,Land,False,commercial,11.531227,104.844833
151181.0,86013.0,1.0,1.0,4253.0,Phnom Penh,Meanchey,Chak Angrae Leu,project,True,residential,11.52724145,104.9279761
157856.0,100000.0,2.0,1.0,4220.0,Phnom Penh,Chamkarmon,BKK 2,Condo,False,residential,11.55,104.93
157846.0,70000.0,1.0,1.0,4220.0,Phnom Penh,Chamkarmon,BKK 2,Condo,False,residential,11.55,104.93
203216.0,2930000.0,,,4193.0,Phnom Penh,Por Sen Chey,Chaom Chau 3,Land/Development,False,residential,11.53240821,104.8249518
224185.0,2665000.0,,,4100.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Land,False,commercial,11.589674,104.925654
202794.0,2629250.0,,,4045.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57561,104.92025
186040.0,100000.0,,,4000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.58,104.93
246887.0,2320000.0,,,4000.0,Phnom Penh,Por Sen Chey,Chaom Chau 2,Warehouse,False,commercial,11.73272631,105.0640192
200238.0,6955200.0,,,3864.0,Phnom Penh,Sen Sok,Ou Baek K'am,Land/Development,False,residential,11.55,104.89
245973.0,2010290.0,,,3793.0,Phnom Penh,Por Sen Chey,Kakap,Land/Development,False,residential,11.56014447,104.8062947
224224.0,5550000.0,,,3700.0,Phnom Penh,Meanchey,Stueng Mean chey,Land,False,commercial,11.530293,104.898903
188897.0,2960000.0,,,3700.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land,False,commercial,11.55,104.96
243271.0,920250.0,,,3681.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.5650514,104.8159551
222575.0,2537500.0,,,3625.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.559712,104.878121
208042.0,4680000.0,,,3600.0,Phnom Penh,Meanchey,Stueng Mean chey,Land/Development,False,residential,11.53,104.91
229527.0,8455200.0,1.0,1.0,3523.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Villa,False,residential,11.589674,104.925654
224495.0,9207000.0,14.0,14.0,3410.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Shophouse,False,residential,11.589674,104.925654
230122.0,6820000.0,,,3410.0,Phnom Penh,Russey Keo,Chrang Chamres I,Land/Development,False,residential,11.59015,104.909641
245538.0,371690.0,,,3379.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.554667,104.82684
243955.0,829750.0,,,3319.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.51054429,104.7629816
150594.0,6534000.0,,,3267.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land,False,commercial,11.57561,104.92025
232502.0,2748900.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.569135,104.9248
223781.0,2554860.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.58480524,104.8776501
224806.0,2296000.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.569135,104.9248
224925.0,2296140.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.569135,104.9248
231184.0,401625.0,,,3213.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.500658,104.856173
219011.0,944000.0,,,3200.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.55,104.89
234026.0,10240000.0,,,3200.0,Phnom Penh,7 Makara,Veal Vong,Land,False,commercial,11.5445,104.913586
233738.0,2000000.0,,,3189.0,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.52928,104.941454
158262.0,62000.0,1.0,1.0,3169.0,Phnom Penh,Chamkarmon,BKK 3,Condo,False,residential,11.55,104.93
232409.0,1959300.0,,,3110.0,Phnom Penh,Chroy Changvar,Preaek Ta Sek,Land/Development,False,residential,11.6366777,104.9055595
246726.0,464100.0,,,3094.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.554667,104.826843
232467.0,4638000.0,,,3092.0,Phnom Penh,Meanchey,Stueng Mean chey 1,Land,False,commercial,11.52978024,104.9002043
245959.0,10000000.0,,,3050.0,Phnom Penh,Chamkarmon,Tonle Bassac,Land/Development,False,residential,11.55442893,104.9295021
157098.0,98000.0,2.0,1.0,3029.0,Phnom Penh,Chamkarmon,BKK 1,Condo,False,residential,11.55,104.93
234324.0,1550000.0,,,3000.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,House,False,residential,11.5300711,104.9374252
199538.0,1200000.0,,,3000.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.55,104.96
252396.0,1350000.0,,,3000.0,Phnom Penh,Dangkao,Preaek Kampues,Land/Development,False,residential,11.504923,104.89187
239976.0,7900000.0,,,3000.0,Phnom Penh,Chamkarmon,BKK 1,other,False,commercial,11.5445,104.913586
245524.0,1628000.0,,,2960.0,Phnom Penh,Chbar Ampov,Chbar Ampov II,Land/Development,False,residential,11.52979316,104.943792
237802.0,1060560.0,,,2946.0,Phnom Penh,Chbar Ampov,Kbal Kaoh,Land/Development,False,residential,11.4965339,104.9870868
188898.0,2000000.0,343.0,,2882.0,Phnom Penh,Chbar Ampov,Veal Sbov,Villa,False,residential,11.55,104.96
246227.0,1411500.0,,,2823.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.578108,104.87022
251732.0,1675200.0,,,2792.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.504923,104.89187
199540.0,3500000.0,7.0,6.0,2731.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,Villa,False,residential,11.52,104.95
247857.0,4473150.0,,,2711.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57765416,104.9272275
203547.0,10800000.0,,,2700.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.55,104.89
240418.0,5670000.0,,,2700.0,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.52928,104.941454
243361.0,3168000.0,0.0,0.0,2640.0,Phnom Penh,Meanchey,Stueng Mean chey,Land/Development,False,residential,11.52480699,104.8976445
199536.0,950000.0,8.0,9.0,2625.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.52,104.95
243375.0,5220000.0,8.0,4.0,2600.0,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.51212175,104.9557742
239456.0,2300000.0,5.0,5.0,2597.54,Phnom Penh,Russey Keo,Svay Pak,Flat,False,residential,11.59015,104.909641
224866.0,765000.0,,,2550.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.52928,104.941454
217555.0,250000.0,2.0,2.0,2546.0,Phnom Penh,Toul Kork,Boeung Kak 1,Apartment,False,residential,11.55,104.93
251731.0,1516800.0,,,2528.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.504923,104.89187
246574.0,5000000.0,10.0,12.0,2520.0,Phnom Penh,Por Sen Chey,Snaor,Villa,False,residential,11.56017615,104.7854731
183562.0,3276000.0,,,2520.0,Phnom Penh,Dangkao,Cheung Aek,Land/Development,False,residential,11.4721064,104.9096846
180031.0,3276000.0,1.0,1.0,2520.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land/Development,False,residential,11.5183199,104.9242843
204242.0,6192500.0,,,2477.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.55,104.89
245598.0,1700000.0,,,2426.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land/Development,False,residential,11.50562681,104.9260197
252454.0,216000.0,,,2401.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.61929117,104.8890147
218736.0,3950000.0,7.0,8.0,2400.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.5307648,104.9848843
233015.0,1440000.0,,,2400.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52612689,104.9660455
233076.0,3500000.0,8.0,7.0,2378.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.52821073,104.9892659
239660.0,3000000.0,7.0,8.0,2378.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.53324178,104.9968572
250866.0,213120.0,,,2368.0,Phnom Penh,Prek Pnov,Ponsang,Land/Development,False,residential,11.61664733,104.7531396
225615.0,6000000.0,,,2323.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Land/Development,False,residential,11.5445,104.913586
232959.0,740000.0,,,2312.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.5240862,104.9891221
153278.0,2214800.0,,,2260.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57561,104.92025
224007.0,21000.0,,,2250.0,Phnom Penh,7 Makara,Veal Vong,other,False,commercial,11.5445,104.913586
240366.0,8500000.0,,,2240.0,Phnom Penh,Sen Sok,Khmuonh,other,False,commercial,11.559712,104.878121
234231.0,17608000.0,,,2201.0,Phnom Penh,Chamkarmon,BKK 3,Land,False,commercial,11.5445,104.913586
208488.0,79894.0,,,2200.0,Phnom Penh,Toul Kork,Boeung Kak 1,Offices,False,commercial,11.55,104.93
185966.0,5400000.0,,,2160.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.58,104.93
211633.0,1000000.0,,,2150.0,Phnom Penh,Sen Sok,Krang Thnong,Land,False,commercial,11.55,104.89
247561.0,3614200.0,,,2126.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.58976698,104.8708518
202349.0,1000000.0,,,2121.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57561,104.92025
249636.0,630000.0,,,2100.0,Phnom Penh,Dangkao,Prey Veaeng,Land/Development,False,residential,11.504923,104.89187
200329.0,5250000.0,,,2100.0,Phnom Penh,Sen Sok,Khmuonh,Warehouse,False,commercial,11.55,104.89
246725.0,311250.0,,,2075.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.554667,104.826843
160647.0,3900000.0,9.0,10.0,2075.0,Phnom Penh,Chbar Ampov,Nirouth,Villa,False,residential,11.52,104.95
204247.0,1200000.0,,,2000.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.48,104.9
233013.0,900000.0,,,2000.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.52967219,104.9902844
217821.0,95000.0,6.0,5.0,2000.0,Phnom Penh,Meanchey,Stueng Mean chey 1,Unit,False,residential,11.52170983,104.8779893
150607.0,2800000.0,45.0,,2000.0,Phnom Penh,Daun Penh,Phsar Kandal II,other,False,commercial,11.57561,104.92025
162867.0,3564000.0,,,1980.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57561,104.92025
202387.0,3000000.0,,,1978.0,Phnom Penh,Chbar Ampov,Preaek Thmei,Villa,False,residential,11.52,104.95
148864.0,5000000.0,7.0,8.0,1908.0,Phnom Penh,Chbar Ampov,Nirouth,Villa,False,residential,11.52,104.95
246872.0,3022400.0,,,1889.0,Phnom Penh,Sen Sok,Ou Baek K'am,Land/Development,False,residential,11.55942248,104.8709256
232960.0,700000.0,,,1878.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.51911109,104.9909292
245638.0,7900000.0,,,1866.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Land/Development,False,residential,11.54164714,104.9205779
181685.0,5000000.0,9.0,10.0,1841.0,Phnom Penh,Chbar Ampov,Nirouth,Villa,False,residential,11.52,104.95
179537.0,4000000.0,6.0,6.0,1825.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.52,104.95
199788.0,3300000.0,6.0,6.0,1824.0,Phnom Penh,Sen Sok,Tuek Thla,House,False,residential,11.55,104.89
247233.0,2366000.0,,,1820.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,Land/Development,False,residential,11.58878405,104.9058848
247143.0,2900000.0,7.0,9.0,1820.0,Phnom Penh,Dangkao,Cheung Aek,Villa,False,residential,11.504923,104.891869
246052.0,3300000.0,7.0,9.0,1807.0,Phnom Penh,Dangkao,Cheung Aek,Villa,False,residential,11.47806602,104.9181186
200229.0,5107200.0,,,1792.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Warehouse,False,commercial,11.57561,104.92025
229941.0,3578000.0,,,1789.0,Phnom Penh,Sen Sok,Tuek Thla,Warehouse,False,commercial,11.559712,104.878121
200334.0,2968200.0,,,1746.0,Phnom Penh,Sen Sok,Khmuonh,Warehouse,False,commercial,11.55,104.89
245975.0,3300000.0,6.0,6.0,1737.0,Phnom Penh,Por Sen Chey,Kakap,Villa,False,residential,11.58861106,104.8007536
200242.0,2580000.0,,,1720.0,Phnom Penh,Sen Sok,Ou Baek K'am,Land,False,commercial,11.55,104.89
235022.0,3800000.0,,,1712.54,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.52928,104.941454
220054.0,561000.0,,,1700.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.55,104.93
203536.0,1224000.0,,,1700.0,Phnom Penh,Sen Sok,Kouk Khleang,Warehouse,False,commercial,11.55,104.89
246623.0,2037600.0,,,1698.0,Phnom Penh,Sen Sok,Ou Baek K'am,Land/Development,False,residential,11.53874304,104.8719992
131524.0,2529000.0,0.0,0.0,1686.0,Phnom Penh,Sen Sok,Tuek Thla,Factory,False,commercial,11.55,104.89
244002.0,407750.0,,,1631.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.55251673,104.8126617
202578.0,455000.0,,,1623.25,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.49733944,104.9697708
210022.0,430000.0,,,1623.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.51949539,104.9498283
217685.0,1123500.0,2.0,1.0,1605.0,Phnom Penh,Sen Sok,Krang Thnong,Warehouse,False,commercial,11.58376749,104.833585
200244.0,4320000.0,,,1600.0,Phnom Penh,Sen Sok,Ou Baek K'am,Land,False,commercial,11.55,104.89
248180.0,4740000.0,,,1580.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.575837,104.920096
246768.0,6308000.0,,,1577.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.58892251,104.8699063
200332.0,3594900.0,,,1563.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.55,104.89
236340.0,5446800.0,,,1513.0,Phnom Penh,Toul Kork,Boeung Kak 2,Land/Development,False,residential,11.562248,104.898461
224829.0,248820.0,,,1508.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land,False,commercial,11.5445,104.913586
243457.0,2150000.0,10.0,,1508.0,Phnom Penh,Toul Kork,Boeung Kak 1,other,False,commercial,11.58714384,104.8936993
212289.0,250000.0,,,1500.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,Land/Development,False,residential,11.52,104.95
226477.0,2220000.0,5.0,6.0,1496.0,Phnom Penh,Chbar Ampov,Veal Sbov,Villa,False,residential,11.52928,104.941454
144405.0,328460.0,,,1493.0,Phnom Penh,Por Sen Chey,Chaom Chau,Land/Development,False,residential,11.55,104.91667
247856.0,1326990.0,,,1491.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.59369058,104.9288942
247860.0,1935700.0,6.0,6.0,1489.0,Phnom Penh,Sen Sok,Khmuonh,Land,False,commercial,11.6111735,104.8700256
235518.0,345000.0,5.0,6.0,1480.0,Phnom Penh,Sen Sok,Ou Baek K'am,Unit,False,residential,11.54973002,104.8750489
204024.0,4704000.0,,,1470.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.58297779,104.9362404
244490.0,680000.0,,,1456.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.578108,104.87022
200225.0,2018800.0,,,1442.0,Phnom Penh,Sen Sok,Kouk Khleang,Land,False,commercial,11.55,104.89
224870.0,600000.0,,,1440.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land,False,commercial,11.52928,104.941454
200330.0,1872000.0,,,1440.0,Phnom Penh,Sen Sok,Khmuonh,Warehouse,False,commercial,11.55,104.89
248022.0,297360.0,,,1416.0,Phnom Penh,Chroy Changvar,Koh Dach,Land/Development,False,residential,11.68415214,104.935213
245526.0,424500.0,,,1415.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.554667,104.82684
249349.0,650000.0,,,1412.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.58893111,104.8525675
203057.0,1200000.0,3.0,4.0,1400.0,Phnom Penh,Chbar Ampov,Preaek Aeng,House,False,residential,11.52,104.95
208730.0,5199000.0,7.0,9.0,1400.0,Phnom Penh,Chbar Ampov,Nirouth,Villa,False,residential,11.52,104.95
198989.0,4500000.0,7.0,6.0,1400.0,Phnom Penh,Chbar Ampov,Nirouth,Villa,False,residential,11.52341939,104.9568089
