id,price,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude,geometry,index_right,population,price_per_m2,information,price_display
251478.0,650000.0,2.0,3.0,84.0,Phnom Penh,Chamkarmon,Tumnob Tuek,Shophouse,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0,0.0,"This shophouse for sale is a good option for living or running a small business . It is built on a 4m x 21m land plot , with a house size of 4m x 16m . The property has 2 floors (E0 and E1) , giving you enough space for daily use or work. There are 2 bedrooms and 3 bathrooms , offering comfort for a family or staff. A kitchen is included , ready for home cooking or light food business. The house faces north , bringing in cool air and shade during most of the day. Its simple, practical, and ready for your next move. Get in touch today to schedule a visit. Key Features: - Shophouse for sale - Land size: 4m x 21m - House size: 4m x 16m - 2 floors: E0 and E1 - 2 bedrooms - 3 bathrooms - Kitchen included - North-facing orientation","$650,000"
224212.0,550000.0,3.0,2.0,67.2,Phnom Penh,Chamkarmon,BKK 3,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,0.0,"Business house at Eden Garden -Urgent sale $550,000 (negotiable) -Very good location to open shop and office -House size 4.2m x 16m, have 2 floors -Big business hall | Big commercial hall -Have 3 big rooms, 2 bathrooms, 1 kitchen","$550,000"
198139.0,42920000.0,,,5248.0,Phnom Penh,Chamkarmon,Tonle Bassac,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"- Address: Commune  Tonle Bassa, District Chamkar Mon, Phnom Penh - Lot Type: Intermediate - Title: Hard Title - Built up area: 128 m x 41 m - Price: $42,920,000 - Property ID:  KEY-14-014107","$42,920,000"
252444.0,1700000.0,,4.0,209.0,Phnom Penh,Chbar Ampov,Nirouth,other,False,commercial,11.522551,104.96247,POINT (104.96247 11.522551),53953.0,3342.0,0.0,"This commercial building is available for sale or rent . It comes with a Borey title and the transfer fee is included . The building has 3 floors , a house size of 11m × 19m , and faces northwest . It features 4 open-space rooms that can be used as bedrooms, offices, or work areas, along with 4 bathrooms and 1 living room . The property is unfurnished , offering flexibility for your setupideal for business, office, or even residence. Located just 2.5km from Chbar Ampov bridge and market , it is close to Southbridge International School , PH Euro Park , Eco Park , kids playgrounds , The Platinum Sport Center , The Park Community Mall , and PTT Gas Station . Contact us now to schedule a visit or get more details. Key Features: - Commercial Building (For Sale or Rent) - Borey Title (Transfer Fee Included) - House Size: 11m × 19m - 3 Floors - 4 Open-Space Rooms / 4 Bathrooms - 1 Living Room - Unfurnished - Northwest Facing - Close to school, parks, playgrounds, mall, and gas station - 2.5km from Chbar Ampov Bridge and Market","$1,700,000"
184814.0,650000.0,4.0,5.0,80.0,Phnom Penh,Toul Kork,Tuek L'ak 2,House,False,residential,11.57,104.89,POINT (104.89 11.57),53919.0,5039.0,0.0,"House for Sale Now/T'S HOME Real Estate Phnom Penh ??Property ID : TS-061 ??Room Type : 4 Bedroom / 5 Bathroom ?? Price : 650,000USD ?? Land Size : 80? Location : Toul Kork Area","$650,000"
158755.0,5250000.0,27.0,28.0,531.0,Phnom Penh,Chamkarmon,BKK 3,other,False,commercial,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"With a freehold property tightly held in the popular area in the middle of Phnom Penh; it is completely fitted out and ready to operate. It's very convenience location, surrounded by restaurants, bar, fashion shop, close to Russian market and Beong Keng Kang. - Negotiable Price - Land Size: 531m2 - Building Size: 12m x 22m - Total Usable Area: 1775 m2 - 5 Floors (Eo, E1, E2, E3, E4) - 27 Bedrooms - 28 Bathrooms - Fully Furnished - Building Age: 4 Years - Condition: New - Title: Hard - Access Good Way","$5,250,000"
224167.0,2500000.0,,,267.0,Phnom Penh,Chamkarmon,BKK 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,0.0,"- Address: Commune Boeng Keng Kang I, District  Boeng Keng Kang , Phnom Penh - Land area :  267m2 - Price : $2,500,000","$2,500,000"
235665.0,2200000.0,10.0,5.0,235.0,Phnom Penh,Toul Kork,Boeung Kak 1,Shophouse,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,0.0,"- Address: Commune Boeng Kok 1, District  Tuol Kork, Phnom Penh - Land area : 8m x 33m - Building area : 8m x 18m - Room ( s ) : 10 - Floors ( s ) : 3 - Price : $2,200,000 - ID :  KEY-16296","$2,200,000"
185538.0,600000.0,1.0,1.0,65.0,Phnom Penh,Daun Penh,Phsar Chas,Shophouse,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0,0.0,"Shop House for Sale Now In Business Area Riverside !!!/T'S HOME Real Estate Phnom Penh. ??Property ID : TS-104 ??Room Type : 3 Bedroom / 3 Bathroom ?? Price : 600,000USD ?? Land Size : 65? ?? House Size: 60? ?? Total Floor: Ground Floor Location : Riverside Phnom Penh.","$600,000"
190011.0,580000.0,7.0,8.0,72.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Shophouse,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0,0.0,"Shop/Town House For Sale in Chroy Changvar Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-374 ??Bedroom : 7 ??Bathroom : 8 ?? Price : 580,000 USD ?? Land Size : 4m x 18m ?? Floor Size : 4m x 18m","$580,000"
244518.0,550000.0,4.0,5.0,68.0,Phnom Penh,Russey Keo,Tuol Sangkae 2,Shophouse,False,residential,11.59413207,104.8995409,POINT (104.8995409 11.59413207),54097.0,3083.0,0.0,"This shophouse for sale or rent in Toul Sangkae 2 is a great opportunity for both living and investment. The property has a land size of 4m x 17m and a house size of 4m x 17m . It consists of three floors (E0, E1, E2) and holds a hard title . The ground floor (E0) has a mezzanine , adding extra space. Inside, there are four bedrooms and five bathrooms , perfect for a large family. The house is partially furnished , saving you the hassle of furnishing it completely. There is a living room and a kitchen, providing all the essential areas for comfortable living. Located in a convenient area , this shophouse is ideal for those who want easy access to amenities. Don't miss out on this opportunity! Contact us now for more details or to schedule a visit. Key Features:  Land size: 4m x 17m  House size: 4m x 17m  Total Floor: 3 (E0, E1, E2)  Hard title  Mezzanine on E0  Partially furnished  Four bedrooms  Five bathrooms  Living room  Kitchen  Convenient location","$550,000"
190023.0,680000.0,7.0,7.0,84.0,Phnom Penh,Chroy Changvar,Chroy Changvar,House,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0,0.0,"Town House For Sale in Chroy Changvar Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-378 ??Bedroom : 7 ??Bathroom : 7 ?? Price : 680,000 USD ?? Land Size : 4.20m x 20m ?? Floor Size : 4.20m x 18m","$680,000"
228999.0,2500000.0,6.0,6.0,308.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.55442295,104.9307521,POINT (104.9307521 11.55442295),53894.0,7658.0,0.0,Sell $2500000 Rent $8000 6Bedrooms 6Bathrooms size 11m X 28m No Furniture Hart tittle,"$2,500,000"
215887.0,1500000.0,,10.0,168.0,Phnom Penh,Daun Penh,Boeng Reang,Shophouse,False,residential,11.56493629,104.9225176,POINT (104.9225176 11.56493629),53895.0,28799.0,0.0,Shophouse sell $1500000 negotiable 10Rooms Size 8.4m X 20m Hart tittle Located Phsa Thmey,"$1,500,000"
215885.0,1500000.0,,10.0,168.0,Phnom Penh,Daun Penh,Boeng Reang,Shophouse,False,residential,11.56493629,104.9225176,POINT (104.9225176 11.56493629),53895.0,28799.0,0.0,Shophouse sell $1500000 negotiable 10Rooms Size 8.4m X 20m Hart tittle Located Phsa Thmey,"$1,500,000"
215911.0,1500000.0,,10.0,168.0,Phnom Penh,Daun Penh,Boeng Reang,Shophouse,False,residential,11.56493629,104.9225176,POINT (104.9225176 11.56493629),53895.0,28799.0,0.0,Shophouse sell $1500000 negotiable 10Rooms Size 8.4m X 20m Hart tittle Located Phsa Thmey,"$1,500,000"
215912.0,1500000.0,,10.0,168.0,Phnom Penh,Daun Penh,Boeng Reang,Shophouse,False,residential,11.56493629,104.9225176,POINT (104.9225176 11.56493629),53895.0,28799.0,0.0,Shophouse sell $1500000 negotiable 10Rooms Size 8.4m X 20m Hart tittle Located Phsa Thmey,"$1,500,000"
158848.0,3500000.0,37.0,37.0,391.0,Phnom Penh,Chamkarmon,Phsar Daeum Thkov,Retreat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"Are you looking for big flat house? Please do not missed for this inspection, these 4 flat houses can run business as guest house or other businesses. Surrounded by busy area, offices, markets, schools and restaurants, etc. - Land Size: 17m x 23m - Building Size: 16m x 17m - Floor: E0+E1+E2+E3 - Condition: Medium - 37 Bedrooms - 37 Bathrooms - Non-Furnished - Hard Title - Access Good Way","$3,500,000"
181710.0,10000000.0,,,1125.0,Phnom Penh,Chamkarmon,BKK 1,Land/Development,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"Land for Sale In Business Area of BKK1 Phnom/TS HOME Real Estate Phnom Penh. -Price: 10,000,000$ (Negotiable) - Land Size:  37.5m x 30m = 1125? - 1? = 8888USD","$10,000,000"
137124.0,8600000.0,48.0,48.0,955.0,Phnom Penh,Chamkarmon,BKK 2,Hotel,False,commercial,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"Located on Monivong BLVD, this established hotel has just hit the market and looking for a new owner. Large sized parcel of land are a rarity in this location, and would be a valuable addition to an investment portfolio. Notable Features- 48 rooms 955sqm Hard Title Excellent location on Monivong blvd Currently Tenanted at $22,000 pm 5 Year Lease","$8,600,000"
186393.0,650000.0,1.0,1.0,72.0,Phnom Penh,Daun Penh,Phsar Thmei I,Shophouse,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0,0.0,"Shop House for Sale in Kampuchea Krom Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-144 ??Land Size : 4.50m × 16m ??Floor Size : 4.50m × 16m ??Bedroom : 1 ??Bathroom: 1 ?? Price : USD 650,000/- Location : Kampuchea Krom Area, Phnom Penh.","$650,000"
212923.0,580000.0,3.0,4.0,64.0,Phnom Penh,7 Makara,Ou Ruessei 1,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"Flat (4 floors) Good location in front of Bak Touk School (Can do business) Need to sell urgently * Price only: $ 580,000 (negotiable) *This price includes transfer of title * Land size: 4m x 16m * House size: 4m x 16m * Parking in front of the road 2.5m * 3 bedrooms and 4 bathrooms * home facing : north side - Location: In front of Baktuk School, 70m from Chipmong Supermarket and 200m from Olympia Supermarket. - Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.","$580,000"
224218.0,10000000.0,,,1100.0,Phnom Penh,Chamkarmon,BKK 1,Villa,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,0.0,"- Address: Commune Boeng Keng Kang 1, District Boeng Keng Kang , Phnom Penh - Land area :  30m x 38m - Price : $10,000,000","$10,000,000"
213357.0,11000000.0,,,1200.0,Phnom Penh,Chamkarmon,BKK 1,House,False,residential,11.55016819,104.9279401,POINT (104.9279401 11.55016819),53894.0,7658.0,0.0," Contact me : phone, whatsapp, Line, Telegram or email.  Receive detailed information and fix your appointment with our agent today! MORE DETAILS: Corner house for sale and rent at Bkk1 Size 40x30 m Sale price 11 million Rental fee 30000$ Contract 3-5 year deposits negotiated","$11,000,000"
187325.0,1200000.0,4.0,5.0,136.0,Phnom Penh,Por Sen Chey,Kakap,House,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"Shop/Town House for Sale in Pochentong Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-184 ??Room Type : 4 Bedroom / 5 Bathroom ?? Price : USD 1,200,000 ?? Land Size : 136? ?? Floor Size : 136?","$1,200,000"
226988.0,2500000.0,9.0,9.0,336.0,Phnom Penh,7 Makara,Boeung Prolit,Villa,False,residential,11.55862749,104.9178775,POINT (104.9178775 11.55862749),53897.0,39519.0,0.0,9 Bedrooms 9 Bathrooms 3 Livingrooms 2 Kitchens 1 Dinning room Full furnished Land 14m X 24m House 12m X 20m HardTittle Sale $2500000 (nigo) Rent $5000 (nigo),"$2,500,000"
208615.0,1099000.0,4.0,5.0,63.0,Phnom Penh,Daun Penh,Phsar Chas,Flat,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0,0.0,"A flat (4 floors) near Thunrodom road and Jas market. Need to sell urgently. * Price only: 1,099,000 dollars (negotiable) *this price plus transfer of title ownership *Land size: 63sqm (size in plot) * House size: 3.6m x 16m * 4 bedrooms and 5 bathrooms * house facing direction: east *Provide materials such as: Air conditioner 4 fans and curtain. - Location: 180m from Thom Rodom Road, 180m from National Bank and 350m from Old Market.","$1,099,000"
230600.0,796000.0,3.0,3.0,226.2,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.54702282,104.9295504,POINT (104.9295504 11.54702282),53910.0,13796.0,0.0,"3Bed Luxury Penthouse $796K Sale Corner for Rent ?? floor 31th +  unit type: duplex + size: 226.20 sqm + bathroom: 3 + bedroom: 3 + big living area + big morden kitchen space + big dining area + unit 31-10 ?? Unit direction: West & North ?? View: riverside, diamond island, city view, etc. ?? full price: $885,000 + promotion: 10% off + selling price: $796,500 ?? Payment: + booking $3,000 + sign SPA: 30% + 20% pay for 12 mnth no interest + handover: 50% ?? include: + kitchen + bathroom + closet + aircon Other Fees + water $0.25/kilo + eletric $0.25/kilo","$7,960,000"
187372.0,800000.0,6.0,6.0,64.0,Phnom Penh,Daun Penh,Phsar Kandal I,Shophouse,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0,0.0,"Shop/Town House for Sale in Riverside Area, Phnom Penh/TS HOME Real Estate Phnom Penh ??Property ID : TS-206 ??Room Type :  6 Bedrooms /  6 Bathrooms ?? Price : USD 800,000 ?? Floor Size : 48?","$800,000"
191744.0,170000.0,3.0,4.0,75.60000000000001,Phnom Penh,Russey Keo,Russey Keo,House,False,residential,11.59,104.9,POINT (104.9 11.59),54093.0,8037.0,0.0,"Town House for Sale In Russey Keo Area, Phnom Penh/TS HOME Real Estate Phnom Penh Property ID : TS-509 Room Type : 5 Bedrooms / 4 Bathrooms Price : 170,000USD Land Size: 4.2m × 18m Floor Size: 4.2m × 15m","$170,000"
187945.0,950000.0,2.0,3.0,48.0,Phnom Penh,Russey Keo,Russey Keo,House,False,residential,11.59,104.9,POINT (104.9 11.59),54093.0,8037.0,0.0,"Town House For Sale in Russey Keo Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-233 ??Bedroom : 2 ??Bathroom : 3 ?? Price : 950,000 USD ?? Land Size : 48? ?? Floor Size : 48?","$950,000"
197354.0,220000.0,5.0,6.0,125.0,Phnom Penh,Russey Keo,Tuol Sangkae 2,Retreat,False,residential,11.59,104.9,POINT (104.9 11.59),54093.0,8037.0,0.0,"Townhouse for Sale In Toul Sangkae area, Phnom Penh/TS HOME Real Estate Phnom Penh Property ID : TS-582 Room Type : 5 Bedrooms /6 Bathrooms Price : 220,000 USD Land Size: 5m × 25m Floor Size: 4m × 18m","$220,000"
221563.0,4000000.0,18.0,16.0,192.0,Phnom Penh,Daun Penh,Phsar Kandal I,Hotel,False,commercial,11.5706434,104.9277442,POINT (104.9277442 11.5706434),53895.0,28799.0,0.0,Hotel Sale 4.5M negotiable Rent $13000 negotiable 16Bedrooms 18Bathrooms Size: 8m X 24m Fully furnished Located Riverside,"$4,000,000"
207804.0,399000.0,4.0,3.0,41.8,Phnom Penh,Chamkarmon,Tonle Bassac,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"A flat (3 floors) near the local school of administration (Basak River) need to sell urgently * Price only: 399,000 dollars (negotiable) *this price plus transfer of title ownership *Land size: 3.8m x 11m * House size: 3.8m x 11m * Left of land in front of the food street 7m * 4 bedrooms and 3 bathrooms * House facing : west side * Has rental income $700/month - Location: 300m from the Government School - Bank installment for 20 years but require 30% of the house upfront.","$399,000"
216032.0,580000.0,1.0,1.0,59.8,Phnom Penh,7 Makara,Ou Ruessei 1,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,0.0,"Flat (E0) near Olympic swimming pool stop and Olympic stadium need to sell urgently * Sale price only: 580,000 dollars (negotiable) *This price includes transfer of title * Land size: 4.6m x 13m * House size: 4.6m x 13m * Parking from the front of the road 9.5m * 1 bathroom * house facing direction: east ??Location: 100m from Olympic swimming pool stop, 100m from Olympic stadium and 300m from Olympic market. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.","$580,000"
248187.0,2900000.0,,24.0,200.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,other,False,commercial,11.575837,104.920096,POINT (104.920096 11.575837),53920.0,16252.0,0.0,"This 9-story building is now available for both rent and sale. It is located on a 12.5m x 16m plot of land , with a house size of 11m x 16m . The property offers ample space and versatility, making it suitable for businesses, residential apartments, or a mix of both. The building features 10 rooms and 24 bathrooms , along with 7 open spaces that can be customized to suit your needs. A spacious living room is also included, making this property perfect for multi-purpose use. The building is currently unfurnished , giving you the freedom to design and furnish it as you like. This is a great opportunity for investors or businesses looking to expand. Contact us today to discuss more or schedule a visit! Key Features: - Land size: 12.5m x 16m - House size: 11m x 16m - 9 total floors - 10 rooms and 24 bathrooms - 7 open spaces - Unfurnished property - Spacious living room","$2,900,000"
245735.0,990000.0,4.0,6.0,78.0,Phnom Penh,Daun Penh,Srah Chak,Shophouse,False,residential,11.575837,104.9201,POINT (104.9201 11.575837),53920.0,16252.0,0.0,"Sellling Price : $990000 GF & Semi Floor = 5.2m x 15m Floor : 1st, 2nd, 3rd & 4th = 5.2m x 18m Management Fee : $80/Month","$990,000"
