address_subdivision,address_locality,address_line_2,h_id,category_name,type,price_per_m2,land_area,price,longitude,latitude,population
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,other,commercial,2826.086956521739,230.0,650000.0,104.93,11.55,7658.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Shophouse,residential,1357.142857142857,700.0,950000.0,104.9201,11.575837,16252.0
Phnom Penh,Chamkarmon,Boeung Trabek,8865846ac1fffff,Land/Development,residential,2000.0,528.0,1056000.0,104.9212651,11.53795102,18375.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,Retreat,residential,4812.5,160.0,770000.0,104.93,11.55,7658.0
Phnom Penh,Chamkarmon,BKK 1,8865846ae9fffff,House,residential,6300.0,266.0,1675800.0,104.92897,11.55100911,7658.0
Phnom Penh,Sen Sok,Kouk Khleang,8865846a9dfffff,Apartment,residential,2486.4864864864867,148.0,368000.0,104.89,11.55,23197.0
Phnom Penh,Toul Kork,Tuek L'ak 1,8865846abdfffff,Shophouse,residential,6370.37037037037,270.0,1720000.0,104.89913,11.572623,15107.0
Phnom Penh,Por Sen Chey,Chaom Chau 3,8865846f53fffff,Villa,residential,1362.3978201634875,734.0,1000000.0,104.823738,11.5355826,8517.0
Phnom Penh,Toul Kork,Tuek L'ak 3,8865846ab9fffff,Villa,residential,1818.1818181818185,385.0,700000.0,104.8893448,11.56522299,15901.0
Phnom Penh,Por Sen Chey,Chaom Chau 1,8865846f1dfffff,Flat,residential,1973.684210526316,76.0,150000.0,104.82684,11.554667,2554.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ac5fffff,House,residential,5672.727272727273,137.5,780000.0,104.9303974,11.54664302,13796.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ac1fffff,other,commercial,5000.0,130.0,650000.0,104.920232,11.537783,18375.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,House,residential,2129.508909169926,230.1,490000.0,104.9192039,11.54670655,23239.0
Phnom Penh,Meanchey,Stueng Mean chey 3,8865846ad3fffff,Villa,residential,1425.0,400.0,570000.0,104.8843826,11.53079348,26248.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Flat,residential,4613.273880980963,583.1,2690000.0,104.92025,11.57561,16252.0
Phnom Penh,Por Sen Chey,Kakap,8865846ae9fffff,Flat,residential,1386.138613861386,161.6,224000.0,104.93,11.55,7658.0
Phnom Penh,Chamkarmon,Toul Svay Prey 1,8865846ac1fffff,Shophouse,residential,3428.5714285714284,262.5,900000.0,104.920235,11.537783,18375.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ac7fffff,Shophouse,residential,4317.073170731707,410.0,1770000.0,104.913586,11.5445,23239.0
Phnom Penh,Toul Kork,Phsar Depou I,8865846ab1fffff,Retreat,residential,3793.103448275862,87.0,330000.0,104.89,11.57,5039.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Twin Villa,residential,1709.4017094017097,374.4,640000.0,104.962474,11.522551,3342.0
Phnom Penh,Russey Keo,Chrang Chamres 2,886584681bfffff,Villa,residential,2391.304347826087,598.0,1430000.0,104.909641,11.59015,29575.0
Phnom Penh,Chamkarmon,BKK 2,8865846ae9fffff,House,residential,5472.02131709174,420.32,2300000.0,104.93,11.55,7658.0
Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846ac7fffff,House,residential,1463.4146341463415,164.0,240000.0,104.913586,11.5445,23239.0
Phnom Penh,Chamkarmon,Boeung Trabek,8865846ac7fffff,House,residential,2968.75,128.0,380000.0,104.913586,11.5445,23239.0
Phnom Penh,Chroy Changvar,Preaek Lieb,886584698bfffff,Shophouse,residential,1254.4802867383512,558.0,700000.0,104.913169,11.658559,1785.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,Villa,residential,2367.4242424242425,1056.0,2500000.0,104.89,11.55,23197.0
Phnom Penh,Chamkarmon,Boeung Trabek,8865846ae9fffff,Villa,residential,2275.600505689001,791.0,1800000.0,104.93,11.55,7658.0
Phnom Penh,Toul Kork,Boeung Kak 1,88658468cbfffff,other,commercial,1425.7294429708222,1508.0,2150000.0,104.8936993,11.58714384,4251.0
Phnom Penh,Por Sen Chey,Kamboul,8865846ae9fffff,House,residential,3750.0,100.0,375000.0,104.93,11.55,7658.0
Phnom Penh,Toul Kork,Tuek L'ak 3,8865846a87fffff,Apartment,residential,3561.6438356164385,146.0,520000.0,104.898461,11.562248,20882.0
Phnom Penh,Chamkarmon,Boeung Trabek,8865846ae9fffff,Villa,residential,5263.1578947368425,570.0,3000000.0,104.93,11.55,7658.0
Phnom Penh,Sen Sok,Khmuonh,8865846a9dfffff,House,residential,2600.0,200.0,520000.0,104.89,11.55,23197.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,Flat,residential,1144.5086705202311,432.5,495000.0,104.913586,11.5445,23239.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ac7fffff,Shophouse,residential,6321.83908045977,87.0,550000.0,104.913586,11.5445,23239.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584698bfffff,Shophouse,residential,3758.741258741258,228.8,860000.0,104.913169,11.658559,1785.0
Phnom Penh,Toul Kork,Phsar Depou III,8865846a87fffff,Retreat,residential,2935.779816513761,109.0,320000.0,104.898461,11.562248,20882.0
Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,Villa,residential,2689.075630252101,1785.0,4800000.0,104.962474,11.522551,3342.0
Phnom Penh,Por Sen Chey,Snaor,8865846c09fffff,Villa,residential,1984.126984126984,2520.0,5000000.0,104.7854731,11.56017615,735.0
Phnom Penh,Sen Sok,Khmuonh,8865846a9dfffff,House,residential,1770.516717325228,197.4,349500.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Villa,residential,2614.079339601009,2180.5,5700000.0,104.9572098,11.51680412,3829.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,House,residential,3500.0,735.0,2572500.0,104.9169731,11.54400677,23239.0
Phnom Penh,7 Makara,Ou Ruessei 1,8865846ae9fffff,House,residential,4615.384615384615,104.0,480000.0,104.93,11.55,7658.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846ab1fffff,Villa,residential,5442.1768707483,588.0,3200000.0,104.89,11.57,5039.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ae7fffff,Shophouse,residential,5370.37037037037,108.0,580000.0,104.9248,11.569135,28799.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Villa,residential,1879.5180722891569,2075.0,3900000.0,104.95,11.52,8223.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Villa,residential,2614.079339601009,2180.5,5700000.0,104.95,11.52,8223.0
Phnom Penh,Chamkarmon,Toul Tum Poung 2,8865846ac7fffff,Retreat,residential,3571.428571428572,420.0,1500000.0,104.913586,11.5445,23239.0
Phnom Penh,Toul Kork,Boeung Kak 1,8865846aa3fffff,Villa,residential,4166.666666666667,600.0,2500000.0,104.8990651,11.58025304,7618.0
Phnom Penh,Chamkarmon,BKK 2,8865846ac1fffff,Shophouse,residential,4900.0,100.0,490000.0,104.920235,11.537783,18375.0
Phnom Penh,Meanchey,Chak Angrae Kraom,8865846ad1fffff,Twin Villa,residential,2503.293807641633,379.5,950000.0,104.8976,11.530254,16637.0
Phnom Penh,Russey Keo,Tuol Sangkae 2,886584681bfffff,Villa,residential,2348.336594911937,1022.0,2400000.0,104.909641,11.59015,29575.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846137fffff,Villa,residential,1649.3055555555557,288.0,475000.0,104.9104955,11.52351971,24682.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846addfffff,House,residential,1428.571428571429,385.0,550000.0,104.90676,11.53029,24762.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Villa,residential,2522.357257509745,2180.5,5500000.0,104.9557561,11.51935142,3829.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Villa,residential,2715.9152634437805,1841.0,5000000.0,104.95,11.52,8223.0
Phnom Penh,Toul Kork,Boeung Kak 1,8865846ae9fffff,Villa,residential,6000.0,700.0,4200000.0,104.93,11.55,7658.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ae9fffff,House,residential,2464.788732394366,142.0,350000.0,104.93,11.55,7658.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658469dbfffff,Villa,residential,1352.9411764705883,340.0,460000.0,104.904299,11.630107,2574.0
Phnom Penh,Chamkarmon,Tonle Bassac,8865846ac7fffff,Villa,residential,6465.517241379311,116.0,750000.0,104.913586,11.5445,23239.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,Villa,residential,2522.357257509745,2180.5,5500000.0,104.9569035,11.521711,3829.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846a87fffff,Retreat,residential,5266.666666666667,150.0,790000.0,104.898461,11.562248,20882.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Villa,residential,1600.0,500.0,800000.0,104.9,11.59,8037.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846abdfffff,Villa,residential,5833.333333333333,600.0,3500000.0,104.89913,11.572623,15107.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Twin Villa,residential,2450.0,400.0,980000.0,104.941454,11.52928,11754.0
Phnom Penh,Por Sen Chey,Trapeang Krasang,8865846e23fffff,Retreat,residential,2470.8952380952383,210.0,518888.0,104.803901,11.53740368,5043.0
Phnom Penh,Por Sen Chey,Phleung Chheh Roteh,8865846ac7fffff,House,residential,534.850640113798,175.75,94000.0,104.913586,11.5445,23239.0
Phnom Penh,Prek Pnov,Kouk Roka,8865846ac7fffff,Shophouse,residential,2440.4761904761904,168.0,410000.0,104.913586,11.5445,23239.0
Phnom Penh,Daun Penh,Phsar Kandal I,8865846ae7fffff,Shophouse,residential,4017.857142857143,134.4,540000.0,104.9248,11.569135,28799.0
Phnom Penh,Meanchey,Stueng Mean chey,8865846ad1fffff,other,commercial,6118.881118881119,572.0,3500000.0,104.898903,11.530293,16637.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ab3fffff,Villa,residential,1200.0,640.0,768000.0,104.8768324,11.57246529,4119.0
Phnom Penh,Toul Kork,Boeung Kak 1,8865846aa3fffff,Villa,residential,4262.295081967213,610.0,2600000.0,104.9015685,11.58211689,7618.0
Phnom Penh,Meanchey,Chak Angrae Leu,8865846121fffff,Villa,residential,2040.8163265306123,490.0,1000000.0,104.934752,11.51984916,8422.0
Phnom Penh,Russey Keo,Russey Keo,88658468c9fffff,Villa,residential,5347.222222222223,144.0,770000.0,104.9,11.59,8037.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,Flat,residential,1471.489883507051,163.1,240000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Chak Angrae Kraom,8865846ad1fffff,Villa,residential,1170.5685618729096,299.0,350000.0,104.897598,11.530254,16637.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Villa,residential,3400.0,500.0,1700000.0,104.96247,11.522551,3342.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,Villa,residential,3416.1490683229813,644.0,2200000.0,104.8691164,11.58941353,4621.0
Phnom Penh,Sen Sok,Ou Baek K'am,8865846a9dfffff,Apartment,residential,3232.3232323232323,495.0,1600000.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Nirouth,8865846165fffff,Land/Development,residential,2007.692307692308,2600.0,5220000.0,104.9557742,11.51212175,665.0
Phnom Penh,Dangkao,Preaek Kampues,8865846067fffff,Shophouse,residential,1625.4499013119705,430.65,700000.0,104.9098823,11.45879223,391.0
Phnom Penh,Chamkarmon,Toul Tum Poung 2,8865846ac7fffff,Villa,residential,4166.666666666667,456.0,1900000.0,104.913586,11.5445,23239.0
Phnom Penh,Meanchey,Chak Angrae Kraom,8865846107fffff,Villa,residential,3230.769230769231,520.0,1680000.0,104.9275144,11.50934695,2745.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Twin Villa,residential,2038.888888888889,360.0,734000.0,104.92025,11.57561,16252.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,House,residential,1500.0,80.0,120000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Preaek Aeng,886584612dfffff,Villa,residential,361.9047619047619,2625.0,950000.0,104.95,11.52,8223.0
Phnom Penh,Chbar Ampov,Chbar Ampov I,8865846a1bfffff,Villa,residential,2857.1428571428573,700.0,2000000.0,104.9390339,11.53464881,16309.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Villa,residential,1809.5238095238096,525.0,950000.0,104.95,11.52,8223.0
Phnom Penh,Chbar Ampov,Nirouth,886584612dfffff,Twin Villa,residential,1742.4242424242425,396.0,690000.0,104.95,11.52,8223.0
Phnom Penh,Chroy Changvar,Preaek Lieb,88658469ddfffff,Twin Villa,residential,1875.0,320.0,600000.0,104.9186602,11.64242479,3373.0
Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,Villa,residential,1471.825063078217,2378.0,3500000.0,104.9892659,11.52821073,2286.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,Villa,residential,2195.121951219512,820.0,1800000.0,104.9547484,11.53012084,4083.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846ae7fffff,Retreat,residential,3645.8333333333335,192.0,700000.0,104.9248,11.569135,28799.0
Phnom Penh,Sen Sok,Ou Baek K'am,8865846a9dfffff,House,residential,2678.5714285714284,67.2,180000.0,104.89,11.55,23197.0
Phnom Penh,Toul Kork,Tuek L'ak 2,8865846abdfffff,Villa,residential,3989.36170212766,188.0,750000.0,104.89913,11.572623,15107.0
Phnom Penh,Meanchey,Stueng Mean chey 3,8865846a99fffff,Flat,residential,5000.0,90.0,450000.0,104.8863279,11.5396478,26319.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Retreat,residential,1500.0,857.0,1285500.0,104.92025,11.57561,16252.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ac7fffff,Villa,residential,5043.859649122807,456.0,2300000.0,104.913586,11.5445,23239.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584685bfffff,House,residential,3541.6666666666665,240.0,850000.0,104.93,11.58,5351.0
Phnom Penh,Toul Kork,Boeung Salang,8865846a87fffff,Retreat,residential,2727.2727272727275,165.0,450000.0,104.898461,11.562248,20882.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658468c9fffff,Twin Villa,residential,3935.185185185185,216.0,850000.0,104.9,11.59,8037.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a97fffff,Villa,residential,1714.2857142857142,280.0,480000.0,104.878121,11.559712,16032.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d1fffff,other,commercial,2321.724709784411,603.0,1400000.0,104.8705007,11.58754946,4621.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846ae9fffff,Villa,residential,5000.0,450.0,2250000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,1672.0171214553236,149.52,250000.0,104.96247,11.522551,3342.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,Unit,residential,1379.3103448275865,232.0,320000.0,104.9547444,11.53096192,4083.0
Phnom Penh,Por Sen Chey,Kakab 1,8865846ae9fffff,Villa,residential,1984.126984126984,1008.0,2000000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Chak Angrae Leu,8865846ac7fffff,Retreat,residential,2343.75,192.0,450000.0,104.913586,11.5445,23239.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846f65fffff,Shophouse,residential,1439.969604863222,263.2,379000.0,104.86973,11.57639329,3626.0
Phnom Penh,Chroy Changvar,Preaek Ta Sek,886584698bfffff,Shophouse,residential,2713.043478260869,287.5,780000.0,104.913169,11.658559,1785.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,88658468d9fffff,Villa,residential,1666.6666666666667,600.0,1000000.0,104.8774174,11.58343088,4023.0
Phnom Penh,Chbar Ampov,Preaek Pra,886584612dfffff,Villa,residential,848.2142857142857,1120.0,950000.0,104.95,11.52,8223.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,2798.3539094650205,303.75,850000.0,104.962474,11.522551,3342.0
Phnom Penh,Toul Kork,Tuek L'ak 2,8865846a87fffff,Retreat,residential,4929.971988795518,178.5,880000.0,104.898461,11.562248,20882.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Shophouse,residential,2944.4444444444443,180.0,530000.0,104.96247,11.522551,3342.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,Villa,residential,3000.0,500.0,1500000.0,104.93,11.55,7658.0
Phnom Penh,Daun Penh,Chakto Mukh,8865846aadfffff,Villa,residential,6250.0,400.0,2500000.0,104.92025,11.57561,16252.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ae9fffff,Shophouse,residential,4569.536423841059,151.0,690000.0,104.93,11.55,7658.0
Phnom Penh,Meanchey,Stueng Mean chey 3,8865846a9bfffff,Shophouse,residential,5000.0,90.0,450000.0,104.8786951,11.54259705,18748.0
Phnom Penh,Meanchey,Boeung Tumpun,8865846ac7fffff,House,residential,1899.171270718232,579.2,1100000.0,104.913586,11.5445,23239.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ac1fffff,Villa,residential,3944.773175542406,456.3,1800000.0,104.9217799,11.53407945,18375.0
Phnom Penh,Russey Keo,Tuol Sangkae 1,8865846ae9fffff,House,residential,2500.0,80.0,200000.0,104.93,11.55,7658.0
Phnom Penh,Chamkarmon,BKK 1,8865846ae9fffff,House,residential,4583.333333333333,240.0,1100000.0,104.93,11.55,7658.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Villa,residential,1406.25,128.0,180000.0,104.92025,11.57561,16252.0
Phnom Penh,Sen Sok,Kouk Khleang,8865846a9dfffff,House,residential,4375.0,64.0,280000.0,104.89,11.55,23197.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ac7fffff,Villa,residential,5040.543502081963,456.3,2300000.0,104.913586,11.5445,23239.0
Phnom Penh,Por Sen Chey,Phleung Chheh Roteh,8865846ac7fffff,Flat,residential,1410.44776119403,134.0,189000.0,104.913586,11.5445,23239.0
Phnom Penh,Chroy Changvar,Chroy Changvar,886584698bfffff,Villa,residential,1430.763488574628,482.26,690000.0,104.91317,11.658559,1785.0
Phnom Penh,Russey Keo,Chrang Chamres I,88658468abfffff,Villa,residential,3142.8571428571427,315.0,990000.0,104.8780969,11.63034772,5723.0
Phnom Penh,Dangkao,Cheung Aek,886584602dfffff,Villa,residential,2820.21151586369,425.5,1200000.0,104.9096846,11.46952683,567.0
Phnom Penh,Sen Sok,Khmuonh,8865846a9dfffff,House,residential,3333.333333333333,90.0,300000.0,104.89,11.55,23197.0
Phnom Penh,Chbar Ampov,Veal Sbov,8865846a51fffff,Villa,residential,2857.1428571428573,700.0,2000000.0,104.962474,11.522551,3342.0
Phnom Penh,Sen Sok,Krang Thnong,8865846a9dfffff,Villa,residential,2098.404255319149,376.0,789000.0,104.89,11.55,23197.0
Phnom Penh,Meanchey,Boeung Tumpun 1,8865846ac7fffff,Shophouse,residential,5723.684210526316,152.0,870000.0,104.913586,11.5445,23239.0
Phnom Penh,Sen Sok,Ou Baek K'am,8865846a9dfffff,Flat,residential,4673.913043478261,92.0,430000.0,104.89,11.55,23197.0
Phnom Penh,Dangkao,Cheung Aek,88658461e1fffff,Villa,residential,2862.2540250447228,559.0,1600000.0,104.891869,11.504923,3259.0
Phnom Penh,Chbar Ampov,Chbar Ampov I,8865846a51fffff,Villa,residential,2267.4418604651164,860.0,1950000.0,104.962474,11.522551,3342.0
Phnom Penh,Por Sen Chey,Kakap,8865846ae9fffff,Shophouse,residential,5434.782608695652,92.0,500000.0,104.93,11.55,7658.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,House,residential,370.3703703703704,1620.0,600000.0,104.9178127,11.54468175,23239.0
Phnom Penh,Chamkarmon,BKK 1,8865846ac7fffff,Villa,residential,5682.919254658385,644.0,3659800.0,104.913586,11.5445,23239.0
Phnom Penh,Dangkao,Cheung Aek,88658461e1fffff,Villa,residential,1593.4065934065934,1820.0,2900000.0,104.891869,11.504923,3259.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a97fffff,Villa,residential,5833.333333333333,180.0,1050000.0,104.878121,11.559712,16032.0
Phnom Penh,Toul Kork,Phsar Depou I,8865846a87fffff,Shophouse,residential,5833.333333333333,420.0,2450000.0,104.898461,11.562248,20882.0
Phnom Penh,Chroy Changvar,Preaek Lieb,8865846837fffff,Villa,residential,1470.5882352941176,578.0,850000.0,104.9207225,11.6319935,2575.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Twin Villa,residential,2227.722772277228,202.0,450000.0,104.96247,11.522551,3342.0
Phnom Penh,Chamkarmon,Toul Tum Poung 1,8865846ac7fffff,Retreat,residential,5266.666666666667,150.0,790000.0,104.913586,11.5445,23239.0
Phnom Penh,Chroy Changvar,Chroy Changvar,8865846819fffff,Villa,residential,2222.222222222222,360.0,800000.0,104.925654,11.589674,11327.0
Phnom Penh,Dangkao,Dangkao,886584611bfffff,House,residential,1615.3846153846157,130.0,210000.0,104.9,11.48,1551.0
Phnom Penh,Chamkarmon,Toul Tum Poung 2,8865846ac7fffff,Flat,residential,4051.2820512820513,195.0,790000.0,104.913586,11.5445,23239.0
Phnom Penh,Chbar Ampov,Chbar Ampov I,8865846a19fffff,Retreat,residential,2066.115702479339,242.0,500000.0,104.9503818,11.53348558,3794.0
Phnom Penh,Dangkao,Dangkao,88658461e1fffff,Villa,residential,2279.041500260462,921.44,2100000.0,104.89187,11.504923,3259.0
Phnom Penh,Chamkarmon,Toul Svay Prey 1,8865846ae9fffff,House,residential,4531.25,64.0,290000.0,104.93,11.55,7658.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Villa,residential,3214.285714285714,1400.0,4500000.0,104.9568089,11.52341939,3342.0
Phnom Penh,Chbar Ampov,Chbar Ampov I,886584612dfffff,Villa,residential,1281.581838154522,2731.0,3500000.0,104.95,11.52,8223.0
Phnom Penh,Chroy Changvar,Preaek Lieb,886584698bfffff,Shophouse,residential,2097.777777777778,562.5,1180000.0,104.913169,11.658559,1785.0
Phnom Penh,Sen Sok,Phnom Penh Thmey,8865846aadfffff,Shophouse,residential,3001.035196687371,96.6,289900.0,104.9201,11.575837,16252.0
Phnom Penh,Chbar Ampov,Preaek Aeng,8865847993fffff,Villa,residential,1261.564339781329,2378.0,3000000.0,104.9968572,11.53324178,1672.0
Phnom Penh,Toul Kork,Boeung Kak 2,8865846ab1fffff,House,residential,4000.0,76.0,304000.0,104.89,11.57,5039.0
Phnom Penh,Chbar Ampov,Nirouth,8865846a51fffff,Flat,residential,1983.4710743801647,242.0,480000.0,104.962474,11.522551,3342.0
Phnom Penh,Chamkarmon,BKK 3,8865846ac7fffff,House,residential,370.3703703703704,1620.0,600000.0,104.9140414,11.54653066,23239.0
Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,Villa,residential,2325.5813953488373,537.5,1250000.0,104.941454,11.52928,11754.0
Phnom Penh,Sen Sok,Tuek Thla,8865846a97fffff,Villa,residential,558.8822355289421,2004.0,1120000.0,104.878121,11.559712,16032.0
