id,price,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude,price_per_m2,information,price_display,geometry,index_right,population,h_id,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km
215157.0,770000.0,2.0,4.0,120.0,Phnom Penh,Daun Penh,Phsar Thmei I,Flat,False,residential,11.57561,104.92025,6416.666666666667,"Flat E0 (opposite to each other) near Dumix market bus stop behind the cabinet, need to sell urgently * Sale price only: 770,000 dollars (negotiable) *This price includes transfer of title * Land size: 4m x 30m * House size: 4m x 30m * 5.5m road front parking * Has front and back gate * 2 bedrooms and 4 bathrooms * home facing : south * have rental income: 1,100$/month - Location: 50m from Cabinet, 50m from Bank of Canada and 50m from Dumix Market Stop. - Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.","$770,000",POINT (104.92025 11.57561),53920.0,16252.0,8865846aadfffff,11,10,33,44,76,0,14,20,26,82,8,13,48,22,21,7,23,35,15,9,2,14,28,38,27,2,0,12,33,46,2,2,22,20,32,1,2,13,20,28,3,3,11,40,46,1,3,6,8,17,3,47,42,19,8,1,14,28,25,29,0,0,1,4,11,2,5,8,8,5,15,41,72,27,31
201835.0,320000.0,4.0,4.0,50.0,Phnom Penh,Meanchey,Stueng Mean chey,Flat,False,residential,11.53,104.91,6400.0,"A flat (3 floors) near Steung Meanchey airport bridge and Sim Samiti school. Need to sell urgently. *Price only: 320,000 dollars (negotiable) *this price plus transfer of title ownership *Land size: 50sqm (in plot size) * House size: 4m x 12.7m * 4 bedrooms and 4 bathrooms * House facing : west side - Location: 500m from Chea Sim Samaki High School, 550m from Sangkat Boeung Salang School and 150m from Steung Meanchey Airport. - Bank installment for 20 years but require 30% of the house upfront.","$320,000",POINT (104.91 11.53),53899.0,24762.0,8865846addfffff,0,5,17,33,87,3,5,16,34,61,0,0,3,13,88,0,0,2,6,56,0,0,6,22,54,1,3,11,18,35,0,3,10,8,41,1,2,6,20,38,0,0,6,11,60,0,3,3,8,17,0,1,5,6,66,0,4,7,14,54,0,2,1,5,19,0,0,2,2,18,0,3,5,17,105
227734.0,460000.0,2.0,2.0,72.0,Phnom Penh,Chamkarmon,BKK 2,Retreat,False,residential,11.5445,104.913586,6388.888888888889,"- Address: Commune Boeng Keng Kang Il , District Boeng Keng Kang , Phnom Penh - Land area :  4m x 18m - Built up area : 4m x 18m - Floors ( s ) : 1.5 Sale Price: 460,000.00$ Rent Price: 900.00$/month","$460,000",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
184894.0,460000.0,5.0,6.0,72.0,Phnom Penh,Chamkarmon,Toul Svay Prey 1,Retreat,False,residential,11.55,104.93,6388.888888888889,Town House for Sale Now In Business Area Olympic Phnom Penh !!! ??Property ID : TS-082 ??Room Type : 5 Bedroom / 6 Bathroom ?? Price : 460000USD ?? Land Size : 72? ?? House Size: 68? Location : Tolsvay Prey Olympic Phnom Penh.,"$460,000",POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,7,14,32,49,62,2,1,9,53,57,2,14,29,44,22,2,8,27,39,12,3,5,32,29,32,7,10,16,19,27,4,3,16,16,34,0,4,13,15,31,2,3,11,11,54,2,0,8,11,12,9,7,34,64,4,2,13,23,30,20,0,0,1,2,16,1,1,7,12,4,2,14,39,89,33
248527.0,1720000.0,12.0,21.0,270.0,Phnom Penh,Toul Kork,Tuek L'ak 1,Shophouse,False,residential,11.572623,104.89913,6370.37037037037,"This 10m x 20m shophouse is available for rent, offering a large and fully furnished space suitable for various purposes. Sitting on a 10m x 27m land, it provides ample room for business operations or residential use. The property features 12 rooms and 21 bathrooms, making it ideal for a guesthouse, office space, or rental business. It also includes a living room and a kitchen, adding to its functionality. With a hard title, this property ensures secure ownership. The owner covers the transfer fee, making the rental process more convenient. This spacious, well-equipped shophouse is ready for use, whether for commercial or residential purposes. Schedule a viewing today! Key Features: - House size: 10m x 20m - Land size: 10m x 27m - 12 rooms, 21 bathrooms - Fully furnished - Living room and kitchen - Hard title - Transfer fee covered by the owner - Suitable for business or residential use","$1,720,000",POINT (104.89913 11.572623),53913.0,15107.0,8865846abdfffff,1,16,30,43,104,8,8,38,40,76,1,6,21,54,31,1,1,4,26,63,3,7,13,43,42,0,9,24,11,60,0,4,15,26,39,0,12,10,24,38,14,18,23,32,28,1,3,5,6,23,0,1,4,31,83,1,5,16,29,53,0,0,4,6,16,0,2,6,10,11,2,4,25,76,81
190103.0,980000.0,1.0,1.0,154.0,Phnom Penh,Sen Sok,Tuek Thla,House,False,residential,11.55,104.89,6363.636363636364,"Restaurant/Shop/Town House For Sale in Sen Sok Area, Phnom Penh/T'S HOME Real Estate Phnom Penh ??Property ID : TS-381 ??Bedroom : 1 ??Bathroom : 1 ?? Price : 980,000 USD ?? Land Size : 154 sqm","$980,000",POINT (104.89 11.55),53927.0,23197.0,8865846a9dfffff,1,3,21,35,125,0,12,20,43,100,0,0,12,27,74,0,0,1,4,88,1,3,14,22,61,1,2,13,20,61,1,3,10,16,49,1,9,11,24,48,1,5,18,54,34,0,1,4,9,23,0,0,0,2,117,0,3,5,18,76,0,3,5,5,17,0,0,2,5,20,0,2,9,20,148
188752.0,380000.0,5.0,6.0,60.0,Phnom Penh,Chbar Ampov,Preaek Pra,House,False,residential,11.52,104.95,6333.333333333333,"House For Sale in Chbar Ampov Area, Phnom Penh/TS HOME Real Estate Phnom Penh Property ID : TS-328 Bedrooms : 5 Bathrooms : 6 Price : 380,000 USD Land Size : 4m × 15m = 60? Floor  Size : 4m × 15m = 60?","$380,000",POINT (104.95 11.52),54706.0,8223.0,886584612dfffff,0,2,9,7,50,0,0,12,5,31,0,1,1,0,19,0,0,0,2,17,0,0,1,1,18,0,2,1,2,32,0,0,5,0,22,0,0,4,3,13,0,0,0,0,9,0,1,2,1,10,0,0,0,1,22,0,0,2,1,28,0,5,2,5,5,0,0,0,1,4,0,0,1,0,28
212432.0,380000.0,,,60.0,Phnom Penh,Toul Kork,Boeung Kak 2,House,False,residential,11.57494717,104.8923637,6333.333333333333,5 Floors House for Sale in Toul Kork in front of Sinhan Building! Size 5m x 12m Floors 4 Floors + 1 mezzanine,"$380,000",POINT (104.8923637 11.57494717),53917.0,13220.0,8865846ab5fffff,2,13,21,42,104,1,15,25,48,83,0,3,11,29,69,1,0,6,9,75,1,4,18,17,66,6,7,17,15,54,3,1,9,24,41,4,5,11,20,44,3,33,27,17,32,1,3,4,3,27,0,2,0,7,109,2,3,12,15,68,0,2,2,9,15,0,1,2,10,15,0,4,10,44,124
224454.0,5700000.0,,,900.0,Phnom Penh,Russey Keo,Tuol Sangke,other,False,commercial,11.59015,104.909641,6333.333333333333,"- Address: Commune Toul Sang Ke , District Russey Keo , Phnom Penh - Land area :  25m x 36m - Floors ( s ) :10 - Price : $	5,700,000","$5,700,000",POINT (104.909641 11.59015),54161.0,29575.0,886584681bfffff,2,0,25,50,67,4,1,26,29,68,0,0,8,34,61,1,0,8,34,43,1,3,11,27,58,0,1,14,19,46,2,2,12,16,35,1,2,6,18,29,0,1,9,36,51,0,0,3,12,13,0,0,4,52,57,2,0,11,27,43,0,2,0,8,10,0,0,3,14,9,1,3,19,73,75
229620.0,550000.0,10.0,11.0,87.0,Phnom Penh,Meanchey,Boeung Tumpun,Shophouse,False,residential,11.5445,104.913586,6321.83908045977,Best location 24 hour business,"$550,000",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
215819.0,1675800.0,15.0,14.0,266.0,Phnom Penh,Chamkarmon,BKK 1,Shophouse,False,residential,11.55176911,104.9248861,6300.0,Fully furnished 12Bedrooms Size 266sqm Hart tittle Located bkk1,"$1,675,800",POINT (104.9248861 11.55176911),53893.0,18149.0,8865846aebfffff,9,13,54,33,72,3,6,17,37,83,7,14,45,33,13,1,10,36,35,8,6,7,39,26,27,8,13,21,10,39,2,4,23,13,34,0,6,16,13,38,2,2,16,12,55,2,1,14,5,14,11,11,34,59,5,10,5,35,20,25,0,1,2,0,18,2,3,6,12,3,7,14,65,65,29
241336.0,6766200.0,16.0,16.0,1074.0,Phnom Penh,Chamkarmon,Tonle Bassac,Villa,False,residential,11.5445,104.913586,6300.0,"- Address: Commune Tonle Bassak, District  Chamkarmon, Phnom Pen - Land area : 1074m2 - Room ( s ) : 16 - Floors ( s ) : 1 - Price : $  6300/m2 - Price : $ 3500/month - ID :  KEY-18573","$6,766,200",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
216255.0,1675800.0,12.0,,266.0,Phnom Penh,Chamkarmon,BKK 1,House,False,residential,11.55100911,104.92897,6300.0," Receive detailed information and fix your appointment with our agent today!  Contact me : phone, whatsapp, Line, Telegram or email. MORE DETAILS: Shophouse sell $6300/1sqm 12Bedrooms Fully furnished Size266sqm Hart tittle","$1,675,800",POINT (104.92897 11.55100911),53894.0,7658.0,8865846ae9fffff,8,15,33,47,67,2,2,10,51,66,4,16,33,38,20,3,9,31,33,12,5,4,36,25,32,11,7,15,20,30,3,4,16,17,34,0,5,13,13,36,3,1,12,13,55,2,0,8,11,12,10,8,37,60,4,2,16,21,30,21,0,1,1,1,15,1,2,5,13,5,5,14,49,80,31
237667.0,6753600.0,,,1072.0,Phnom Penh,Chamkarmon,Tonle Bassac,other,False,commercial,11.5445,104.913586,6300.0,"- Address: Commune Tonle Bassak, District  Chamkarmon, Phnom Penh - Land area :  1072m2 - Floors ( s ) : 3 - Price for sale  : $6,300/sqm - Price for rent : $5,000/month - ID : KEY-17048","$6,300/m²",POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,7,12,36,37,85,1,13,20,35,76,1,4,36,49,22,0,3,5,36,47,3,9,23,30,38,3,12,26,16,33,3,4,14,30,22,2,4,17,21,35,0,8,7,24,62,1,6,5,4,18,2,4,18,28,68,2,9,20,29,35,0,0,3,3,18,0,0,10,9,7,3,6,28,59,83
188889.0,400000.0,4.0,5.0,64.0,Phnom Penh,Chbar Ampov,Veal Sbov,Shophouse,False,residential,11.55,104.96,6250.0,"Shop/Town House For Sale in Chbar Ampov Area, Phnom Penh/TS HOME Real Estate Phnom Penh Property ID : TS-339 Bedrooms : 4 Bathrooms : 5 Price : 400,000 USD Land Size : 4m × 16m = 64? Floor  Size : 4m × 16m = 64?","$400,000",POINT (104.96 11.55),53987.0,22.0,8865846a03fffff,2,0,6,13,62,0,2,2,8,28,0,0,1,2,56,0,0,0,4,70,0,0,1,4,51,0,0,1,2,37,0,0,0,4,28,0,0,0,1,21,0,0,0,2,14,0,1,2,1,14,0,0,0,0,110,0,0,0,5,50,0,0,2,2,10,0,0,0,0,15,0,0,0,4,113
214617.0,450000.0,5.0,6.0,72.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Shophouse,False,residential,11.57966367,104.9308583,6250.0,"Business explosion for sale and rent - Price for sale $ 450,000 (Negotiable) - Rental price 650 $ (Negotiable) - Location on National Road 6A, Borey Sovanmacha, OICIC - 5 bedrooms, 6 bathrooms, 1 living room - size House 4x18m -GCR-22-","$450,000",POINT (104.9308583 11.57966367),54133.0,5351.0,886584685bfffff,0,5,28,37,86,0,0,17,26,62,1,2,22,52,31,0,18,43,11,15,0,10,22,20,52,0,1,5,17,61,0,2,14,17,31,0,0,7,11,35,0,1,8,10,64,0,0,7,4,20,0,36,49,18,15,0,3,24,26,34,0,0,0,3,10,0,1,7,11,6,2,24,66,49,35
183271.0,500000.0,4.0,5.0,80.0,Phnom Penh,Meanchey,Boeung Tumpun,House,False,residential,11.55,104.93,6250.0,"Town House For Sale Now In Boeng Tompun Area./T'S HOME Real Estate Phnom Penh. ??Property ID : TS-054 ??Room Type: 4 Bedroom ??Bathroom : 5 ?? Price : 500,000USD ?? Land Size : 80? ?? House Size : 46? Location : Boeng Tompun Area","$500,000",POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,7,14,32,49,62,2,1,9,53,57,2,14,29,44,22,2,8,27,39,12,3,5,32,29,32,7,10,16,19,27,4,3,16,16,34,0,4,13,15,31,2,3,11,11,54,2,0,8,11,12,9,7,34,64,4,2,13,23,30,20,0,0,1,2,16,1,1,7,12,4,2,14,39,89,33
248360.0,450000.0,6.0,8.0,72.0,Phnom Penh,Chamkarmon,Toul Tum Poung 1,Retreat,False,residential,11.537783,104.920232,6250.0,"This 6-bedroom, 8-bathroom flat is available for rent or sale, offering a great opportunity for both residential and commercial use. The building size is 4m x 18m, set on a 4m x 25m land, providing ample space for living or business operations. With 6 spacious bedrooms and 8 bathrooms, this property is perfect for large families, shared housing, or rental investment. The layout offers flexibility for offices, small businesses, or a guesthouse. Located just 5 minutes from Russian Market, international schools, supermarkets, restaurants, and coffee shops, this flat is in a high-demand area with easy access to commercial zones. This is a great investment for living or business purposes. Contact us today for more details or a viewing! Key Features: - 6 Bedrooms, 8 Bathrooms - Land Size: 4m x 25m - Building Size: 4m x 18m - Available for Rent & Sale - Suitable for Residential or Commercial Use - Prime Location Near Russian Market & Commercial Area - Close to Schools, Supermarkets, and Restaurants","$450,000",POINT (104.920232 11.537783),53912.0,18375.0,8865846ac1fffff,5,12,31,33,82,3,6,24,26,70,0,1,12,45,53,1,1,8,11,65,2,2,18,23,48,4,9,21,16,19,1,6,11,16,28,1,7,8,18,28,1,1,10,10,59,2,4,5,4,19,3,2,16,14,83,1,6,17,21,38,0,0,0,6,22,1,1,2,7,12,1,5,15,39,109
