id,price_display,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,latitude,longitude,geometry,index_right,population,price_per_m2
245643.0,30977100.0,,,18774.0,Phnom Penh,Dangkao,Cheung Aek,Land,False,commercial,11.48641675,104.9203548,POINT (104.9203548 11.48641675),54688.0,977.0,1650.0
221629.0,2400000.0,,,16000.0,Phnom Penh,Por Sen Chey,Ovlaok,Land/Development,False,residential,11.58477615,104.75505,POINT (104.75505 11.58477615),53851.0,94.0,150.0
224835.0,1462050.0,,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,95.0
224830.0,428100.0,,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,30.0
227132.0,1320000.0,,,12000.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,110.0
247431.0,20000000.0,,,11817.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,Land/Development,False,residential,11.537783,104.920232,POINT (104.920232 11.537783),53912.0,18375.0,1692.4769400016926
227764.0,2800000.0,,,10826.0,Phnom Penh,Chroy Changvar,Koh Dach,Land/Development,False,residential,11.59354169,104.9299455,POINT (104.9299455 11.59354169),54135.0,5029.0,258.636615555145
226992.0,3000000.0,,,10774.0,Phnom Penh,Chroy Changvar,Preaek Lieb,Land/Development,False,residential,11.67816267,104.90478,POINT (104.90478 11.67816267),54010.0,690.0,278.44811583441617
244640.0,3282500.0,,,10100.0,Phnom Penh,Sen Sok,Kouk Khleang,Land/Development,False,residential,11.578108,104.87022,POINT (104.87022 11.578108),53548.0,3626.0,325.0
246441.0,18605450.0,,,10057.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land,False,commercial,11.51810089,104.9275476,POINT (104.9275476 11.51810089),54711.0,9638.0,1850.0
163525.0,40500000.0,,,10000.0,Phnom Penh,Prek Pnov,Preaek Pnov,Land/Development,False,residential,11.624955,104.81784,POINT (104.81784 11.624955),53773.0,86.0,4050.0
241439.0,2000000.0,,,10000.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,200.0
223096.0,35000.0,,6.0,10000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Food/Hospitality,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,3.5
223339.0,123500.0,4.0,5.0,9366.0,Phnom Penh,Russey Keo,Tuol Sangkae 2,House,False,residential,11.59015,104.909641,POINT (104.909641 11.59015),54161.0,29575.0,13.185991885543455
247338.0,1492800.0,,,9330.0,Phnom Penh,Dangkao,Pong Tuek,Land/Development,False,residential,11.46218433,104.8357977,POINT (104.8357977 11.46218433),54773.0,1146.0,160.0
155964.0,12240000.0,,,8160.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,Land/Development,False,residential,11.47168139,104.9178604,POINT (104.9178604 11.47168139),54690.0,118.0,1500.0
201841.0,14996100.0,,,8106.0,Phnom Penh,Russey Keo,Tuol Sangke,Factory,False,commercial,11.59,104.9,POINT (104.9 11.59),54093.0,8037.0,1850.0
243954.0,796000.0,,,7960.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.43934032,104.849064,POINT (104.849064 11.43934032),54745.0,751.0,100.0
248709.0,14476000.0,,,7825.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land/Development,False,residential,11.52402148,104.9285052,POINT (104.9285052 11.52402148),54711.0,9638.0,1849.968051118211
237930.0,944580.0,0.0,,7266.0,Phnom Penh,Por Sen Chey,Boeung Thum,Land/Development,False,residential,11.46605602,104.7488407,POINT (104.7488407 11.46605602),54382.0,217.0,130.0
224859.0,2559960.0,,,7111.0,Phnom Penh,Chbar Ampov,Preaek Thmei,Land,False,commercial,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,360.0
249665.0,4230000.0,,,6792.0,Phnom Penh,Meanchey,Stueng Mean chey,Warehouse,False,commercial,11.530254,104.8976,POINT (104.8976 11.530254),53905.0,16637.0,622.791519434629
240895.0,20521600.0,,,6413.0,Phnom Penh,7 Makara,Mittapheap,Land,False,commercial,11.56585712,104.9128345,POINT (104.9128345 11.56585712),53922.0,16037.0,3200.0
243250.0,10000000.0,20.0,25.0,6300.0,Phnom Penh,Chbar Ampov,Preaek Pra,Villa,False,residential,11.50338427,104.9650477,POINT (104.9650477 11.50338427),54678.0,74.0,1587.3015873015872
245978.0,2001600.0,,,6255.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.504923,104.89187,POINT (104.89187 11.504923),54635.0,3259.0,320.0
211836.0,3410000.0,,,6200.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.59345306,104.9543759,POINT (104.9543759 11.59345306),,,550.0
247444.0,721920.0,,,6016.0,Phnom Penh,Dangkao,Tien,Land/Development,False,residential,11.62994007,104.887298,POINT (104.887298 11.62994007),54107.0,3341.0,120.0
213024.0,444000.0,3.0,4.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,76.22317596566523
213022.0,249600.0,2.0,2.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,42.84978540772532
213029.0,185000.0,,,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac,Offices,False,commercial,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,31.759656652360515
235572.0,1732200.0,,,5774.0,Phnom Penh,Prek Pnov,Ponsang,Land,False,commercial,11.64674654,104.7839106,POINT (104.7839106 11.64674654),71438.0,3.0,300.0
221027.0,1006020.0,,,5589.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,180.0
248679.0,8290500.0,,,5527.0,Phnom Penh,Chamkarmon,Boeung Trabek,Land/Development,False,residential,11.54097901,104.9217801,POINT (104.9217801 11.54097901),53912.0,18375.0,1500.0
248154.0,4864740.0,,,5466.0,Phnom Penh,Chbar Ampov,Kbal Kaoh,Land/Development,False,residential,11.522551,104.962474,POINT (104.962474 11.522551),53953.0,3342.0,890.0
228485.0,2500000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,461.4674665436087
231418.0,2400000.0,,,5417.5,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,443.00876788186434
252312.0,801750.0,,,5345.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.537783,104.920235,POINT (104.920235 11.537783),53912.0,18375.0,150.0
231415.0,2800000.0,,,5265.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,531.8138651471985
198139.0,42920000.0,,,5248.0,Phnom Penh,Chamkarmon,Tonle Bassac,Flat,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,8178.3536585365855
231416.0,1716000.0,,,5200.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,330.0
224456.0,2078059.0,,,5195.0,Phnom Penh,Por Sen Chey,Phleung Chheh Roteh,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,400.0113570741097
224512.0,3000000.0,,,5167.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Offices,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,580.6077027288562
199410.0,1879600.0,,,5080.0,Phnom Penh,Dangkao,Prey Sa,Land/Development,False,residential,11.48291177,104.8972457,POINT (104.8972457 11.48291177),54643.0,1076.0,370.0
158296.0,60000.0,1.0,1.0,5000.0,Phnom Penh,Chbar Ampov,Nirouth,Condo,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0,12.0
158297.0,120000.0,2.0,1.0,5000.0,Phnom Penh,Chbar Ampov,Nirouth,Condo,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0,24.0
184867.0,14080000.0,,,5000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Offices,False,commercial,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0,2816.0
149193.0,4000000.0,,,5000.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land,False,commercial,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0,800.0
236890.0,12250000.0,,,4900.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Warehouse,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,2500.0
240081.0,1450500.0,,,4835.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.57068125,104.8368768,POINT (104.8368768 11.57068125),53589.0,2226.0,300.0
124593.0,1100000.0,3.0,3.0,4800.0,Phnom Penh,Chbar Ampov,Veal Sbov,House,False,residential,11.52693,104.97101,POINT (104.97101 11.52693),53947.0,1099.0,229.16666666666666
248184.0,2832000.0,,,4800.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.575837,104.920096,POINT (104.920096 11.575837),53920.0,16252.0,590.0
158295.0,7000000.0,2.0,2.0,4632.0,Phnom Penh,Chamkarmon,Olympic,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,1511.2262521588946
221626.0,820000.0,,,4559.0,Phnom Penh,Por Sen Chey,Ovlaok,Land/Development,False,residential,11.55723787,104.7531716,POINT (104.7531716 11.55723787),53861.0,483.0,179.86400526431234
224465.0,862410.0,,,4539.0,Phnom Penh,Por Sen Chey,Trapeang Krasang,Land/Development,False,residential,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,190.0
226456.0,890000.0,,,4500.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.55896453,104.7780257,POINT (104.7780257 11.55896453),53869.0,735.0,197.77777777777777
223441.0,1350000.0,,,4500.0,Phnom Penh,Por Sen Chey,Snaor,Land,False,commercial,11.531227,104.844833,POINT (104.844833 11.531227),54653.0,11389.0,300.0
233563.0,890000.0,,,4500.0,Phnom Penh,Por Sen Chey,Kamboul,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,197.77777777777777
245558.0,1303800.0,,,4346.0,Phnom Penh,Dangkao,Prey Sa,Land/Development,False,residential,11.504923,104.89187,POINT (104.89187 11.504923),54635.0,3259.0,300.0
207094.0,2945000.0,,,4331.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.55,104.89,POINT (104.89 11.55),53927.0,23197.0,679.9815285153544
223736.0,1070750.0,,,4283.0,Phnom Penh,Por Sen Chey,Snaor,Land,False,commercial,11.531227,104.844833,POINT (104.844833 11.531227),54653.0,11389.0,250.0
151181.0,86013.0,1.0,1.0,4253.0,Phnom Penh,Meanchey,Chak Angrae Leu,project,True,residential,11.52724145,104.9279761,POINT (104.9279761 11.52724145),53908.0,22796.0,20.224077122031506
157856.0,100000.0,2.0,1.0,4220.0,Phnom Penh,Chamkarmon,BKK 2,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,23.696682464454977
157846.0,70000.0,1.0,1.0,4220.0,Phnom Penh,Chamkarmon,BKK 2,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,16.587677725118482
203216.0,2930000.0,,,4193.0,Phnom Penh,Por Sen Chey,Chaom Chau 3,Land/Development,False,residential,11.53240821,104.8249518,POINT (104.8249518 11.53240821),53552.0,11948.0,698.7836870975435
224185.0,2665000.0,,,4100.0,Phnom Penh,Chroy Changvar,Bak Kaeng,Land,False,commercial,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,650.0
202794.0,2629250.0,,,4045.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0,650.0
186040.0,100000.0,,,4000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Land/Development,False,residential,11.58,104.93,POINT (104.93 11.58),54133.0,5351.0,25.0
246887.0,2320000.0,,,4000.0,Phnom Penh,Por Sen Chey,Chaom Chau 2,Warehouse,False,commercial,11.73272631,105.0640192,POINT (105.0640192 11.73272631),,,580.0
200238.0,6955200.0,,,3864.0,Phnom Penh,Sen Sok,Ou Baek K'am,Land/Development,False,residential,11.55,104.89,POINT (104.89 11.55),53927.0,23197.0,1800.0
245973.0,2010290.0,,,3793.0,Phnom Penh,Por Sen Chey,Kakap,Land/Development,False,residential,11.56014447,104.8062947,POINT (104.8062947 11.56014447),53827.0,2126.0,530.0
224224.0,5550000.0,,,3700.0,Phnom Penh,Meanchey,Stueng Mean chey,Land,False,commercial,11.530293,104.898903,POINT (104.898903 11.530293),53905.0,16637.0,1500.0
188897.0,2960000.0,,,3700.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land,False,commercial,11.55,104.96,POINT (104.96 11.55),53987.0,22.0,800.0
243271.0,920250.0,,,3681.0,Phnom Penh,Por Sen Chey,Samraong Kraom,Land/Development,False,residential,11.5650514,104.8159551,POINT (104.8159551 11.5650514),53582.0,188.0,250.0
222575.0,2537500.0,,,3625.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.559712,104.878121,POINT (104.878121 11.559712),53930.0,16032.0,700.0
208042.0,4680000.0,,,3600.0,Phnom Penh,Meanchey,Stueng Mean chey,Land/Development,False,residential,11.53,104.91,POINT (104.91 11.53),53899.0,24762.0,1300.0
229527.0,8455200.0,1.0,1.0,3523.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Villa,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,2400.0
224495.0,9207000.0,14.0,14.0,3410.0,Phnom Penh,Chroy Changvar,Chroy Changvar,Shophouse,False,residential,11.589674,104.925654,POINT (104.925654 11.589674),54162.0,11327.0,2700.0
230122.0,6820000.0,,,3410.0,Phnom Penh,Russey Keo,Chrang Chamres I,Land/Development,False,residential,11.59015,104.909641,POINT (104.909641 11.59015),54161.0,29575.0,2000.0
245538.0,371690.0,,,3379.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.554667,104.82684,POINT (104.82684 11.554667),53579.0,2554.0,110.0
243955.0,829750.0,,,3319.0,Phnom Penh,Por Sen Chey,Kamboul,Land/Development,False,residential,11.51054429,104.7629816,POINT (104.7629816 11.51054429),,,250.0
150594.0,6534000.0,,,3267.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land,False,commercial,11.57561,104.92025,POINT (104.92025 11.57561),53920.0,16252.0,2000.0
232502.0,2748900.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0,850.0
223781.0,2554860.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.58480524,104.8776501,POINT (104.8776501 11.58480524),54084.0,3193.0,790.0
224806.0,2296000.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0,709.9567099567099
224925.0,2296140.0,,,3234.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.569135,104.9248,POINT (104.9248 11.569135),53895.0,28799.0,710.0
231184.0,401625.0,,,3213.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.500658,104.856173,POINT (104.856173 11.500658),54676.0,2310.0,125.0
219011.0,944000.0,,,3200.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.55,104.89,POINT (104.89 11.55),53927.0,23197.0,295.0
234026.0,10240000.0,,,3200.0,Phnom Penh,7 Makara,Veal Vong,Land,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,3200.0
233738.0,2000000.0,,,3189.0,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,627.1558482282848
158262.0,62000.0,1.0,1.0,3169.0,Phnom Penh,Chamkarmon,BKK 3,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,19.564531397917325
232409.0,1959300.0,,,3110.0,Phnom Penh,Chroy Changvar,Preaek Ta Sek,Land/Development,False,residential,11.6366777,104.9055595,POINT (104.9055595 11.6366777),53997.0,2574.0,630.0
246726.0,464100.0,,,3094.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.554667,104.826843,POINT (104.826843 11.554667),53579.0,2554.0,150.0
232467.0,4638000.0,,,3092.0,Phnom Penh,Meanchey,Stueng Mean chey 1,Land,False,commercial,11.52978024,104.9002043,POINT (104.9002043 11.52978024),53905.0,16637.0,1500.0
245959.0,10000000.0,,,3050.0,Phnom Penh,Chamkarmon,Tonle Bassac,Land/Development,False,residential,11.55442893,104.9295021,POINT (104.9295021 11.55442893),53894.0,7658.0,3278.688524590164
157098.0,98000.0,2.0,1.0,3029.0,Phnom Penh,Chamkarmon,BKK 1,Condo,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,32.35391218223836
234324.0,1550000.0,,,3000.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,House,False,residential,11.5300711,104.9374252,POINT (104.9374252 11.5300711),54709.0,8114.0,516.6666666666666
199538.0,1200000.0,,,3000.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.55,104.96,POINT (104.96 11.55),53987.0,22.0,400.0
252396.0,1350000.0,,,3000.0,Phnom Penh,Dangkao,Preaek Kampues,Land/Development,False,residential,11.504923,104.89187,POINT (104.89187 11.504923),54635.0,3259.0,450.0
239976.0,7900000.0,,,3000.0,Phnom Penh,Chamkarmon,BKK 1,other,False,commercial,11.5445,104.913586,POINT (104.913586 11.5445),53909.0,23239.0,2633.3333333333335
245524.0,1628000.0,,,2960.0,Phnom Penh,Chbar Ampov,Chbar Ampov II,Land/Development,False,residential,11.52979316,104.943792,POINT (104.943792 11.52979316),54710.0,11754.0,550.0
237802.0,1060560.0,,,2946.0,Phnom Penh,Chbar Ampov,Kbal Kaoh,Land/Development,False,residential,11.4965339,104.9870868,POINT (104.9870868 11.4965339),52990.0,1135.0,360.0
188898.0,2000000.0,343.0,,2882.0,Phnom Penh,Chbar Ampov,Veal Sbov,Villa,False,residential,11.55,104.96,POINT (104.96 11.55),53987.0,22.0,693.9625260235947
246227.0,1411500.0,,,2823.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.578108,104.87022,POINT (104.87022 11.578108),53548.0,3626.0,500.0
251732.0,1675200.0,,,2792.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.504923,104.89187,POINT (104.89187 11.504923),54635.0,3259.0,600.0
199540.0,3500000.0,7.0,6.0,2731.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,Villa,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0,1281.581838154522
247857.0,4473150.0,,,2711.0,Phnom Penh,Sen Sok,Phnom Penh Thmey,Land/Development,False,residential,11.57765416,104.9272275,POINT (104.9272275 11.57765416),54133.0,5351.0,1650.0
203547.0,10800000.0,,,2700.0,Phnom Penh,Sen Sok,Krang Thnong,Land/Development,False,residential,11.55,104.89,POINT (104.89 11.55),53927.0,23197.0,4000.0
240418.0,5670000.0,,,2700.0,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,2100.0
243361.0,3168000.0,0.0,0.0,2640.0,Phnom Penh,Meanchey,Stueng Mean chey,Land/Development,False,residential,11.52480699,104.8976445,POINT (104.8976445 11.52480699),53901.0,18627.0,1200.0
199536.0,950000.0,8.0,9.0,2625.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.52,104.95,POINT (104.95 11.52),54706.0,8223.0,361.9047619047619
243375.0,5220000.0,8.0,4.0,2600.0,Phnom Penh,Chbar Ampov,Nirouth,Land/Development,False,residential,11.51212175,104.9557742,POINT (104.9557742 11.51212175),54682.0,665.0,2007.6923076923076
239456.0,2300000.0,5.0,5.0,2597.54,Phnom Penh,Russey Keo,Svay Pak,Flat,False,residential,11.59015,104.909641,POINT (104.909641 11.59015),54161.0,29575.0,885.453159527861
224866.0,765000.0,,,2550.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Land/Development,False,residential,11.52928,104.941454,POINT (104.941454 11.52928),54710.0,11754.0,300.0
217555.0,250000.0,2.0,2.0,2546.0,Phnom Penh,Toul Kork,Boeung Kak 1,Apartment,False,residential,11.55,104.93,POINT (104.93 11.55),53894.0,7658.0,98.19324430479183
251731.0,1516800.0,,,2528.0,Phnom Penh,Dangkao,Dangkao,Land/Development,False,residential,11.504923,104.89187,POINT (104.89187 11.504923),54635.0,3259.0,600.0
246574.0,5000000.0,10.0,12.0,2520.0,Phnom Penh,Por Sen Chey,Snaor,Villa,False,residential,11.56017615,104.7854731,POINT (104.7854731 11.56017615),53869.0,735.0,1984.126984126984
183562.0,3276000.0,,,2520.0,Phnom Penh,Dangkao,Cheung Aek,Land/Development,False,residential,11.4721064,104.9096846,POINT (104.9096846 11.4721064),54803.0,567.0,1300.0
180031.0,3276000.0,1.0,1.0,2520.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land/Development,False,residential,11.5183199,104.9242843,POINT (104.9242843 11.5183199),54711.0,9638.0,1300.0
204242.0,6192500.0,,,2477.0,Phnom Penh,Sen Sok,Khmuonh,Land/Development,False,residential,11.55,104.89,POINT (104.89 11.55),53927.0,23197.0,2500.0
245598.0,1700000.0,,,2426.0,Phnom Penh,Meanchey,Chak Angrae Leu,Land/Development,False,residential,11.50562681,104.9260197,POINT (104.9260197 11.50562681),54723.0,2745.0,700.7419620774938
252454.0,216000.0,,,2401.0,Phnom Penh,Por Sen Chey,Snaor,Land/Development,False,residential,11.61929117,104.8890147,POINT (104.8890147 11.61929117),54082.0,2822.0,89.96251561849229
218736.0,3950000.0,7.0,8.0,2400.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.5307648,104.9848843,POINT (104.9848843 11.5307648),53960.0,3141.0,1645.8333333333333
233015.0,1440000.0,,,2400.0,Phnom Penh,Chbar Ampov,Veal Sbov,Land/Development,False,residential,11.52612689,104.9660455,POINT (104.9660455 11.52612689),53947.0,1099.0,600.0
233076.0,3500000.0,8.0,7.0,2378.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.52821073,104.9892659,POINT (104.9892659 11.52821073),53954.0,2286.0,1471.825063078217
239660.0,3000000.0,7.0,8.0,2378.0,Phnom Penh,Chbar Ampov,Preaek Aeng,Villa,False,residential,11.53324178,104.9968572,POINT (104.9968572 11.53324178),52905.0,1672.0,1261.564339781329
250866.0,213120.0,,,2368.0,Phnom Penh,Prek Pnov,Ponsang,Land/Development,False,residential,11.61664733,104.7531396,POINT (104.7531396 11.61664733),53733.0,668.0,90.0
