id,headline,price_display,bedrooms,bathrooms,land_area,address_subdivision,address_locality,address_line_2,address_line_1,category_name,is_parent,type,information,latitude,longitude,price_clean
222501.0,Land for sale,$168,,,32428.0,Phnom Penh,Por Sen Chey,Kakap,204 204,Land/Development,False,commercial,"Land for sale size 32428m² Price $ 900 / 1m² Hard title deed ownership Land income $ 18000_ $ 20000 / month The land is in a good location, the land is right next to the road, it is good for business and construction of condominiums and it is a big area with high odds. Contact Information",11.5476122,104.8602313,168.0
235646.0,Land For Sale ,"$3,297,720",,,27481.0,Phnom Penh,Dangkao,Krang Pongro, ,Land/Development,False,residential,"- Address: Commune Krang Pongro, District  Dangkao, Phnom Penh - Land area : 27481m2 - Price : $120/sq.m - ID : KEY-16192",11.500658,104.856173,3297720.0
235026.0,"Corner Investment Land for Sale at Prey Sar Area, Khan Dangkor, Phnom Penh City ",$195/m²,,,26000.0,Phnom Penh,Dangkao,Prey Sa, ,Land,False,commercial,"This corner investment land for sale at Prey Sar area and next to Borey Santepheap 2, Sangkat Prey Sar, Khan Dangkor, Phnom Penh City. • Land size: 2.6 Ha • On frontage road: 102 m • Price: $195/Sq.m It's a very good for real estate investment or develop into build commpund villa, twin villa, flat houses, international school, hospital, warehouse, factory and for all kinds of business activities. For more information, please contact us now to visiting!",11.500658,104.856173,5070000.0
218563.0,Special price promotion,"$65,000",1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar, ,Condo,False,residential,"@Project: Morgan Enmaison ?? Special promotion in September 2022 ?????? Room type: Studio - Floor: 0206 - Room size: 47.29 / sqm - Full price $ 118,093 Last special price: $ 65,000 - Payment terms up to 36 months without interest ??? Get 1 iPhone 14 Pro Max 256G 1 1 refrigerator, 1 TV Equipment, 1 air conditioner, 1 washing machine ? Location: Chroy Changva, along the Mekong River ?? Contact details will be available now Special promotion with this great gift",11.59258451,104.9367586,65000.0
157841.0,Best Price Condominium for Invest in Chroy Changva Phnom Penh,"$60,000",1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,    ,Condo,False,residential,"Morgan Enmaison, the only waterfront Bay Area in Phnom Penh, Cambodia. The largest waterfront property development with riverside mansion life. We have 1 bedroom, 2 bedrooms, 3 bedrooms and penthouses with a private swimming pool./T'S HOME Real Estate Phnom penh Price 60,000$ up Discount 15% Booking only 2000$ Monthly payment up from 34 months to 60months term.",11.58,104.93,60000.0
218562.0,Special price promotion,"$66,000",1.0,1.0,25000.0,Phnom Penh,Chroy Changvar,Chroy Changvar, ,Condo,False,residential,"@Project: Morgan Enmaison ?? Special promotion in September 2022 ?????? Room type: Studio - Floor: 0205 - Room size: 47.76 / sqm - Full price $ 119,266 Last special price: $ 66,000 - Payment terms up to 36 months without interest ??? Get 1 iPhone 14 Pro Max 256G 1 1 refrigerator, 1 TV Equipment, 1 air conditioner, 1 washing machine ? Location: Chroy Changva, along the Mekong River ?? Contact details will be available now Special promotion with this great gift",11.59258451,104.9367586,66000.0
248375.0,Land For Sale,"$1,200.0/m²",,,22168.0,Phnom Penh,Sen Sok,Khmuonh,92 92,Land,False,commercial,"Land for sale located at at Banla S'et Village, Sangkat Khmuonh, Khan Saensokh, Phnom Penh",11.60078634,104.8784612,26601600.0
237126.0,1 Large Bedroom Unit with POOL VIEW FOR SALE,"$119,000",1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Duong Ngeap III,Condo,False,residential,"Heighten your quality of living in a home that is truly special for family and friends. Axis Residence strategically located just minutes from the Phnom Penh International Airport, Orienda International Hospital and the City Center. With a pool view from the 7th floor, our type A2 unit offers a spacious bedroom, a fully equipped living room, kitchen and bathroom. Become a resident of Axis to access a wide range of amenities such as: -Free parking space -50m Olympic length lap pool -Children playground -Giant Jacuzzi -Well-equipped Gym -Sauna -Tennis & Basketball court -Multi-purpose room -BBQ pits and much more",11.549282,104.8646489,119000.0
237361.0,1 Bedroom with Pool Facing for sale,"$100,000",1.0,1.0,20000.0,Phnom Penh,Por Sen Chey,Chaom Chau 1,Doung Ngeap III,Condo,False,residential,"Don't waste your time battling peak-hour traffic when you can already be relaxing at your luxuriously appointed home at Axis Residence. At Axis Residence, we got all you want from just minutes drive to the Phnom Penh International Airport, Orienda International Hospital and the City Center. This air-conditioned unit consists of 1 large bed with a TV, 1 bathroom, a fully furnished living room, a kitchen and a spacious balcony with pool view from 3rd floor. Become a resident of Axis to access a wide range of amenities such as: -Free parking space -50m Olympic length lap pool -Children playground -Giant Jacuzzi -Well-equipped Gym -Sauna -Tennis & Basketball court -Multi-purpose room -BBQ pits and much more",11.54903429,104.8649125,100000.0
248484.0,Land for Sale,"$5,256,000",,,18777.0,Phnom Penh,Meanchey,Chak Angrae Kraom,Blvd 60m Hun Sen,Land,False,commercial,"Land for sale located at Hun Sen blvd (60m), Preaek Ta Long III Village, Sangkat Chak Angrae Kraom , Khan Mean Chey, Phnom Penh. -Price: = $1,350 / sq.m, urgent sale (Negotiable) = $1,500 / sq.m, if buy 2 plots (Negotiable) -Seller: fill the land",11.50144636,104.9259348,5256000.0
247330.0,Corner Commercial Land For Sale on St. Hun Sen Blvd and Opposite AEON MALL-3,"$35,670,600",,,18774.0,Phnom Penh,Meanchey,Chak Angrae Kraom, ,Land/Development,False,residential,"Corner Commercial Land For Sale on St. Hun Sen Blvd and Opposite AEON MALL-3 Land Size : 18,774 Sqm Price: $1,900/Sqm Negotiable This commercial land is very good for real estate investment, building business center, hotel, condo, showroom, shopping international school, hospital and all business activities",11.51633096,104.954246,35670600.0
245643.0,| Corner Commercial Land For Sale - 60m Street in Front of AEON Mall-3 ,"$1,650.0/m²",,,18774.0,Phnom Penh,Dangkao,Cheung Aek, ,Land,False,commercial,"This commercial land location is a long 60-meter road (Samdech Hun Sen Blvd), corner of Chhun Kong Blvd, and in front of AEON Mall-3, Phnom Penh. • Size: 18,774 SQM • L-Map • Price: $1,650/SQM negotiable This commercial land is very good for real estate investment, building business center, hotel, condo, showroom, shopping international school, hospital and all business activities.",11.48641675,104.9203548,30977100.0
221629.0,?? Land for sale next to National Road 42 in front of Canadia Development Land and near many Borey projects under construction ??,"$2,400,000",,,16000.0,Phnom Penh,Por Sen Chey,Ovlaok,NR.42 National Road N.42,Land/Development,False,residential,"?? Land for sale next to National Road 42 in front of Canadia Development Land and near many Borey projects under construction ?? _ Land next to National Road 42 (50m wide ring road) Owners only 1) Total size is about 16000m ² The front plot next to National Road 42 has two lanes (as in the picture). The main entrance is about 76 m long, next to National Road 42. The second lane, more than 14 m long, next to National Road 42. The back plot is 170m long, next to the cart road is 4m. Suitable for development, building houses for sale. Currently, many Boreys are being built near this land_Location: National Road 42, Chey Chumneas Village, Sangkat Ovulok, Khan Kampol, Phnom Penh.",11.58477615,104.75505,2400000.0
224835.0,"Good Land for Sale in Kambol Commune, Kambol District","$1,462,050",,,15390.0,Phnom Penh,Por Sen Chey,Kamboul,       ,Land,False,commercial,"* Land for sale: - Selling price: $1,462,050 - Land size: 15,390 sqm - Document: Hard Title",11.5445,104.913586,1462050.0
224830.0,"Good Land for Sale in Ovloak Commune, Kambol District","$428,100",,,14270.0,Phnom Penh,Por Sen Chey,Ovlaok,    ,Land,False,commercial,,11.5445,104.913586,428100.0
227132.0,Vacant Land for Sale,"$1,320,000",,,12000.0,Phnom Penh,Por Sen Chey,Kamboul, ,Land/Development,False,residential,"- Address: Commune Kambol, District Kambol , Phnom Penh - Land area :  100m x 120m - Price : $110",11.5445,104.913586,1320000.0
247431.0,Land for Sale ,"$20,000,000",,,11817.0,Phnom Penh,Russey Keo,Tuol Sangkae 1,  ,Land/Development,False,residential,"This land for sale offers a total area of 11,817sqm, perfect for large-scale development or industrial use. The main factory building measures 60m x 127m , with an additional 20m x 40m building on the property, providing ample space for production or storage. The land is facing east, allowing for good natural light and ventilation. It comes with a hard title for easy ownership transfer. The current owner will also handle the transfer fee, making the process smooth and straightforward. This property is ideal for businesses looking to expand or develop their own factory space. Key Features: - Land size: 11,817sqm - Main factory building: 60m x 127m - Additional building: 20m x 40m - Facing east for natural light - Hard title for easy ownership - wner handles transfer fee",11.537783,104.920232,20000000.0
227764.0,Land For Sale Facing Riverside ,"$2,800,000",,,10826.0,Phnom Penh,Chroy Changvar,Koh Dach,  ,Land/Development,False,residential,"Land For Sale Facing Riverside - Selling Price: $2,800,000 - Property ID: IL-L-098 - Land Size: 10,826 sqm - The best option for resort ??Location: Koh Dach (Riverside)",11.59354169,104.9299455,2800000.0
226992.0,1 Hectares Land for Sale – Next to Ly Yongphat National Road 6A,"$3,000,000",,,10774.0,Phnom Penh,Chroy Changvar,Preaek Lieb,  ,Land/Development,False,residential,"This potential land is located between the middle of the Mekong and Tonle Sap rivers and next to the Ly Yongphat development zone, National Road 6A. It has a total land area of 10774 square meters with a frontage length of 55 meters. These factors make this subject land suitable for a housing development project, commercial building, and capital gain.",11.67816267,104.90478,3000000.0
244640.0,Vacant Land for Sale I Sen Sok ,$325.0/m²,,,10100.0,Phnom Penh,Sen Sok,Kouk Khleang,   ,Land/Development,False,residential,"Discover a prime opportunity with this vacant land for sale in Sen Sok district . Spanning 10,100 sqm , this land comes with a hard title and faces east , offering great potential for either living or investment. The land is easily accessible via a good road and is situated close to numerous amenities. You'll find AEON Mall Sen Sok and Chip Mong Mall Sen Sok nearby, along with popular restaurants, coffee shops, and international schools. Local businesses, markets, and boreys are also just a short distance away. This location offers the perfect blend of convenience and potential for development. Whether you're looking to build your dream home or invest in a growing area, this property is a fantastic choice. Key Features: • Vacant land for sale • 10,100 sqm • Hard title • Face to the east • Access on good road • Ideal for living or investment • Close to malls, restaurants, schools, and more",11.578108,104.87022,3282500.0
246441.0,"Commercial Land For Urgent Sale on St. Samdach HUN SEN Blvd (St.60m), Phnom Penh","$1,850.0/m²",,,10057.0,Phnom Penh,Meanchey,Chak Angrae Leu, ,Land,False,commercial,"Land for sale at 60m Road developing area and before arrive Third AEON Mall, Phnom Penh City. ? Land size: 89m x 113m ? Can split 35m or 50m head ? Price: $1,850/Sq.m (negotiable) Good location in commercial area and perfect for building showroom, super market, shop-houses, villas, condo, apartment, hotel, hospital, international school. warehouses, and all kinds of businesses.",11.51810089,104.9275476,18605450.0
163525.0,Land for sale at Khan preak prov Along street 20 meter,"$40,500,000",,,10000.0,Phnom Penh,Prek Pnov,Preaek Pnov,  ,Land/Development,False,residential,"Location : Khan preak prov Sale Price: $4,050/sqm (Negotiable) including hard title transferring Along street 20 meter Size:100m x 100m (1 hectares) Good for investment",11.624955,104.81784,40500000.0
241439.0,"Land for sale 2,000,000$ (Can negotiation)","$2,000,000",,,10000.0,Phnom Penh,Chroy Changvar,Bak Kaeng,  ,Land/Development,False,residential,"Land for sale Property code: ALD24-002 Sell Price For sale price: 2,000,000$ (Can negotiation) Land size Land area: 10,000m2 Location Address: Chroy Changvar district, Phnom Penh",11.589674,104.925654,2000000.0
223096.0,Restaurant for sale,"$35,000",,6.0,10000.0,Phnom Penh,Chroy Changvar,Chroy Changvar,        ,Food/Hospitality,False,commercial,"- Construction: 50m * 20m, steel roof, concrete bottom, stone pillars, height 5m - 6 bathrooms for boys and girls, including bathroom - VIP room with 3 people, 20 people per room - Shower room, 1 air conditioner. 50 people in the front - Office room, equipment, table, chair, air conditioner - Staff room, 4 rooms - Front area has 16 tables, seating 100 people Free delivery of 3 phases - 6 air conditioners - Kitchen equipment: Vegetable cabinet, three doors, refrigerator, stainless steel stove, FUll set - Plates, spoons, glass, Full set 300 set + contract - 3 year lease - 3 months deposit - Land rent $ 1377 per month - Contract can be extended for up to 10 years indefinitely",11.589674,104.925654,35000.0
223339.0,House for sale in Borey Vimean Phnom Penh5,"$123,500",4.0,5.0,9366.0,Phnom Penh,Russey Keo,Tuol Sangkae 2,   ,House,False,residential,"Flat E0, E1 (House in front of Suon Thom) in Borey Vimean Phnom Penh Project 5 Khan Russey Keo is urgently needed for sale * Price only: $ 123,500 (Negotiable) * Price includes transfer of title deed * Size Land size: 4.2mx 22.3m * House size: 4.2mx 16m * Remaining land in front 4.5m and back land 1.8m * 4 bedrooms and 5 bathrooms Thom Borey ?? Civic living, safe, comfortable and full of big projects, markets and condos ?? Can pay by bank installment for 20 years, but need to pay 30% of the house price in advance.",11.59015,104.909641,123500.0
247338.0,"Land for Sale in Pong Tuek, Khan Dangkao",$160.0/m²,,,9330.0,Phnom Penh,Dangkao,Pong Tuek,   ,Land/Development,False,residential,"This property offers a large land size of 9,330m² , ideal for investment or development projects. The land comes with a hard title (L-map) , ensuring secure ownership and hassle-free transactions. Located in a convenient area along the strategic Ring Road 3, this property provides excellent accessibility. It is positioned toward the Chamkar Doung traffic light and Wat Kraing Sleng, connecting to National Road 3. With its prime location and substantial size, this land is suitable for various development opportunities such as residential projects, commercial spaces, or industrial setups. Don’t miss this chance to invest in a high-potential area. Contact us today for more details or to schedule a site visit. Key Features: • Total land size: 9,330m² • Hard title (L-map) • Located along Ring Road 3 • Near Chamkar Doung traffic light and Wat Kraing Sleng (National Road 3) • Suitable for investment and development projects",11.46218433,104.8357977,1492800.0
155964.0,Best land for sale near Aeon 3,"$12,240,000",,,8160.0,Phnom Penh,Chbar Ampov,Chbar Ampov I,  ,Land/Development,False,residential,Location good for invest or new project or Supermarket at Street 60m,11.47168139,104.9178604,12240000.0
201841.0,Land for sale in Russey Keo,"$14,996,100",,,8106.0,Phnom Penh,Russey Keo,Tuol Sangke, 105 ,Factory,False,commercial,"Land and Factory for sale location at Phum Toul Sangke, Sangkat Toul Sangke, Khan Russey Keo. Phnom Penh. close to Toul Sangke Market, currently surrounded by Market, shop house, supermarket, bus station, Factory, Warehouse, Bank, office building, commercial building or other business activities. current market price from 1987$ to 2050$ per square meter, selling under market price only 1850$/ square meter can negotiate a bit more. Land Front width: 120m Land Behind width: 100m Land Length: 75m Title Deed: Hard",11.59,104.9,14996100.0
243954.0,Land for Sale I Dangkao - Great Investment Opportunity!,$100.0/m²,,,7960.0,Phnom Penh,Dangkao,Tien,     ,Land/Development,False,residential,"Discover this prime land parcel spanning 7,960sqm with a hard Title , ideal for savvy investors. Situated in a strategic location, just minutes away from major attractions like Amazon Resort, Hun Sen Blvd, Ring Road 3, AEON Mall Meanchey, ISPP International School, and Techo International Airport. This area is bustling with commercial activities, coffee shops, supermarkets, and restaurants, ensuring convenience and growth potential. Don't miss out on this lucrative opportunity! Call now to secure your investment in one of Phnom Penh's most promising locations. Key Features: • Land area: 7,960sqm • Hard Title ownership • Strategic location near major attractions and amenities",11.43934032,104.849064,796000.0
248709.0,"Land For Sale Next to 60m Road developing area and before arrive Third AEON Mall, Phnom Penh City.","$14,476,000",,,7825.0,Phnom Penh,Meanchey,Chak Angrae Leu, ,Land/Development,False,residential,"Land for sale: Hun Sen ? Hun Sen ? Land Size: 80m x 98m = 78m2 The Road Road :, Urgent ? ? ? 98m = 78m2 [Canplit] ? ? & M2",11.52402148,104.9285052,14476000.0
237930.0,Land for sale in Boeung thom,"$944,580",0.0,,7266.0,Phnom Penh,Por Sen Chey,Boeung Thum, ,Land/Development,False,residential,7266m2 Price:130$/m2 Negotiable Land facing east wards Width:67m Length:115m https://maps.app.goo.gl/gGAJeCzUpxEPrjQC7,11.46605602,104.7488407,944580.0
224859.0,Vacant Land for Sale,"$2,559,960",,,7111.0,Phnom Penh,Chbar Ampov,Preaek Thmei, ,Land,False,commercial,"- Address: Commune Preaek Thmei , District Chbar Ampov , Phnom Penh - Land area :  61m x 115m - Price : 360$/sqm",11.52928,104.941454,2559960.0
249665.0,Warehouse for rent and sale,"$4,230,000",,,6792.0,Phnom Penh,Meanchey,Stueng Mean chey,  ,Warehouse,False,commercial,"Warehouse & Rent - Location: Sangkat Stung Meanchey - Warehouse Sales: Rental: Rental: ?? Contact: ?? Contact: ?? Contact: ?? Contact: Contact: +855125252515256 ... Standard Warehouse & Rent: Stung Meanchey Distribute: 7,692 M² Rental PRice: $2/m² - Sale Price: $550/m² - Additional Info: The warehouse is in a developing area with easy access to main roads, making it ideal for business operations or investment.",11.530254,104.8976,4230000.0
240895.0,??-??????7???? ?????????? | Land in Khan 7Makara for Urgent Sale | ?? - Khan 7 Makara ????,"$20,521,600",,,6413.0,Phnom Penh,7 Makara,Mittapheap,  ,Land,False,commercial,"????????????????????????????????????????????????????????????????????? ????????????????????? ???????????????????????????????????????????? ???????????? This land in a key commercial and residential district of Phnom Penh City. Located in 7 Makara District the main district linking Russian Blvd, Kampuchea Krom, and Monivong Blvd. Located in Makara District 7, the main areas connecting Russia Avenue, Cambodia Krom and Moniwan Avenue. ? ?????? | Land size | Land area: 6,413 Sqm/square meter ? ???????? | Sale Price | Sale Price | Sale Price: $20,521,600 = $3,200/sqm/square meter ???????????????????????? Olympia (?????????????????) GT Tower (???????????????) ???????????? Delano (???????????????) ? In close proximity to Olympia City development (residential project), GT Tower (office building) and Delano Center (office building). is close to Olympia City Development (residential project), GT Building (office building) and Delano Center (office building). ?????????????????? | Contact Us Now! | Contact Us Now! ???????????????????? | For Details | Details:",11.56585712,104.9128345,20521600.0
243250.0,Live the Life of Luxury in This Spacious Private Villa for Sale/Rent I Khan Chbar Ampov,"$10,000,000",20.0,25.0,6300.0,Phnom Penh,Chbar Ampov,Preaek Pra,     ,Villa,False,residential,"This stunning private modern villa in Khan Chbar Ampov is perfect for those seeking a grand lifestyle.  Imagine having plenty of space for your family and guests, with room to relax, entertain, and create lasting memories. The property features a massive land size of 6,300sqm and an expansive house size of 5,400sqm.  Spread over three floors, there are 20 bedrooms, 25 bathrooms, 4 living rooms, and 3 kitchens. Ample parking is available for your convenience. Two swimming pools, a movie room, a KTV room, and a sauna room offer endless entertainment options, while a hard title deed and free transfer fee ensure peace of mind. The east facing villa is filled with natural light throughout the day.  Location is ideal ! Situated opposite Borey Sambath Mean Heng 3 Project, the villa is also close to the Passport office, Chbar Ampov market, and Kbal Thnorl. Don't miss this chance to own a piece of paradise! Contact us today to schedule a viewing. Key features: • Private modern villa • Land size: 6,300sqm • House size: 5,400sqm • 3 Floors (E0, E1, E2) • Hard title deed • Free transfer fee • East facing • Furniture on negotiation • 20 Bedrooms • 25 Bathrooms • 4 Living rooms • 3 Kitchens • 2 Swimming pools • 1 Movie room • 1 KTV room • 1 Sauna room • Big parking • Convenient location",11.50338427,104.9650477,10000000.0
245978.0,Prime Corner Land for Sale in Khan Dangkao,$320.0/m²,,,6255.0,Phnom Penh,Dangkao,Tien,  ,Land/Development,False,residential,"A well-positioned corner land spanning 6255sqm is now available for sale in Khan Dangkao. This property comes with a hard title , offering a free transfer fee, making it a straightforward investment opportunity for development. Located along a main road, this land is in a convenient location with high accessibility, ideal for potential projects. It's close to Sangkat Roluos hall and surrounded by several ongoing developments, enhancing the area’s growth potential. Investors and developers looking for a promising site in Phnom Penh will find this corner land an appealing option. Don’t miss out on this opportunity—get in touch to secure it today! Key Features: • Corner land for sale in Khan Dangkao • Land size: 6255sqm • Hard Title (Free transfer fee) • Convenient location • On main road • Nearby Sangkat Roluos hall and other projects",11.504923,104.89187,2001600.0
211836.0,land for Sale at the Best Area around 5minustes from Svay Chrup Ferry Port,"$3,410,000",,,6200.0,Phnom Penh,Chroy Changvar,Chroy Changvar, ,Land/Development,False,residential,"Land for sale !!! At developing the Royal Government plans to build the Khmer-Korean friendly bridge in 2023. Land for Sale Arevoment AREA The Construction of the Cambodia-Korea Friends Bridge BRUDSED IN SVEDULED AND PRICE: 550 $ / PRICE) - Hard Layout / Hard Title - Land Location / Location: Prek Lvea Village, Prek Lvince, Kandal Province, Kandal Province.",11.59345306,104.9543759,3410000.0
247444.0,???????????? ? ??????????????????????? ???????????? ????????? ??????????????,"$721,920",,,6016.0,Phnom Penh,Dangkao,Tien,,Land/Development,False,residential,"Land For Sale: Town of Krong Road, Sangkat Viches, Dangkor Candy, Phnom Penh ? Sales: 6.016M2 (2 Hard Law Care) ? Sales:",11.62994007,104.887298,721920.0
213024.0,Luxury Condo - Modern Civilization in Phnom Penh,"$444,000",3.0,4.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac, ,Condo,False,residential,"Luxury-Modern Civil Condo in Phnom Penh, Your Excellencies, Lok Chumteavs, Lok Oknha, Ladies and Gentlemen, Are you looking for a modern, clean, good quality, spacious condo? I would like to introduce to you, Excellencies, Lok Chumteavs, Lok Oknha, Ladies and Gentlemen at the condominium project that: 1- Located in the best location on Norodom Blvd. (41) Central of Phnom Penh 4-Green landscape construction, aerial garden, superior quality of civilized living ?? ?? Spacious room-Bedroom 1: Size 78?-Bed room 2: Size 129?-Bed room 3: Size 196 ? - Bedroom 4: Size 262?",11.55,104.93,444000.0
213022.0,Luxury Condo - Modern Civilization in Phnom Penh,"$249,600",2.0,2.0,5825.0,Phnom Penh,Chamkarmon,Tonle Bassac, ,Condo,False,residential,"Your Excellencies, Lok Chumteavs, Lok Oknha, Ladies and Gentlemen, are you looking for a modern, clean, good quality, spacious condo? I would like to introduce to you, Excellencies, Lok Chumteavs, Lok Oknha, Ladies and Gentlemen at the condominium project that: 1- Located in the best location on Norodom Blvd. (41) Central of Phnom Penh 4-Green landscape construction, aerial garden, superior quality of civilized living ?? ?? Spacious room-Bedroom 1: Size 78?-Bed room 2: Size 129?-Bed room 3: Size 196 ? - Bedroom 4: Size 262?",11.55,104.93,249600.0
