price,land_area,address_line_2,latitude,longitude,price_per_m2,geometry,index_right,population,h_id,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km,near_Phsar_Chas_in_km,Phsar_Chas_nearest,Phsar_Chas_1_2km,Phsar_Chas_2_3km,Phsar_Chas_3_5km,Phsar_Chas_5_10km,near_Phsar_kandal_in_km,Phsar_kandal_nearest,Phsar_kandal_1_2km,Phsar_kandal_2_3km,Phsar_kandal_3_5km,Phsar_kandal_5_10km,n_cafe_5km,nearest_cafe,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_5km,nearest_gas_station,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_5km,nearest_hospital,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_5km,nearest_hotel,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_5km,nearest_pre_school,n_pre_school_in_1km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_5km,nearest_secondary_school,n_secondary_school_in_1km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_5km,nearest_primary_school,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_5km,nearest_university,n_university_in_1km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_5km,nearest_seven_eleven,n_seven_eleven_in_1km,n_seven_eleven_in_1km_to_2km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_5km,nearest_resturant,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,nearest_super_market,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_5km,nearest_borey,n_borey_in_1km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_5km,nearest_bank,n_bank_in_1km,n_bank_in_1km_to_2km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,n_atm_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,f_bridleway,f_corridor,f_cycleway,f_disused,f_footway,f_motorway,f_path,f_pedestrian,f_primary,f_residential,f_road,f_secondary,f_service,f_steps,f_tertiary,f_track,f_trunk,f_trunk_link,f_unclassified,f_unused
780000.0,287.5,Preaek Ta Sek,11.658559,104.913169,2713.043478260869,POINT (104.913169 11.658559),54030.0,1785.0,886584698bfffff,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,19,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,1,2,6,13,0,0,0,1,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,4,2,0,0,0,0,2,2,0,0,0,0,2,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
260000.0,96.0,Tuek Thla,11.55,104.89,2708.333333333333,POINT (104.89 11.55),53927.0,23197.0,8865846a9dfffff,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,185,1,3,21,35,125,175,0,12,20,43,100,113,0,0,12,27,74,93,0,0,1,4,88,101,1,3,14,22,61,97,1,2,13,20,61,79,1,3,10,16,49,93,1,9,11,24,48,112,1,5,18,54,34,37,0,1,4,9,23,119,0,0,0,2,117,102,0,3,5,18,76,30,0,3,5,5,17,264,0,0,12,73,179,985,0,12,54,158,761,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
950000.0,351.0,Veal Sbov,11.522551,104.96247,2706.5527065527067,POINT (104.96247 11.522551),53953.0,3342.0,8865846a51fffff,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,49,0,1,8,4,36,34,0,0,4,10,20,8,0,0,2,0,6,10,0,0,0,0,10,6,0,0,0,1,5,17,0,0,3,1,13,13,0,0,1,4,8,10,0,0,0,3,7,6,0,0,0,0,6,8,0,0,3,1,4,9,0,0,0,0,9,11,0,0,2,0,9,16,0,4,5,0,7,19,0,0,0,0,19,66,0,0,0,0,66,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1150000.0,425.0,Cheung Aek,11.47560667,104.9177168,2705.8823529411766,POINT (104.9177168 11.47560667),54690.0,118.0,8865846153fffff,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,14,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,18,0,3,1,1,13,23,0,0,2,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,1,7,2,0,0,0,0,2,1,0,0,0,0,1,4,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,2,16,0,0,4,2,10,6,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1150000.0,425.5,Cheung Aek,11.500658,104.856173,2702.7027027027025,POINT (104.856173 11.500658),54676.0,2310.0,8865846183fffff,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,17,0,0,2,0,15,36,1,1,4,2,28,1,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,4,14,0,1,1,3,9,2,0,0,0,0,2,8,0,0,2,0,6,0,0,0,0,0,0,3,0,0,0,0,3,32,1,2,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3600000.0,1332.5,Phnom Penh Thmei,11.59043352,104.8720904,2701.688555347092,POINT (104.8720904 11.59043352),54090.0,4621.0,88658468d1fffff,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,92,2,6,8,18,58,123,1,9,10,26,77,20,0,0,0,2,18,17,1,1,1,4,10,33,0,0,2,5,26,53,1,2,3,16,31,36,1,4,1,7,23,48,0,1,4,9,34,79,0,0,4,20,55,18,0,0,2,4,12,5,0,0,0,2,3,31,0,1,3,11,16,27,0,1,6,7,13,44,6,0,6,6,26,185,0,0,18,24,143,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
9960000.0,3688.0,Chak Angrae Leu,11.48309607,104.9197317,2700.6507592190887,POINT (104.9197317 11.48309607),54688.0,977.0,8865846157fffff,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,20,4,0,0,1,15,26,0,0,0,10,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,0,0,0,2,8,4,0,0,0,0,4,1,0,0,0,0,1,4,0,0,0,2,2,1,0,0,0,0,1,2,0,0,0,1,1,18,0,0,1,8,9,6,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
9207000.0,3410.0,Chrouy Changvar,11.589674,104.925654,2700.0,POINT (104.925654 11.589674),54162.0,11327.0,8865846819fffff,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,141,4,3,19,29,86,111,2,2,10,26,71,103,0,0,12,24,67,85,0,1,15,47,22,98,1,2,15,22,58,75,0,1,3,11,60,61,1,3,9,13,35,49,0,2,4,6,37,83,0,1,5,7,70,28,1,0,1,9,17,113,0,0,32,52,29,81,2,2,3,27,47,17,0,0,1,1,15,252,0,6,1,101,144,931,12,18,134,362,405,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
4320000.0,1600.0,Ou Baek K'am,11.55,104.89,2700.0,POINT (104.89 11.55),53927.0,23197.0,8865846a9dfffff,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,185,1,3,21,35,125,175,0,12,20,43,100,113,0,0,12,27,74,93,0,0,1,4,88,101,1,3,14,22,61,97,1,2,13,20,61,79,1,3,10,16,49,93,1,9,11,24,48,112,1,5,18,54,34,37,0,1,4,9,23,119,0,0,0,2,117,102,0,3,5,18,76,30,0,3,5,5,17,264,0,0,12,73,179,985,0,12,54,158,761,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
583200.0,216.0,Chrouy Changvar,11.58,104.93,2700.0,POINT (104.93 11.58),54133.0,5351.0,886584685bfffff,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,157,0,6,27,37,87,106,0,0,17,26,63,109,1,4,20,54,30,87,0,20,40,12,15,104,2,7,25,17,53,84,0,1,5,18,60,65,0,2,14,17,32,52,0,0,9,10,33,83,0,1,8,10,64,31,0,0,7,4,20,118,0,35,49,18,16,87,0,4,23,26,34,14,0,0,0,4,10,252,0,32,62,127,31,973,12,115,313,317,216,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
226800.0,84.0,Boeng Kak Ti Muoy,11.5445,104.913586,2700.0,POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,177,7,12,36,37,85,145,1,13,20,35,76,112,1,4,36,49,22,91,0,3,5,36,47,103,3,9,23,30,38,90,3,12,26,16,33,73,3,4,14,30,22,79,2,4,17,21,35,101,0,8,7,24,62,34,1,6,5,4,18,120,2,4,18,28,68,95,2,9,20,29,35,24,0,0,3,3,18,258,0,0,73,125,60,985,18,36,184,359,388,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
1180000.0,437.5,Phnom Penh Thmei,11.575837,104.920096,2697.1428571428573,POINT (104.920096 11.575837),53920.0,16252.0,8865846aadfffff,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,10,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,3,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,175,11,11,31,45,77,143,0,14,21,26,82,112,8,11,49,23,21,89,7,22,36,15,9,109,2,12,29,39,27,93,2,0,12,35,44,78,2,2,22,22,30,64,1,2,13,20,28,103,3,3,11,40,46,35,1,1,8,8,17,119,3,42,47,19,8,98,1,13,28,26,30,16,0,0,1,4,11,270,1,87,112,40,30,1027,39,208,432,162,186,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
148000.0,55.0,Ou Ruessei Ti Muoy,11.55,104.93,2690.909090909091,POINT (104.93 11.55),53894.0,7658.0,8865846ae9fffff,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,10,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,164,7,14,32,49,62,122,2,1,9,53,57,111,2,14,29,44,22,88,2,8,27,39,12,101,3,5,32,29,32,79,7,10,16,19,27,73,4,3,16,16,34,63,0,4,13,15,31,81,2,3,11,11,54,33,2,0,8,11,12,118,9,7,34,64,4,88,2,13,23,30,20,19,0,0,1,2,16,252,1,7,64,166,14,973,12,84,206,496,175,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4800000.0,1785.0,Veal Sbov,11.522551,104.962474,2689.075630252101,POINT (104.962474 11.522551),53953.0,3342.0,8865846a51fffff,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,49,0,1,8,4,36,34,0,0,4,10,20,8,0,0,2,0,6,10,0,0,0,0,10,6,0,0,0,1,5,17,0,0,3,1,13,13,0,0,1,4,8,10,0,0,0,3,7,6,0,0,0,0,6,8,0,0,3,1,4,9,0,0,0,0,9,11,0,0,2,0,9,16,0,4,5,0,7,19,0,0,0,0,19,66,0,0,0,0,66,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
430000.0,160.0,Boeng Salang,11.562248,104.898461,2687.5,POINT (104.898461 11.562248),53937.0,20882.0,8865846a87fffff,4,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,191,1,14,25,66,85,170,4,6,39,47,74,114,1,6,32,50,25,98,0,0,3,23,72,109,5,9,17,31,47,102,2,5,18,29,48,84,5,2,13,23,41,88,6,3,20,20,39,114,4,24,27,36,23,37,0,3,6,8,20,119,0,0,0,28,91,107,0,3,12,44,48,26,0,0,4,6,16,276,0,0,85,122,69,1033,6,24,181,376,446,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
203000.0,75.6,Khmuonh,11.55,104.89,2685.185185185185,POINT (104.89 11.55),53927.0,23197.0,8865846a9dfffff,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,185,1,3,21,35,125,175,0,12,20,43,100,113,0,0,12,27,74,93,0,0,1,4,88,101,1,3,14,22,61,97,1,2,13,20,61,79,1,3,10,16,49,93,1,9,11,24,48,112,1,5,18,54,34,37,0,1,4,9,23,119,0,0,0,2,117,102,0,3,5,18,76,30,0,3,5,5,17,264,0,0,12,73,179,985,0,12,54,158,761,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
248000.0,92.4,Chrouy Changvar,11.63855062,104.9169466,2683.982683982684,POINT (104.9169466 11.63855062),53996.0,3373.0,88658469ddfffff,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,1,17,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,13,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,18,0,2,0,1,15,26,0,1,2,0,23,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,8,0,0,0,2,6,9,0,0,0,4,5,4,0,0,1,1,2,3,0,0,1,0,2,8,2,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,12,2,0,2,2,6,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
180000.0,67.2,Ou Baek K'am,11.55,104.89,2678.5714285714284,POINT (104.89 11.55),53927.0,23197.0,8865846a9dfffff,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,185,1,3,21,35,125,175,0,12,20,43,100,113,0,0,12,27,74,93,0,0,1,4,88,101,1,3,14,22,61,97,1,2,13,20,61,79,1,3,10,16,49,93,1,9,11,24,48,112,1,5,18,54,34,37,0,1,4,9,23,119,0,0,0,2,117,102,0,3,5,18,76,30,0,3,5,5,17,264,0,0,12,73,179,985,0,12,54,158,761,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
265000.0,99.0,Preaek Ta Sek,11.6468666,104.905866,2676.7676767676767,POINT (104.905866 11.6468666),53999.0,1716.0,88658469d7fffff,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,1,18,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,13,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,17,0,0,1,5,11,24,0,0,1,6,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,1,5,7,0,0,1,2,4,3,0,0,0,2,1,3,0,0,0,1,2,10,0,0,2,0,8,0,0,0,0,0,0,1,0,0,0,0,1,12,0,1,2,4,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
310000.0,116.0,Pong Tuek,11.48,104.9,2672.4137931034484,POINT (104.9 11.48),54714.0,1551.0,886584611bfffff,9,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,16,0,0,2,3,11,32,0,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,1,1,3,2,0,0,0,0,2,1,0,0,0,0,1,5,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,2,26,0,2,3,2,19,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
860000.0,322.0,Chak Angrae Leu,11.5445,104.913586,2670.807453416149,POINT (104.913586 11.5445),53909.0,23239.0,8865846ac7fffff,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,177,7,12,36,37,85,145,1,13,20,35,76,112,1,4,36,49,22,91,0,3,5,36,47,103,3,9,23,30,38,90,3,12,26,16,33,73,3,4,14,30,22,79,2,4,17,21,35,101,0,8,7,24,62,34,1,6,5,4,18,120,2,4,18,28,68,95,2,9,20,29,35,24,0,0,3,3,18,258,0,0,73,125,60,985,18,36,184,359,388,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
