id,information,type,province,price,land_area,price_per_m2,lat,long
rl-121424849,"Business house for sale
On the road Mong Rithy Street, Sangkat Phnom Penh Thmey, Khan Sen Sok.
- Sale Price: $ 1,200,000 (Negotiable)
- Home Size: 8m x 16m
- Land size: 20m x 30m
- Layout: Hard layout
- Bedrooms: 3
- Bathrooms: 4
- For more information: 085 222 928/085 222 969 969 993 667 (Mr.Narong)",RESIDENTIAL,Phnom Penh,1200000.0,128.0,9375.0,11.57351,104.877057
rl-135287596,"Emergency Building ⚡ At Diamond Diamond Diamond Plan (ID: # D3344)
👉 Price: $ 990,000 (Negotiable)
👉 Location in the Middle of Diamond Municipality in the ELZ building in the region of stronger development around the international hospital market.
√ Building size: 8m × 14m
👉 Eco is 8-story high with 11 rooms, 20 bathrooms
👉 Total building size 1,043.5m²
👉 The house is turned to the south
👉 Release the Oil Transfer Service (solid layout)	
E-19-306 ID ID
Contact:	
☎️ (Cellcard): 078 919 789 | 012 61 31113  	
☎️ (smart): 015 779 789	
🌐https: //www.c21diamondInvestments.com	
↗️telgram: https://t.me/century21diamond",RESIDENTIAL,Phnom Penh,990000.0,43.5,22758.620689655174,11.548328,104.932617
rl-133747023,"Special Unit Corn corn Penthouse on 73rd Floor At J-Tower 3
- 3BEDRROMS 2BathROOMS
- 166sqm Net
- 5meter Heigh from CEILING TO FLOOR
Corner Unit With 2 Direction Views North and East 
- Full River View 
- can mf with the Additional Charge 
- $ 770,000
Visit Appointment at 089 788861 
t.me/panhareth_duy
J Tower 3
Situated At South of BKK1, J Tower 3 IS the Well-Known Japanese, Japest Building in Cambodia IS the Highest Builds With 77 floors and 320m from the Ground. 
Not Only Convenient Locations, J Tower 3 IS Offering The First Unique Spracius Family Units Family Units Family Units. All of the Units of J Tower 3 on IMS 77 Floors ARE 3 BedRoom Units On Total 360 Units. This Has Added More Valued to the Become Proome A Family-Home Experience Thranged A Place Like ""Home""
The Asstonishing J Tower 3 IS Offering Fantastic Facilities Such Sercing Hall, Swimse Gym on the 27th Floor, Inner Swimming Pool, Spoom On the 49th Floor, Café & Lounge Center and Sky Pool on the 77th Floor. 
The Current Prize-Booking Status of J Tower 3 Now is 135% Whited SHOWN THAT ISIQUT THIS UNICAL PRICEPUCAL PRICE Specal Promotion Launching J Tower 3 IS Between September - December 2023 And the Handover Shaller B 2028. The Course, The Buyers A. Enjoying Their of the Nos 60 MONTHS. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. Call Us Now to disccuss More Details on J Tower 3 and Book A Tour Visit to J Tower 2 for the Market Study CHECK.
There Few Director Of the Each Fut Presently 3.",RESIDENTIAL,Phnom Penh,770000.0,166.0,4638.55421686747,11.543745,104.923347
rl-121013850,"Julino solo villa for immediate sale (L-2233)
* $ 750,000 $
* Home size | House Size: 7.6m x 12m
* Land size | Land Size: 13m x 24m
* Bedroom | BedRome: 5
* 6 * Hard layout
* Borey Peng Huoth Peng Huot Boeung Snoy (St. Bolis)
------------------------------------------------------
* Contacts now
085 222 758 | 069 993 668 | 085 222 736",RESIDENTIAL,Phnom Penh,750000.0,91.2,8223.684210526315,11.524933,104.956408
rl-133747022,"J-Tower 3 3. Penthouse For Sales At AT J-Tower 3
- Penthouse on 73rd Floor | 77 F
- 5meter Heigh from CEILING TO FLOOR
- 178SQM Net 
- 3BEDROUROMS with 3 Bathrooms
- FAE TO WEST 
- Can add MFLOor with Additional Charge 
Visit Appointment at 089 788861
t.me/panhareth_duy
J Tower 3
Situated At South of BKK1, J Tower 3 IS the Well-Known Japanese, Japest Building in Cambodia IS the Highest Builds With 77 floors and 320m from the Ground. 
Not Only Convenient Locations, J Tower 3 IS Offering The First Unique Spracius Family Units Family Units Family Units. All of the Units of J Tower 3 on IMS 77 Floors ARE 3 BedRoom Units On Total 360 Units. This Has Added More Valued to the Become Proome A Family-Home Experience Thranged A Place Like ""Home""
The Asstonishing J Tower 3 IS Offering Fantastic Facilities Such Sercing Hall, Swimse Gym on the 27th Floor, Inner Swimming Pool, Spoom On the 49th Floor, Café & Lounge Center and Sky Pool on the 77th Floor. 
The Current Prize-Booking Status of J Tower 3 Now is 135% Whited SHOWN THAT ISIQUT THIS UNICAL PRICEPUCAL PRICE Specal Promotion Launching J Tower 3 IS Between September - December 2023 And the Handover Shaller B 2028. The Course, The Buyers A. Enjoying Their of the Nos 60 MONTHS. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. Call Us Now to disccuss More Details on J Tower 3 and Book A Tour Visit to J Tower 2 for the Market Study CHECK.
There Few Director Of the Each Fut Presently 3.",RESIDENTIAL,Phnom Penh,720000.0,178.0,4044.9438202247193,11.543371,104.923297
rl-121294509,"Single Single Villa in Borey Chont Cheung Street, Ey Sophara (L-3246) has a DECOR and clean | Sales Price [$ 670,000]
----------------------------
Instantly buy! Stay immediately!
Contact Number: 085 222 798/069 993 667 (Mr. Roma)
Features of Villa | Property Detail
Land size: 14m x 23m | Home Size: 9m x 12m
Bedrooms: 5 | Bathrooms: 6
Living Room: 1 | Park Status: 3
Layout: cut to Borey
Location: During the Yolom Montan, Sangkat Chore, Khan Russey Keo, Khan Russey Keo",RESIDENTIAL,Phnom Penh,670000.0,322.0,2080.745341614907,11.622469,104.910548
rl-121013860,"ICC
👉 4m x 25.7 Mountain House in front of 6m
👉 3 bedrooms 2 bathrooms
👉 Hard layout
#Shophouse #forsale #phsartmey
- PRICE: $ 670,000
- size: 4m x 25.7m, Front Area: 6m
- 3 BedRrogroms, 2 bathrooms",RESIDENTIAL,Phnom Penh,670000.0,102.8,6517.50972762646,11.567896,104.918873
rl-121658905,"🏠 Flat for sale in Central Market
* Revenue House 1000-1200 per Month
* Sale Price: $ 650,000 (Negotiable) Hard layout
* Home size: 8 m x 20 m
* Bedrooms: 08, Bathrooms: 09
* 02 kitchen, 02 living room
And the parking lot 01
* Turn north
📞 For more information: 095 221 888
📧 Email: info.c2mekong.com
🌍 https://reprand.ly/37a1f
Thanks!
----------------------
🏠 Flat for Sale at PSAR Kandal2
* Sale Price: $ 650,000 (Negotiable) Hard Title
* House Size: 8m x 20m
* BedRoom: 08, bathroom: 09
* Kitchen: 2, Living Room: 2
and parking: 1
* Direction: South
📞 More Detail Information: 095 221 888
📧 Email: info.c2mekong.com.kh
🌍 https://reprand.ly/37a1f
THANKY !!
#Team_bassac (Mr. Hong Laaiheng)",RESIDENTIAL,Phnom Penh,650000.0,160.0,4062.5,11.54557,104.905305
rl-133747021,"Special River River the Unit Available For Sales at the Sales at the J-Tower 3
- 3BEDRROMS 2BathROOMS
- 166sqm Net
- 5meter Heigh from CEILING TO FLOOR
Corner Unit With 2 Direction Views North and East
- Full River View
- can mf with the Additional Charge
Visit Appointment at 089 788861
t.me/panhareth_duy
J Tower 3
Situated At South of BKK1, J Tower 3 IS the Well-Known Japanese, Japest Building in Cambodia IS the Highest Builds With 77 floors and 320m from the Ground. 
Not Only Convenient Locations, J Tower 3 IS Offering The First Unique Spracius Family Units Family Units Family Units. All of the Units of J Tower 3 on IMS 77 Floors ARE 3 BedRoom Units On Total 360 Units. This Has Added More Valued to the Become Proome A Family-Home Experience Thranged A Place Like ""Home""
The Asstonishing J Tower 3 IS Offering Fantastic Facilities Such Sercing Hall, Swimse Gym on the 27th Floor, Inner Swimming Pool, Spoom On the 49th Floor, Café & Lounge Center and Sky Pool on the 77th Floor. 
The Current Prize-Booking Status of J Tower 3 Now is 135% Whited SHOWN THAT ISIQUT THIS UNICAL PRICEPUCAL PRICE Specal Promotion Launching J Tower 3 IS Between September - December 2023 And the Handover Shaller B 2028. The Course, The Buyers A. Enjoying Their of the Nos 60 MONTHS. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. Call Us Now to disccuss More Details on J Tower 3 and Book A Tour Visit to J Tower 2 for the Market Study CHECK.
There Few Director Of the Each Fut Presently 3.",RESIDENTIAL,Phnom Penh,620000.0,166.0,3734.9397590361446,11.54364,104.92339
rl-134439091,"Discover The J Tower 2 Condo BKK1, an EXPTIONAL Resources Resident In BKK1 That offering includes an Includes an IncrediBly Pentih The UNIT IS Fully Fully Fuelish and Available for $ 500,000, inclusive of decorations, With OWNERSHIP Offered As Hard Title / Freehold.
Key Highlights of The Property:
Unit Type: Penthouse (3-BedRoom)
Unit Size: 153 SQM Net Area
Selling Price: $ 520,000 - Ngotiable 
Ownership: Hard Title / Freehold
Completion: Recently competed
Floors: 42 in Total
Amenities and Facilities:
1st Floor: the information center
G Floor: Table Pool, Table Tennis, Play Ground
24th Floor: Lobby, Kids Room, Mini Mart, Coffee Shop, Meeting Room, Information Counsel
41st Floor: Gym, Indoor Swimming Pool, Steam Room, Baby Pool
42nd Floor: Sky Swimming Pool, Sky Bar
This Development Promises Luxurious Luxurio Living With COMPREHENIENIVE Amenities and a Strategic Location and Secure You Penthouse at J Tower 2 Condo BKK1.
Visit Appointment at 089 788861 | 098889987 
t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,520000.0,153.0,3398.6928104575163,11.545364,104.923562
rl-134553010,"The Penthouse 3 BedRroD1 J Tower 2 For Sale !!
✔️ PRICE $ 520,000
✔️ Facing toe
✔️ Location BKK1
✔️ Net Size 153m2
✔️ Total Floor 42
¡On High Floor
✔️ The Facility Has Sky Big Fitness Gym 2 Swimming Pool, Sky Lobby and Playground, Car Parking and etc ..
📍 5 minutes from aeon mall Phnom Penh
📍 In Premium Area (BKK1) Surrounding by Restaurant, Muffer Shop, International School, Bank etc.
📍 map: https://goo.gl/maps/haw87w69acedjcrw6
More Info Please
(+855) 89 666 721
J Tower 2
J Tower 2 IS A 42-Story Landmark Building in BKK1, Known The Unique Resident from 228SQMs 3- Berooms 153sqm Penthouse on the Top. 
Amenities Include the Uncrusive Unique Diferent Pools Pooling, Meeting Room, (4) High Speed ​​Elevators, One of Which is Pet-Friendly. 
Not Only One of the Landmark Tallest Building in BKK1, J Tower 2 Position Convenience, Brandaurants, Retail Stores, and more. 
There 3 Important Things to Consider Mosts White You Invest, Thereer ARE location, location, and locations. J Tower 2 is Highly Recommly Project Project Project in BKK1. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. For More Details of J Tower 2 Available Units for Sales Or Rent Now.",RESIDENTIAL,Phnom Penh,520000.0,153.0,3398.6928104575163,11.545427,104.923712
rl-121424850,"Twin villas for sale locations in Borey Origade Road 2004
- Price: $ 450,000 (Negotiable)
- Land size: 8m x21m
- Home Size: 6m x12m
- bedrooms: 4
- Bathrooms: 6
- The living room: 1
- Car Stock: 1
- Location: Located in Borey Orchid along Street 2004, Sangkat Teuk Thla, Khan Sen Sok, Phnom Penh
- For more details: 085 222 928/085 222 968/069 993 667 (Mr.Narong)",RESIDENTIAL,Phnom Penh,450000.0,168.0,2678.5714285714284,11.551613,104.871103
rl-121303174,"💢 Twin Villa for sale in Borey Orchids Street 2004 (L-3257)
✅ For only $ 450,000 (negotiable)
✅ Home size: 6m x 12m, 6m in front of 6m, and post-soil next 2m.
✅ Land size: 8m x 20m.
✅ Beautiful new home
📳 For more information: Phone: 085 222 968/069 993 667 (Mr.Narong)",RESIDENTIAL,Phnom Penh,450000.0,72.0,6250.0,11.57351,104.877057
rl-121406183,"House for sale in busy commercial areas can generate revenue regularly in Toul Kork (L-3333)
- Price: $ 430,000 (Negotiable)
- Home Size: 4.2m x 22m
- bedrooms: 4
- Bathrooms: 5
- Layout: Hard layout
- For more information: 085222 928/08522222968/069999367 (MS Leaphea)",RESIDENTIAL,Phnom Penh,430000.0,92.4,4653.679653679654,11.575754,104.891908
rl-133747020,"The 3BEDROUROM FAMInty-Size Apartment with the Best Direction Face to East With ABSOLUTE RIVER VIEW FRARS FRIARS AT J-Tower 3
- size: 178sqm Net
- 3BEDRROOMS with 3borthrooms
- 55th Floror 
- Only $ 421,000
- Total Floor: 77 Floror 320meter 
- Japanese Developer 
- South of BKK1, Prime Location
Visit Appointment: 089788861
t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,421000.0,178.0,2365.1685393258426,11.543598,104.923433
rl-133332209,"Exclusive 3-BedRoom Corn Unit: J Tallest Condo in Cambodia
Uncover Luodury In this expansive 166 Square Meter Meter 3-BedRroomm Corn AT J Tower 3, priced attractively at $ 1870 per Square Meter Net.
J Tower 3 Stands Tall As Cambodia's Premier Skyscraper, offering the 3-BedRome Condos in Town. Nestled In A Prime South BKK1 Location, It Grants Stunning Vistas and a Contemporary Lifestyle.
Access Outs Flanding Facilities - THINK Top-Tier Amenities Tailored For Your Comfort. Backed by a reputable Japanese developer known for crafoting remarking homes homes.
Arrange a Viewing by Dialing 089 788861 or At T.ME/panhareth_duy. Embrace Upscale UPBAN LIVING AT J Tower 3, Combining Space, Luxury, and ADE ADDRESS FOR AN ExceptIntional Lifthalyle.",RESIDENTIAL,Phnom Penh,413000.0,166.0,2487.9518072289156,11.543451,104.92339
rl-121013822,"Homes of two in adjacuated apartments in Toul Svay Prey
- ID: NR11-006
- Sale Price: $ 400,000 $ / Pet (Negotiable Price)
- Home Size: 4m x 18m
- Height: Two and a half-story
- Layout type: Hard layout
The rest of the front: 6m
- Bedrooms: 6
- Bathrooms: 5
- Kitchen: 1
- The living room: 1
- direction: gems
- ទីតាំងស្ថិតនៅសង្កាត់ទួលស្វាយព្រៃទី១ ខណ្ឌបឹងកេងកង រាជធានីភ្នំពេញ ចំងាយត្រឹមតែ២០០ម៉ែត្រពីវិទ្យាល័យទួលស្វាយព្រៃ។
- For more information, please contact 016 833 833 833 833 833 833 833 833 (Da Van). Thanks!
----------------------------------------------------
Twin Flat House For Sale
- ID: NR11-006
- PRICE: $ 400,000 (Negotiable)
- House Size: 4m x 18m
- Floors: 2nd
- Title: Hard Title
- front yard: 6m
- Beds: 6
- Baths: 5
- living room: 1
- kitchen: 1
- view: South
- Location : Sangkat Toul Svay Prey, Khan Beoung Keng Kang, Phnom Penh, 200m from Toul Svay Prey High School.
- for More Information Pleatgo Contacts to Ms. Davan: 016 833 833/017 833 833 833 833 833 833 Thanks You!",RESIDENTIAL,Phnom Penh,400000.0,72.0,5555.555555555556,11.54803,104.911145
rl-121406179,"Twin Villa sells in Borey Peng Hout Meanchey
- Sale Price: $ 387,000 (Negotiable) (L-3338)
- Home materials: No
- Home size: 6 m x12 m
- Land size: The left 1M rest is 5m away
- Layout: Soft
- Turn forward to the top: the leg
- Location: Bore Peng Huot, Sangkat Steung Meanchey, Khan Meanchey, Phnom Penh
- Describe: downtown area, many living people near the market and hospital.
📳 For more information: 085 222 758/085 222 731/069 993 668 (MSS Dary)",RESIDENTIAL,Phnom Penh,387000.0,72.0,5375.0,11.534884,104.885656
rl-121424856,"Flat for business for Borey Long Nyn Ney Nyun Chamnni Chhor Ngani (L-3350)
- Sale Price: $ 385,000 (Negotiable)
- Home materials: No
- Home Size: 4.1m x 16m
Land size: Lower Left 1m, 4m
- Turn forward to the top: the sink
- Room: 5 bedrooms, 6 bathrooms
- E0 + E1 + E2
Contact Lake: 085 222 731/085 222 939 993 668 668",RESIDENTIAL,Phnom Penh,385000.0,65.6,5868.90243902439,11.482333,104.90211
rl-121469962,"House for business for sale at Chhouk Chhouk Market
* Price: $ 380,000 (Negotiable) (L-3388)
* Home Size: 4.2m x 18m
* Facre: 5m house face and next 13m
* There are 2 floors: EO, E1
* Room: There are 4 bedrooms and 5 bathrooms
* Cut the hard layout
* St: Step in Borey New World Chhouk Meas Sangkat Phnom Penh Thmey, Khan Sen Sok, Phnom Penh
For more information: 085 222 928/085 222 968/069 993 667 (MR.Leaphea)",RESIDENTIAL,Phnom Penh,380000.0,75.60000000000001,5026.455026455026,11.57351,104.877057
rl-121383059,"💢 Twin Villa sells in Borey Peng Hout Meanchey
👉 Sales Price: $ 360,000 (Negotiable) (L-3329)
👉 Home material: No
👉 Home size: 6m x12m
👉 Land size: Left rest 1m, 5m Ahead
👉 Location: Beng Peng Hout, Sangkat Steung Meanchey, Khan Meanchey, Phnom Penh
👉 Describe: downtown areas, many living people near the market and hospital.
----------------------------------------------------
Direct contact with sales agent:
📳 085 222 758 | 085 222 731 | 069 993 668 (MSSEARY)
#villaforsale #villa #newhosue #boreypenghhuoth",RESIDENTIAL,Phnom Penh,360000.0,72.0,5000.0,11.534884,104.885656
rl-121389213,"Love lives in luxurious villa in Borey Peng Huoth, Stung Mean Chey Meanchey, which is near your children's schools and work (L-3332)
Sale Price: $ 358,000 (Negotiable)
----------------------------
Home size: 6m x12m
Land Size: Left Left 1m, 5m Ahead
Describe: downtown areas, many living people near the market and hospital.
Contact: 085 222 758 | 085 222 731 | 069 993 668 (MSSEARY)
For other properties / more propertties:
https://www.khmer24.com/en/century21imperiorrealty",RESIDENTIAL,Phnom Penh,358000.0,72.0,4972.222222222223,11.534884,104.885656
rl-132916368,"1202
J Tower 3 
PRICE: 333,000
178sqm net
Face to East
3BEDROUROMS 2 Bathrooms
TOTAL 77th Floror 
- main lobby is on the 50th Floror
- gym & indoor pool is on 27th Floror
- Sky Pool & Sky Bar on 77th Floror
J Tower 3
Situated At South of BKK1, J Tower 3 IS the Well-Known Japanese, Japest Building in Cambodia IS the Highest Builds With 77 floors and 320m from the Ground. 
Not Only Convenient Locations, J Tower 3 IS Offering The First Unique Spracius Family Units Family Units Family Units. All of the Units of J Tower 3 on IMS 77 Floors ARE 3 BedRoom Units On Total 360 Units. This Has Added More Valued to the Become Proome A Family-Home Experience Thranged A Place Like ""Home""
The Asstonishing J Tower 3 IS Offering Fantastic Facilities Such Sercing Hall, Swimse Gym on the 27th Floor, Inner Swimming Pool, Spoom On the 49th Floor, Café & Lounge Center and Sky Pool on the 77th Floor. 
The Current Prize-Booking Status of J Tower 3 Now is 135% Whited SHOWN THAT ISIQUT THIS UNICAL PRICEPUCAL PRICE Specal Promotion Launching J Tower 3 IS Between September - December 2023 And the Handover Shaller B 2028. The Course, The Buyers A. Enjoying Their of the Nos 60 MONTHS. 
WithiT Office in Japan, Century21 Fuji Realty, Has Been Opering in Cambodia for Local and Overses Customs Offomers Incrudty Management services. Call Us Now to disccuss More Details on J Tower 3 and Book A Tour Visit to J Tower 2 for the Market Study CHECK.
There Few Director Of the Each Fut Presently 3.",RESIDENTIAL,Phnom Penh,333000.0,178.0,1870.7865168539327,11.54364,104.923583
rl-133864422,"Penthouse 2-Story 2Bedroom For Sale
- Good price only $ 330,000
- 2BEDROM DUPLEX Penthouse
- 156sqm
- fully filned
- remaining 5 months Rental Contract $ 1800 / M
- Located at A Atk Chouy Chongvar Area
Visit Appointment AT 0897888861 | 098 889987
t.me/panhareth_duy",RESIDENTIAL,Phnom Penh,330000.0,156.0,2115.3846153846152,11.589447,104.928669
rl-121424861,"- Twin Villa for Sale (L-3345)
Homes of New Construction of the new construction of Borey Lower than the Borey Market Chroy Changvar market.
- Price: $ 320,000 (Negotiable)
- Home size: 6m x 12m
- Land size: 8m x 21m
- bedrooms: 4
- Bathrooms: 5
- The living room: 1
- Location: Borey De Mekong Royal Street National Road 6A. Housing a nobility, lifestyle and good ventilation, comfortable and good security.
- Relationships Number: 085 222 759/069 993 667 (Panha)",RESIDENTIAL,Phnom Penh,320000.0,72.0,4444.444444444444,11.589422,104.927091
rl-121294510,"Twin Villa for Sale in Toula Villa Villa (L-3248)
- Sale Price: $ 312,000
👉 Villa's features | Property Detail
- Land size: 8m x23m
- Home size: 6m x 12m
- Room: bedroom: 4; Bathrooms: 5
- The living room: 1
Layout: Cutting a hard layout
- Location: Borey Villa Villa Tuoting Sangkat Toul Sangke, Toul Sangke, Khan Russey Keo, Phnom Penh.
📳 Contact: 085 222 798/069 993 667 (MR.Roma)",RESIDENTIAL,Phnom Penh,312000.0,184.0,1695.6521739130435,11.590668,104.909745
rl-121645351,"Condo for sale and rent in Rose Condo
* Location: Sangkat River Bassac, Khan Chamkarmon, Phnom Penh
* Sale Price: $ 310,000 (Negotiable)
* Rental Price: $ 2,200 per month (Negotiable)
* Full material
* Building size: 194.08 square meters
* Condo size: 159.4 square meters
* Bedrooms: 3, bathrooms: 3
* Living Room 01, 01 kitchen
And the parking lot 01
☎️ For more information: 095 221 888
🌍 https://reprand.ly/d367b
Thanks!
-----------------
🏬 Rose Condo for Sale and Rent
- Price Sell: 310,000 (All Furniture)
  Hard Title 
- For Rent 2200 $ / Month
-Size: 194.08SQM Gross, Net 159.4sqm
-Floor: 7th Floor / Building C
-3 BedRrogroms | 3 Bathroom
-View: East Seat and South
The Leasing Price IS inclusive of:
-24-HRS Security
-24-HRS Front desk 
-Swimming pool
-Gyg
The Leasing Price IS Exclusive of:
-Oletricity at $ 0.25 / kwhb
-Water supplium $ 0.73 / m3
-Mmangement fee: $ 0.40 / sqm x gross
☎️ FOR More Information: 095 221 888
🌍 https://reprand.ly/d367b
THANKY!
#Team_bassac (Hong Laiheng)",RESIDENTIAL,Phnom Penh,310000.0,194.08,1597.2794723825225,11.545763,104.930554
rl-133774146,"🔥🔥bkk1- Duplex with Special Price !!
-Queen unit 4Bedroom, 160Sqm 
- 2-Story Duupex unit 
- 41st Floor 
- Exclusive Offer !!!  $ 368,000 ==> $ 294,400
- Pay over 40months 
Grab the Chance Now !! Limited Offer !!
☎️☎️visit Appointment at 089 788861 | 098 889987
Direct Telegram Chat at T.ME/PANHARTH_DUY
# Timesquare6 # BKK1 #condominium #dupex",RESIDENTIAL,Phnom Penh,294400.0,160.0,1840.0,11.552596,104.922553
