Phsar_Chas_nearest,Royal_Palace_3_5km,address_line_2,address_locality,h_id,h_id_price_min,n_atm_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,nearest_resturant,price_per_m2
0.0,0.0,4.0,0.0,474.0,4123.62,35.0,287.0,250.0,0.0,7747.0
0.0,0.0,4.0,0.0,473.0,2803.44,25.0,329.0,247.0,1.0,7784.01
0.0,0.0,14.0,4.0,491.0,5010.02,20.0,309.0,156.0,0.0,7689.37
0.0,0.0,4.0,0.0,485.0,5041.32,115.0,118.0,120.0,9.0,8365.81
0.0,0.0,14.0,4.0,490.0,4959.11,83.0,239.0,125.0,4.0,7673.72
0.0,0.0,4.0,0.0,490.0,4959.11,70.0,304.0,121.0,1.0,7951.74
0.0,0.0,4.0,0.0,489.0,6047.83,65.0,393.0,150.0,5.0,8048.04
0.0,0.0,4.0,0.0,474.0,4123.62,35.0,324.0,178.0,0.0,7685.68
1.0,0.0,52.0,4.0,317.0,2721.74,146.0,221.0,180.0,7.0,7756.93
0.0,0.0,4.0,0.0,474.0,4123.62,30.0,302.0,215.0,0.0,7697.65
0.0,0.0,14.0,4.0,490.0,4959.11,60.0,328.0,138.0,12.0,7805.2
0.0,0.0,4.0,0.0,474.0,4123.62,30.0,272.0,259.0,0.0,7760.47
0.0,0.0,4.0,0.0,489.0,6047.83,50.0,259.0,142.0,5.0,8173.33
1.0,0.0,52.0,4.0,317.0,2721.74,128.0,196.0,145.0,45.0,8415.98
1.0,0.0,52.0,4.0,317.0,2721.74,149.0,191.0,150.0,27.0,8162.58
0.0,0.0,4.0,0.0,486.0,4942.84,138.0,221.0,85.0,1.0,7783.68
0.0,0.0,4.0,0.0,490.0,4959.11,127.0,143.0,115.0,10.0,8194.74
1.0,0.0,52.0,4.0,317.0,2721.74,142.0,216.0,190.0,1.0,7646.11
0.0,0.0,4.0,0.0,490.0,4959.11,112.0,199.0,125.0,5.0,7892.98
1.0,0.0,55.0,4.0,488.0,4508.56,113.0,149.0,145.0,54.0,9110.7
1.0,0.0,54.0,4.0,488.0,4508.56,180.0,126.0,140.0,54.0,8935.34
0.0,0.0,14.0,4.0,485.0,5041.32,122.0,120.0,110.0,9.0,8141.41
0.0,0.0,4.0,0.0,485.0,5041.32,214.0,117.0,110.0,10.0,8229.15
1.0,0.0,55.0,4.0,488.0,4508.56,189.0,122.0,145.0,36.0,9612.85
1.0,0.0,56.0,4.0,463.0,3026.69,206.0,150.0,130.0,8.0,9230.84
1.0,0.0,52.0,4.0,488.0,4508.56,172.0,125.0,135.0,56.0,9892.75
1.0,0.0,53.0,4.0,488.0,4508.56,260.0,135.0,95.0,5.0,10025.36
1.0,0.0,55.0,4.0,463.0,3026.69,181.0,150.0,135.0,40.0,10123.23
1.0,0.0,55.0,4.0,463.0,3026.69,181.0,145.0,135.0,41.0,10140.51
1.0,0.0,56.0,4.0,488.0,4508.56,206.0,135.0,120.0,26.0,11218.66
1.0,0.0,56.0,4.0,488.0,4508.56,136.0,110.0,145.0,50.0,10500.33
1.0,0.0,52.0,4.0,488.0,4508.56,269.0,140.0,105.0,12.0,10526.97
0.0,0.0,12.0,5.0,167.0,2178.2,4.0,0.0,32.0,0.0,2233.15
0.0,0.0,45.0,10.0,700.0,1334.01,0.0,0.0,12.0,0.0,2563.41
0.0,0.0,15.0,8.0,228.0,1757.06,0.0,0.0,8.0,0.0,1818.69
0.0,0.0,27.0,2.0,836.0,174.3,0.0,0.0,0.0,0.0,174.3
0.0,0.0,62.0,3.0,98.0,224.69,0.0,0.0,0.0,0.0,226.61
0.0,0.0,57.0,3.0,140.0,315.94,0.0,0.0,0.0,0.0,315.94
0.0,0.0,0.0,2.0,829.0,535.48,0.0,0.0,0.0,0.0,535.48
0.0,0.0,63.0,2.0,382.0,568.43,0.0,0.0,0.0,0.0,1720.86
0.0,0.0,89.0,0.0,443.0,2664.9,48.0,326.0,92.0,0.0,5637.93
1.0,0.0,7.0,4.0,488.0,4508.56,196.0,104.0,96.0,19.0,6634.31
0.0,0.0,25.0,8.0,504.0,119.86,0.0,0.0,0.0,0.0,917.35
0.0,0.0,60.0,3.0,293.0,224.32,0.0,0.0,0.0,0.0,1163.23
0.0,0.0,71.0,9.0,366.0,1234.91,0.0,8.0,108.0,0.0,1666.32
0.0,0.0,25.0,8.0,521.0,192.53,0.0,0.0,0.0,0.0,1083.14
0.0,1.0,86.0,10.0,456.0,1636.88,4.0,44.0,404.0,0.0,3263.23
0.0,0.0,64.0,6.0,14.0,725.47,0.0,0.0,0.0,0.0,951.24
0.0,0.0,84.0,11.0,446.0,2148.47,16.0,292.0,221.0,0.0,4432.5
0.0,1.0,78.0,5.0,478.0,2555.99,0.0,40.0,375.0,0.0,3390.46
0.0,0.0,34.0,10.0,723.0,492.91,0.0,0.0,4.0,0.0,1245.23
0.0,1.0,8.0,11.0,446.0,2148.47,20.0,295.0,232.0,0.0,4176.21
0.0,0.0,11.0,5.0,478.0,2555.99,0.0,36.0,272.0,0.0,2555.99
0.0,0.0,16.0,1.0,424.0,1946.64,0.0,77.0,410.0,0.0,2569.6
0.0,0.0,17.0,3.0,116.0,414.37,0.0,0.0,0.0,0.0,422.95
0.0,0.0,21.0,9.0,332.0,783.32,0.0,0.0,8.0,0.0,1223.35
0.0,1.0,88.0,9.0,299.0,1427.43,8.0,64.0,401.0,0.0,1427.43
0.0,0.0,70.0,3.0,88.0,82.58,0.0,0.0,0.0,0.0,177.18
0.0,0.0,44.0,8.0,638.0,412.0,0.0,0.0,0.0,0.0,423.08
0.0,1.0,92.0,0.0,472.0,3191.56,24.0,143.0,378.0,0.0,4588.06
0.0,0.0,0.0,2.0,74.0,504.94,0.0,0.0,0.0,0.0,514.88
0.0,0.0,28.0,1.0,757.0,305.67,0.0,0.0,0.0,0.0,474.51
0.0,0.0,0.0,2.0,822.0,557.25,0.0,0.0,0.0,0.0,666.12
0.0,0.0,9.0,8.0,261.0,120.54,0.0,0.0,0.0,0.0,120.56
0.0,0.0,59.0,6.0,615.0,194.42,0.0,0.0,0.0,0.0,197.72
0.0,0.0,9.0,8.0,279.0,118.18,0.0,0.0,0.0,0.0,148.94
0.0,0.0,82.0,8.0,535.0,349.52,0.0,0.0,0.0,0.0,367.85
0.0,0.0,59.0,6.0,77.0,124.2,0.0,0.0,0.0,0.0,175.29
0.0,0.0,32.0,6.0,577.0,786.2,0.0,0.0,4.0,0.0,899.62
0.0,1.0,16.0,1.0,424.0,1946.64,0.0,96.0,394.0,0.0,2325.99
0.0,0.0,60.0,3.0,145.0,237.86,0.0,0.0,0.0,0.0,1137.78
0.0,0.0,32.0,6.0,571.0,717.38,0.0,0.0,0.0,0.0,757.92
0.0,0.0,66.0,2.0,34.0,576.4,0.0,0.0,0.0,0.0,577.86
0.0,0.0,80.0,3.0,254.0,179.96,0.0,0.0,0.0,0.0,263.02
0.0,0.0,92.0,0.0,447.0,2909.01,32.0,213.0,209.0,1.0,5464.32
0.0,0.0,43.0,8.0,688.0,88.51,0.0,0.0,0.0,0.0,88.51
0.0,0.0,15.0,8.0,213.0,646.77,0.0,0.0,0.0,0.0,1583.96
0.0,0.0,21.0,9.0,338.0,573.26,0.0,0.0,24.0,0.0,1170.94
0.0,0.0,81.0,0.0,491.0,5010.02,45.0,133.0,138.0,1.0,6004.97
0.0,0.0,61.0,1.0,430.0,822.82,0.0,0.0,24.0,0.0,966.95
0.0,0.0,28.0,1.0,203.0,559.99,0.0,4.0,0.0,0.0,559.99
0.0,0.0,45.0,10.0,716.0,1289.39,0.0,4.0,24.0,0.0,2382.97
0.0,1.0,11.0,5.0,476.0,2719.42,8.0,80.0,424.0,1.0,2891.31
0.0,0.0,28.0,1.0,807.0,463.22,0.0,0.0,0.0,0.0,517.94
0.0,0.0,13.0,5.0,477.0,2168.2,4.0,99.0,382.0,0.0,2828.6
0.0,0.0,68.0,3.0,235.0,681.8,0.0,0.0,0.0,0.0,768.47
0.0,0.0,25.0,8.0,505.0,175.43,0.0,0.0,0.0,0.0,1217.41
0.0,0.0,66.0,2.0,404.0,614.83,0.0,0.0,4.0,0.0,665.48
0.0,0.0,76.0,3.0,245.0,252.33,0.0,0.0,0.0,0.0,285.03
0.0,0.0,68.0,3.0,245.0,252.33,0.0,0.0,0.0,0.0,658.29
0.0,0.0,34.0,10.0,712.0,1158.67,0.0,0.0,16.0,0.0,1205.94
0.0,0.0,86.0,10.0,738.0,2445.6,0.0,16.0,132.0,0.0,2634.05
0.0,0.0,78.0,5.0,730.0,2250.57,0.0,12.0,76.0,0.0,2696.59
0.0,0.0,68.0,3.0,214.0,636.0,0.0,0.0,0.0,0.0,672.59
0.0,0.0,28.0,1.0,752.0,359.22,0.0,0.0,0.0,0.0,470.68
0.0,0.0,12.0,5.0,198.0,630.77,0.0,0.0,16.0,0.0,2016.9
0.0,0.0,32.0,6.0,718.0,514.78,0.0,0.0,4.0,0.0,939.9
0.0,0.0,44.0,8.0,276.0,155.79,0.0,0.0,0.0,0.0,325.53
0.0,0.0,62.0,3.0,112.0,212.6,0.0,0.0,0.0,0.0,262.11
0.0,0.0,61.0,1.0,799.0,465.92,0.0,0.0,0.0,0.0,605.07
0.0,1.0,8.0,11.0,448.0,2747.5,8.0,133.0,432.0,0.0,3510.57
0.0,0.0,7.0,4.0,486.0,4942.84,87.0,127.0,80.0,6.0,5138.96
0.0,0.0,9.0,8.0,265.0,187.27,0.0,0.0,0.0,0.0,187.27
0.0,0.0,67.0,1.0,791.0,372.32,0.0,0.0,0.0,0.0,395.74
0.0,0.0,72.0,3.0,158.0,242.88,0.0,0.0,0.0,0.0,811.31
0.0,1.0,93.0,1.0,417.0,1191.41,0.0,4.0,153.0,0.0,1251.39
0.0,0.0,74.0,8.0,537.0,349.69,0.0,0.0,0.0,0.0,368.47
0.0,0.0,42.0,7.0,461.0,2463.7,164.0,112.0,72.0,7.0,6316.48
0.0,0.0,15.0,8.0,729.0,1858.05,0.0,0.0,20.0,0.0,1940.26
0.0,0.0,28.0,1.0,806.0,476.06,0.0,0.0,0.0,0.0,513.56
0.0,0.0,68.0,3.0,213.0,646.77,0.0,0.0,0.0,0.0,671.32
0.0,0.0,59.0,6.0,629.0,228.18,0.0,0.0,0.0,0.0,232.19
0.0,0.0,81.0,0.0,477.0,2168.2,12.0,106.0,367.0,0.0,5274.18
0.0,0.0,74.0,8.0,581.0,374.14,0.0,0.0,0.0,0.0,374.14
0.0,1.0,71.0,9.0,299.0,1427.43,8.0,51.0,406.0,0.0,2521.57
0.0,0.0,74.0,8.0,708.0,527.03,0.0,0.0,4.0,0.0,578.24
0.0,0.0,15.0,8.0,646.0,413.32,0.0,0.0,0.0,0.0,1467.01
0.0,0.0,78.0,5.0,222.0,881.97,0.0,0.0,48.0,0.0,2604.79
0.0,0.0,75.0,8.0,492.0,186.7,0.0,0.0,0.0,0.0,186.7
0.0,0.0,74.0,8.0,723.0,492.91,0.0,0.0,4.0,0.0,550.68
0.0,0.0,35.0,7.0,461.0,2463.7,130.0,124.0,80.0,1.0,5140.87
0.0,0.0,25.0,8.0,683.0,87.26,0.0,0.0,0.0,0.0,916.12
0.0,0.0,32.0,6.0,719.0,430.59,0.0,0.0,4.0,0.0,895.92
0.0,0.0,26.0,8.0,675.0,1006.47,0.0,0.0,0.0,0.0,1219.46
0.0,1.0,13.0,5.0,179.0,2045.1,0.0,28.0,188.0,0.0,2234.39
0.0,0.0,94.0,7.0,449.0,2561.4,32.0,239.0,173.0,1.0,4799.56
0.0,0.0,63.0,2.0,376.0,569.68,0.0,0.0,0.0,0.0,1897.92
0.0,0.0,45.0,10.0,741.0,2750.66,4.0,12.0,72.0,0.0,2805.0
0.0,0.0,0.0,2.0,823.0,546.46,0.0,0.0,0.0,0.0,584.2
0.0,0.0,57.0,3.0,144.0,316.26,0.0,0.0,0.0,0.0,318.76
0.0,0.0,63.0,2.0,382.0,568.43,0.0,0.0,0.0,0.0,1690.42
0.0,0.0,93.0,1.0,430.0,822.82,0.0,0.0,16.0,0.0,934.99
0.0,0.0,43.0,8.0,558.0,91.95,0.0,0.0,0.0,0.0,94.95
0.0,0.0,73.0,6.0,0.0,199.3,0.0,0.0,0.0,0.0,204.46
0.0,0.0,71.0,9.0,310.0,506.86,0.0,8.0,142.0,0.0,506.86
0.0,0.0,29.0,10.0,333.0,806.2,0.0,0.0,4.0,0.0,1099.05
0.0,0.0,59.0,6.0,565.0,197.5,0.0,0.0,0.0,0.0,197.5
0.0,0.0,74.0,8.0,723.0,492.91,0.0,0.0,4.0,0.0,586.47
0.0,0.0,93.0,1.0,432.0,785.18,0.0,0.0,0.0,0.0,785.18
1.0,0.0,77.0,4.0,463.0,3026.69,89.0,153.0,132.0,0.0,4659.89
0.0,0.0,82.0,8.0,646.0,413.32,0.0,0.0,0.0,0.0,463.29
0.0,0.0,15.0,8.0,678.0,1495.91,0.0,0.0,0.0,0.0,1595.95
0.0,0.0,60.0,3.0,290.0,150.52,0.0,0.0,0.0,0.0,1265.13
0.0,0.0,37.0,1.0,200.0,661.29,0.0,0.0,72.0,0.0,1533.28
0.0,0.0,32.0,6.0,575.0,813.25,0.0,0.0,0.0,0.0,813.25
0.0,0.0,56.0,4.0,461.0,2463.7,184.0,112.0,80.0,4.0,7559.18
0.0,0.0,70.0,3.0,92.0,189.72,0.0,0.0,0.0,0.0,221.46
0.0,0.0,14.0,4.0,486.0,4942.84,128.0,108.0,68.0,3.0,7937.64
0.0,0.0,72.0,3.0,161.0,269.36,0.0,0.0,0.0,0.0,737.12
0.0,1.0,65.0,1.0,181.0,990.65,0.0,68.0,338.0,1.0,991.72
0.0,0.0,93.0,1.0,442.0,958.0,0.0,0.0,48.0,0.0,1029.01
0.0,0.0,1.0,11.0,351.0,3166.66,8.0,54.0,397.0,0.0,4170.51
0.0,0.0,24.0,8.0,734.0,1761.77,0.0,0.0,4.0,0.0,1853.87
0.0,0.0,76.0,3.0,103.0,246.25,0.0,0.0,0.0,0.0,266.61
0.0,0.0,1.0,11.0,346.0,1866.7,8.0,58.0,397.0,0.0,2380.29
0.0,0.0,28.0,1.0,753.0,483.36,0.0,0.0,0.0,0.0,490.15
0.0,0.0,0.0,2.0,73.0,547.13,0.0,0.0,0.0,0.0,714.08
0.0,0.0,59.0,6.0,597.0,146.05,0.0,0.0,0.0,0.0,188.17
0.0,1.0,48.0,0.0,471.0,2070.16,8.0,96.0,394.0,0.0,3842.18
0.0,0.0,74.0,8.0,718.0,514.78,0.0,0.0,8.0,0.0,553.5
0.0,0.0,45.0,10.0,715.0,2512.91,0.0,4.0,52.0,0.0,2661.76
0.0,0.0,64.0,6.0,23.0,711.07,0.0,0.0,0.0,0.0,711.07
0.0,0.0,76.0,3.0,237.0,227.23,0.0,0.0,0.0,0.0,282.65
0.0,0.0,34.0,10.0,716.0,1289.39,0.0,4.0,28.0,0.0,1432.6
0.0,0.0,34.0,10.0,716.0,1289.39,0.0,4.0,24.0,0.0,1443.86
0.0,0.0,32.0,6.0,588.0,740.83,0.0,0.0,0.0,0.0,740.83
0.0,0.0,26.0,8.0,641.0,727.0,0.0,0.0,0.0,0.0,727.0
0.0,0.0,29.0,10.0,325.0,1206.92,0.0,4.0,24.0,0.0,1206.92
0.0,0.0,76.0,3.0,103.0,246.25,0.0,0.0,0.0,0.0,246.25
0.0,0.0,78.0,5.0,219.0,1972.08,0.0,4.0,48.0,0.0,2359.92
0.0,0.0,76.0,3.0,105.0,219.55,0.0,0.0,0.0,0.0,229.17
0.0,1.0,11.0,5.0,188.0,2005.74,0.0,40.0,263.0,0.0,2673.99
0.0,0.0,78.0,5.0,478.0,2555.99,0.0,36.0,298.0,0.0,3282.96
