address_line_2,h_id,n_seven_eleven_5km,n_gas_station_5km,n_cafe_5km,n_gas_station_in_3km_to_5km,near_Olympic_Stadium_in_km,n_secondary_school_5km,near_Phsar_Tmey_in_km,n_cafe_in_3km_to_5km,near_Phsar_Chas_in_km,near_Vattanac_Tower_in_km,n_pre_school_5km,near_Wat_Phnom_in_km,n_primary_school_in_3km_to_5km,price_per_m2
83,403,37.0,175.0,184.0,87,1.1214630648230244,82.0,3.089345920671249,103,3.183367603258358,3.025201431769883,98.0,3.0011198780973745,40,2172.807034423224
78,442,20.0,107.0,94.0,65,3.865754239469376,39.0,4.892859511013802,78,5.946517616521947,5.9126122715685865,52.0,5.909206589998443,39,2475.423354581319
86,685,19.0,119.0,80.0,73,5.132581278380348,30.0,5.977823077651594,54,7.041535651872674,6.086960866419283,43.0,5.900016294088879,40,1972.986532309574
51,421,37.0,166.0,191.0,69,0.034105911621294,84.0,1.2134371739754992,75,1.9397239418428247,0.9303012192218626,103.0,2.027397056500785,38,2887.4753581936006
28,692,0.0,7.0,0.0,5,13.9386732437721,2.0,13.927480608742632,1,12.964849942831554,14.025214047851646,0.0,14.014512353291607,0,396.18636384109806
79,302,8.0,26.0,21.0,14,9.149330623818466,6.0,8.104215087031735,15,8.00298821046612,7.748257651750539,8.0,8.060144930568722,2,528.8172393767045
45,290,17.0,93.0,73.0,62,6.018853381735378,32.0,5.185050399975213,50,6.131176353374706,5.128452630063886,43.0,5.183535515400011,29,2653.468454413439
48,430,33.0,112.0,147.0,66,2.835987757762958,61.0,3.977019527959968,76,3.780435533183544,3.929112518259773,66.0,3.972623969548666,35,3253.728580629919
68,219,3.0,14.0,4.0,13,11.157158702721317,2.0,12.11222631734524,5,13.237552066795796,12.16753758795359,2.0,13.057547976727964,2,189.3089393958798
71,318,25.0,130.0,144.0,62,2.95779244881362,63.0,2.915154249860633,74,3.2029704781850072,2.1665460176261973,65.0,1.8934388263376687,33,504.17603821686936
94,402,34.0,166.0,178.0,74,0.1479797157231201,77.0,1.9051976160129844,61,3.0093888425257385,2.0400889593363054,95.0,1.8870212464937337,35,6036.9426561879545
29,299,13.0,86.0,52.0,59,6.02127445974939,24.0,6.018832559991522,35,7.008438921593279,5.98748310727993,40.0,6.029766769536878,24,1104.801340540415
68,216,4.0,16.0,8.0,11,9.952463923979716,3.0,11.954632989903685,4,11.993105510469428,12.109623317370376,0.0,12.11436690387437,3,294.84909063383014
26,613,1.0,7.0,2.0,3,14.999300419464442,-0.0,17.019951833151975,1,17.9625043504791,16.940547047146968,0.0,16.927092315824506,0,73.71731652544334
42,404,37.0,165.0,189.0,78,0.0,83.0,0.0,66,0.8952824867092479,0.9774625531202944,97.0,1.0281874306794885,36,3723.160904513372
9,259,1.0,3.0,1.0,3,16.971686493207805,1.0,19.17689834264584,1,20.03044608987004,19.101164039558228,0.0,18.97217035826071,0,105.95673907665947
89,433,34.0,133.0,167.0,67,1.9339484564860645,68.0,2.9969952933590625,79,2.895605154149659,3.0898962522647326,81.0,2.8775720513172667,38,3404.553475058529
68,190,5.0,27.0,13.0,16,9.19567816235754,3.0,11.010726041545562,8,10.784257638580108,10.878699336096789,-0.0,10.960146624480116,8,555.3240171667647
68,221,5.0,22.0,8.0,16,9.19230116428892,2.0,10.824854018206269,7,11.965508399289536,11.021566717755094,3.0,12.08165111864703,5,528.6127837621431
17,225,10.0,57.0,39.0,40,6.226831631728095,17.0,6.96535146936874,29,8.062004568663419,8.018672802803808,13.0,8.191664405160424,15,635.0363950035053
0,754,1.0,0.0,-0.0,0,18.94034035722112,0.0,17.746019613598754,0,17.1208876346236,17.817470634172945,-0.0,16.862255547514277,0,207.02096966751057
25,636,1.0,0.0,0.0,2,15.02190284554078,1.0,15.940374950467104,0,16.813749671563574,15.778746090038709,-0.0,17.08113339227088,0,476.8691302415822
63,354,5.0,2.0,5.0,3,11.967912510423764,2.0,10.94871524557619,2,10.947673432345718,11.007773474643695,0.0,10.930144622591966,0,1505.946081275345
79,33,8.0,21.0,11.0,9,11.06075380622089,4.0,10.094981901805529,5,10.222365988396923,9.934328750379503,3.0,9.210573381928848,1,410.74421435330174
83,427,38.0,177.0,180.0,80,1.866644029415303,80.0,3.087565863598784,107,2.9553047615143777,2.0285563438282352,101.0,2.9943260853938973,42,2809.946605449663
79,32,6.0,25.0,11.0,10,9.882453800637355,3.0,10.0368285482992,4,10.058908972339516,8.805925259148351,5.0,9.050434495026035,1,377.7291744590564
9,633,1.0,3.0,2.0,1,17.921116233260182,0.0,19.035517046906627,0,20.05494921546684,19.039149335697847,0.0,20.256535916342067,0,124.41518503853098
73,5,1.0,2.0,-0.0,2,17.122673948027618,0.0,16.14344944683372,1,16.137441018044516,16.188066422423645,2.0,16.016933714796227,0,91.55094144804367
27,764,3.0,0.0,0.0,0,14.05773889114003,0.0,12.918701550704476,1,11.803177289662036,12.001246659541644,1.0,11.931157696639843,0,82.5119423320303
27,358,6.0,5.0,4.0,3,9.977339459823868,2.0,9.008669728639044,3,8.000267572617197,9.095054372850036,1.0,7.968081959606587,1,153.0699491027336
59,571,-0.0,3.0,-0.0,0,16.931241109181347,0.0,17.880474898941483,0,18.886626868630124,18.11291062575668,0.0,18.085369401712462,0,300.9354566420699
58,51,0.0,1.0,1.0,1,15.944674914515286,0.0,15.871931328142503,1,17.090145524294936,16.098669706204344,-0.0,15.859513437594543,0,168.39153169800795
91,431,32.0,129.0,153.0,70,2.0143285211340523,66.0,2.943929520519859,86,3.966908435475735,4.143441831059355,73.0,3.9728585668095127,43,4360.102007241376
67,718,-0.0,2.0,0.0,2,13.992790857009885,4.0,14.102314583738934,0,13.788239551308608,13.972687012342153,1.0,14.01727608698353,0,163.4080890872443
87,402,36.0,166.0,180.0,75,0.0,79.0,2.018726128568121,62,3.102080394462752,1.8132969464891744,97.0,2.1786276217010263,32,4018.99384739372
21,326,12.0,73.0,51.0,51,5.993399334968857,28.0,5.741306952740702,36,5.967295200469764,5.0407760703761415,37.0,4.927480530265155,18,1399.5948147935546
76,78,2.0,2.0,4.0,2,12.872266044819092,1.0,13.981168253847084,1,14.959633591789675,13.82407856385386,0.0,14.902346043014472,0,87.06151851306667
2,429,37.0,175.0,182.0,80,2.119222570691768,81.0,1.884246084421911,104,2.784506911117815,2.029073242631441,101.0,2.9435693836087182,42,4004.708766593208
93,397,8.0,27.0,46.0,16,5.9216853117925785,13.0,5.958240264270827,35,6.034723687477164,6.895510605352625,18.0,7.027439985251399,9,1178.5114108134396
32,536,3.0,21.0,4.0,15,11.183880712608158,0.0,11.925180880783836,3,12.121472511120777,10.843631472782995,2.0,11.985006377169428,4,483.920497776366
23,222,9.0,57.0,37.0,36,6.039089535299975,17.0,7.182274661200219,32,8.052022643833517,8.105037741828149,16.0,8.07406899545311,20,2092.0988591310297
27,356,6.0,12.0,13.0,10,9.006078815860473,7.0,8.065805940417574,12,6.821777587243863,7.083621607318789,5.0,6.9086892118231855,2,200.9230597817736
11,434,30.0,99.0,132.0,59,3.035231822223473,58.0,3.962211680753368,74,4.049030074481117,4.168404540391893,66.0,4.930117839582395,35,2330.663205961808
4,444,34.0,142.0,172.0,90,2.186090142326659,76.0,0.7563223827664319,62,0.6910845971866797,0.9716322136870132,92.0,2.073217619833533,37,5110.46453056374
22,282,22.0,76.0,120.0,48,4.072336076844192,54.0,1.87644192573208,83,2.10268082352637,1.910880712190818,60.0,2.195449916605832,29,2621.4992838317485
70,101,2.0,5.0,0.0,2,14.00004333716657,0.0,15.032861825310157,1,15.84797267938174,16.034519669655367,0.0,15.996655234300553,0,128.44014192042584
56,447,36.0,141.0,176.0,92,2.036600446945433,73.0,0.9355942105012534,74,0.0623537552210827,1.0779399235222988,92.0,1.0715832629084994,36,8386.08244375809
21,300,11.0,47.0,34.0,26,8.120151896113724,13.0,6.837110025410676,23,7.928732516319996,7.096087698034552,15.0,7.208572494562717,3,1314.3754966780025
63,334,8.0,16.0,11.0,15,11.074214650909218,2.0,9.991393601962432,8,10.026111493795735,9.094282889043496,2.0,9.061325937025297,2,1438.721416768842
83,411,38.0,178.0,187.0,97,2.103700229038453,79.0,2.794761336083752,120,3.960062776239154,2.9693649865112004,98.0,3.8773090855954537,43,3051.176646984808
64,26,2.0,3.0,4.0,2,16.01957297053153,1.0,15.073137688775336,3,14.8325778487114,15.117025980359356,0.0,15.04850814013952,0,681.6225174456448
43,501,0.0,0.0,0.0,0,20.075266564730526,0.0,20.761718658804416,0,21.93778610444469,21.139804330258663,0.0,22.09385200737139,0,29.9350459689791
2,426,27.0,161.0,143.0,90,3.085966789289031,68.0,2.9249903322342847,83,3.8764610744958015,3.0086000383128684,72.0,3.84625506342664,44,1533.862224114455
73,0,0.0,1.0,2.0,0,19.994546433038312,-0.0,19.084944662593625,0,19.222289273549222,19.072547225903467,0.0,19.03978533191029,0,31.24242724684041
45,686,27.0,175.0,154.0,100,2.9649136613565483,59.0,4.02974696860462,103,4.876689604365181,3.947599782026148,69.0,4.089323895550675,35,2864.685759001108
18,444,34.0,141.0,175.0,77,0.938366096412318,76.0,1.0858152868268969,64,0.9027677582158348,2.1517437009644613,93.0,1.944660447859652,39,5585.803745949132
60,258,1.0,2.0,1.0,1,16.99771487646336,0.0,18.00594692193725,1,19.19782293750027,17.994739175912507,0.0,18.852947727049045,0,701.0926127716243
64,35,5.0,15.0,12.0,11,11.935614313175789,0.0,11.95210729070354,6,12.078619189891938,11.14320686999216,2.0,11.057576922898637,0,795.7061360142085
24,681,18.0,112.0,82.0,65,4.895836305355109,29.0,6.06533572095235,54,6.996903223030339,6.083893072594677,41.0,6.0704696680426204,35,2181.444136438288
66,345,8.0,29.0,17.0,14,9.920478968342792,6.0,8.935085857655785,10,8.97177201675235,7.961155207897773,7.0,8.157227567663456,3,648.7849660851914
25,487,3.0,8.0,5.0,8,14.134052252914184,1.0,15.06882099598508,3,15.95207116021674,15.169005816194922,0.0,16.17908014583978,0,840.3038579573525
72,140,0.0,1.0,0.0,0,16.177308563100073,1.0,17.076652127277804,0,17.82439770108635,17.18960270168145,0.0,18.00759259421783,0,106.62258373316855
28,712,4.0,14.0,15.0,9,9.090232856775948,4.0,9.004773730297034,12,8.93064313938889,9.11080173552747,4.0,9.127550328691992,2,657.3826760394217
63,270,20.0,86.0,94.0,62,5.102041724561844,42.0,3.004907559446828,71,3.104901665748916,2.866232080911502,44.0,2.859781281725103,27,1984.264091662384
82,496,3.0,12.0,4.0,10,12.055479066757544,3.0,12.90773973510712,4,13.928344485302892,12.806366030531226,0.0,12.944330419694582,4,268.60293902641723
67,702,1.0,15.0,8.0,11,10.943367456201488,5.0,12.017370101731109,5,11.956244016612663,12.078023164810114,-0.0,12.181221994610684,0,116.03448627664912
28,716,3.0,11.0,12.0,10,9.992750581996226,6.0,9.909147370978648,13,9.940190526148372,9.81689322723181,2.0,10.153027212244014,0,392.37825649896286
59,556,0.0,1.0,2.0,0,19.02631295679835,-0.0,19.764897912006823,0,20.03372117964739,19.01617073615409,0.0,19.99371430227367,0,173.0236027913862
32,37,4.0,16.0,6.0,11,11.033562861325027,1.0,10.85541206634823,2,12.037163801197108,10.695776676800826,2.0,11.101413769029024,0,246.1909830059463
82,592,4.0,25.0,12.0,12,11.058324808966118,3.0,12.078639769437638,8,12.985724993718028,11.94318186080381,-0.0,12.079273411504904,5,253.25492000617365
28,700,2.0,13.0,9.0,11,9.832438675673032,6.0,11.04054921192161,4,11.078690118529996,10.881161676210066,2.0,10.80466080979261,0,371.4080774086775
64,13,5.0,18.0,10.0,9,13.0450444127956,2.0,11.941708881250872,5,11.947024370593176,11.824370019296024,-0.0,12.005560729266218,0,582.8279118387788
76,148,2.0,8.0,4.0,5,11.91831973453858,0.0,14.172893814274277,4,13.90128190275826,14.20711909597822,0.0,13.956856065303649,1,110.14947610852508
61,735,2.0,8.0,1.0,3,10.170034314397178,2.0,9.932415798583571,2,8.975162568333376,9.765803450388104,1.0,10.084850222407502,0,170.04789999980838
83,405,37.0,176.0,195.0,76,1.0057548024416447,82.0,1.1459149609672372,85,1.911315775863251,1.0726448566733355,104.0,1.9456484302039696,38,3010.133585535112
75,452,1.0,3.0,0.0,4,15.07373013665607,1.0,16.012124432771213,0,17.234707559886264,15.73511628610362,0.0,15.935679672990632,0,73.41553189215468
87,402,35.0,167.0,179.0,75,0.1969038094060304,80.0,0.9264141904429948,54,2.0197675716144468,2.2188352372825983,94.0,1.9731937265029893,32,5851.949962522688
58,49,-0.0,-0.0,1.0,0,18.113407040979308,0.0,17.920399441098667,0,19.118884962997008,18.19730482621506,0.0,17.963891006623218,0,202.666210609872
46,422,33.0,128.0,169.0,71,1.8587993717171336,74.0,0.9130565631584434,82,0.0761423010112792,0.0350209072068845,93.0,0.0,30,4459.31234981301
81,430,34.0,130.0,163.0,70,2.171082534079926,63.0,2.896494066239286,83,2.9338876013985167,3.183479189059958,70.0,3.854024174523497,32,5341.992451269346
24,640,12.0,81.0,47.0,39,5.86619813629364,19.0,7.060178069747916,26,7.94385199728344,7.164062565552461,12.0,8.164610507725662,25,2262.8748257290035
75,451,2.0,10.0,3.0,10,13.982582063195498,1.0,14.837596355434233,2,15.91986200963702,14.900483596392476,0.0,15.052240302899904,0,115.39077915829895
54,445,36.0,144.0,179.0,74,0.9642991377390068,77.0,0.0,61,1.1778946883257309,0.9348040517887616,97.0,1.0250506088803308,39,6676.383531401938
31,114,1.0,1.0,0.0,0,14.130314275842537,0.0,15.907940352742033,0,16.09636289385613,15.902736435425249,-0.0,15.92280328168743,0,150.481353860955
84,429,37.0,165.0,195.0,75,0.9817413096409756,84.0,1.1508904937245856,91,1.9833571666016576,0.9471902042954892,104.0,2.17303129111598,39,3093.5673394566784
26,634,1.0,1.0,5.0,1,17.092195734063544,0.0,17.879870755014284,0,19.14454184603305,18.11588644073384,0.0,19.054145344676314,0,132.42603180870805
67,688,1.0,1.0,0.0,1,15.79595629364942,3.0,16.031628672384027,0,15.026262986935455,16.022160146851178,-0.0,15.867983529705484,0,42.84822061929303
81,444,35.0,144.0,183.0,81,0.88192482341167,77.0,1.1629961042833106,67,1.0433220211463363,0.9317797194577024,95.0,2.076074354656074,33,5135.897995446066
60,262,1.0,4.0,-0.0,3,17.067343396014945,1.0,19.07925017660197,1,19.86042820674633,18.87229846675246,0.0,19.03363131466307,0,523.909394877757
29,539,3.0,19.0,8.0,17,9.896112270211994,1.0,9.975324643054542,7,11.052057204903118,9.897093051121852,0.0,9.975091340144688,1,554.5316886729343
81,381,28.0,85.0,136.0,58,2.935765044858353,54.0,3.091591591987141,80,2.808409549891063,4.031126356956235,59.0,3.0617525111581223,23,6437.729329220513
13,164,20.0,85.0,108.0,52,4.137709489155786,41.0,5.021398979547064,75,6.081673996527013,6.095584895025501,55.0,5.788256240066899,28,2519.60206915407
9,240,0.0,2.0,0.0,0,21.02548546366385,0.0,22.8382622930426,0,24.223621081316548,23.108488146526955,0.0,22.85635430464825,0,112.64749483450406
12,150,10.0,50.0,52.0,41,5.951926967793655,19.0,6.813826807275908,39,7.10477574177412,7.122951364526991,21.0,8.04927552244964,16,2118.0735378507115
74,652,6.0,37.0,15.0,23,9.960471889102244,6.0,10.937542085702397,10,12.046144921119618,11.05486605206784,2.0,10.876312955911317,11,347.5996340907857
18,444,35.0,142.0,173.0,91,0.9771889498361146,74.0,0.869640287992606,64,1.045745863615337,1.0575821664959608,91.0,0.9454773159614442,36,4552.842245812338
86,428,38.0,183.0,183.0,103,2.05598420036371,78.0,2.9316144753361955,118,4.251970263188302,2.8905703548193578,97.0,3.9437213600660046,43,1853.5189646423007
32,523,1.0,3.0,1.0,2,13.0591603946039,-0.0,12.758660898100109,0,14.034122447257692,12.812567929931925,1.0,12.88524850135608,0,260.23597948228377
61,732,-0.0,4.0,2.0,3,9.80848739882287,2.0,9.945215398579752,0,9.253573561008515,9.952321578110702,1.0,10.104984217216389,0,204.1321497978713
42,445,38.0,147.0,181.0,70,0.8555376775542163,77.0,1.029618701942314,60,0.9292378398737656,1.0826823872042293,92.0,1.089041655898874,41,3778.7737303219455
69,121,2.0,9.0,1.0,6,13.055652222725778,1.0,13.79960169114277,1,15.069570227038934,14.167661492637428,1.0,15.073185284449066,3,183.1561135093024
42,445,37.0,154.0,185.0,68,0.1365865089863985,76.0,1.035334191518345,54,2.124087905268859,1.0406850942686547,94.0,1.933516529078718,40,3477.090451794733
81,436,32.0,110.0,149.0,59,2.940793800806823,59.0,3.130063065637214,69,3.134520906614416,3.096213613417542,66.0,3.768539285020074,31,2910.9366812889007
43,512,0.0,-0.0,0.0,0,17.93734201254533,1.0,19.048309121607826,0,18.89128630194732,17.87825214762353,-0.0,18.99797442564156,0,88.28158897258056
78,442,22.0,105.0,99.0,65,3.8803947263540106,38.0,5.266724959469549,81,6.045588710460762,5.75039057522898,53.0,6.069654489555883,42,2627.5767913416826
81,381,28.0,92.0,142.0,59,3.071600130556127,59.0,3.275870668486786,75,1.8908354622677328,2.847867685545342,63.0,3.00524269611949,28,4963.364894882309
14,449,36.0,146.0,181.0,83,1.1102233457626642,75.0,2.126197977326852,74,1.837813995614464,1.8761509871723,90.0,1.9490456327615755,36,4818.342533218768
23,213,4.0,24.0,12.0,16,9.051961716591007,3.0,11.068622217182629,10,11.140059116824776,11.030891959596277,1.0,10.889925125342032,3,1139.7857645228817
24,640,10.0,69.0,38.0,35,6.943899988219244,13.0,8.320727766209945,22,8.997128310018505,7.919716449289555,8.0,7.9976119400034,23,2293.51163679626
15,593,4.0,19.0,8.0,9,12.016111513561288,2.0,12.87791060809737,2,14.045695802345524,13.013787458210718,-0.0,12.614402646008124,3,1195.2015702411093
93,388,4.0,13.0,12.0,8,8.11216760558921,4.0,8.235119203890463,10,7.013451243760087,8.131350950693642,4.0,8.07186330430899,1,473.34337738970345
52,285,35.0,130.0,174.0,84,1.9742348855220213,75.0,0.934912533037563,81,0.0,1.2661260815890274,90.0,0.9312443448623268,39,8483.417897910858
64,34,4.0,16.0,9.0,11,10.945385735598435,2.0,11.194233268998826,5,11.095763647793282,10.95939249981288,0.0,11.038145905532026,0,330.32300223005046
29,296,8.0,45.0,32.0,42,8.911401756634117,9.0,8.98365625150306,25,8.905425057931442,8.234599366252242,10.0,8.82507037430433,6,1171.176814861612
48,431,33.0,140.0,167.0,75,1.990489278116253,69.0,3.069491872186834,90,3.902033644060668,3.0427019805993023,86.0,3.951879420256645,41,2838.065380610444
88,316,33.0,151.0,168.0,66,2.020837818517824,75.0,1.893438704987974,86,1.9109813735046268,2.1347918492536704,91.0,2.005766280528407,41,1771.4682824004456
24,649,8.0,45.0,23.0,31,9.151142202969544,6.0,10.123368771554512,14,11.004167737450665,10.120593887115891,6.0,11.097025386631849,13,908.5571682295866
75,474,0.0,5.0,1.0,2,15.999685721698487,-0.0,17.200683581558543,0,17.82871333310844,17.14541641901438,0.0,17.042978885102517,0,138.93629690323164
67,689,0.0,0.0,0.0,1,15.062814828562637,3.0,14.937071503352383,0,15.140440229129837,16.046185814333867,1.0,15.021754700541134,0,126.86525134063037
0,755,1.0,-0.0,0.0,0,18.94851192782963,-0.0,17.976196593973405,0,16.90525839810528,17.053442292521662,0.0,17.27709452626909,0,134.98097326411994
44,608,4.0,19.0,7.0,10,11.076594043545056,3.0,13.075680711957784,3,13.942796931745212,12.97097028167533,-0.0,12.907141515878012,7,355.1565296157327
25,462,1.0,2.0,3.0,1,16.15160042807858,1.0,16.978237669186896,1,18.148914000145066,17.030804330761413,0.0,18.004768738896914,0,672.9164928985999
82,495,5.0,25.0,15.0,16,10.951295694695329,2.0,11.839010885209456,10,13.275964717364095,12.0400712623522,-0.0,11.90418310414604,6,252.4933051455467
59,577,-0.0,5.0,3.0,4,16.02506257265003,1.0,16.17771033056732,1,16.904143621416818,16.12605578739392,-0.0,16.063394291685327,0,187.3295284158773
81,378,26.0,74.0,122.0,51,3.941065422840585,45.0,4.023369929833247,76,3.9967264791221697,3.826826078187435,54.0,3.9593782323722646,23,4731.123062911585
78,200,20.0,114.0,90.0,76,4.0386414647315405,38.0,4.865507323174325,67,5.9232915225016045,6.046417880549234,46.0,6.059578862999968,39,3611.1873563151753
74,465,1.0,5.0,0.0,1,14.090847901414934,-0.0,14.116684991580824,0,15.050856508010735,13.910900826952252,1.0,14.994307958633833,0,93.48938867331056
17,86,4.0,15.0,8.0,8,11.216088286389208,3.0,12.339679754412655,6,11.757206151877844,11.8712433046862,0.0,12.973395737123298,0,410.76561537785176
1,417,37.0,161.0,194.0,75,0.9451722761501172,82.0,0.844690059102847,98,2.0536061576215845,0.9913574107588796,102.0,0.9322919350876976,32,3745.762194796545
37,384,26.0,66.0,112.0,46,3.997196443773336,44.0,3.991026940260024,80,4.13137068578288,5.046308828101851,51.0,5.091615577917995,24,2151.131316606992
75,466,1.0,4.0,0.0,2,14.091577660047088,0.0,14.005042518376287,0,14.915871895985706,13.880107048924078,0.0,14.038717682060032,0,84.7329640975465
32,525,3.0,9.0,6.0,8,12.233189041939342,1.0,11.97322701947246,4,12.174267393944316,11.12044030240273,0.0,11.083040045578247,0,172.1451327234987
76,69,3.0,7.0,4.0,4,11.909645255605698,0.0,12.950218372910635,0,14.064284692593615,13.896364826571366,0.0,14.081723017972278,0,243.25392701475832
74,468,3.0,11.0,3.0,6,13.148233579569052,1.0,14.048682216921163,2,14.03570055595178,13.201286664621673,1.0,13.997120895132188,0,244.35455555099173
17,154,4.0,32.0,18.0,19,7.196021016813161,6.0,8.808620784503043,7,9.250908410733684,8.972043647985918,1.0,9.090316897195615,10,349.47339812948326
57,123,4.0,16.0,6.0,11,11.111477526584183,1.0,13.040478387361018,3,13.927631276434832,13.001091433585202,0.0,12.85308974038969,2,242.4834876069685
57,131,1.0,2.0,0.0,2,15.131682965944114,1.0,15.845580328638048,1,16.98923335613946,15.883744282205948,-0.0,17.012632241314435,0,55.28369472215118
82,491,4.0,20.0,4.0,15,10.974642556817985,3.0,11.956029707525524,4,13.114889558383714,11.924647735846367,0.0,13.2239327376099,6,265.9200876058865
77,421,38.0,166.0,194.0,76,0.9655479299982314,83.0,1.071804547404394,93,1.993511410771331,0.910196465054172,103.0,1.947868373200392,36,3066.95133020794
86,685,19.0,128.0,86.0,83,5.225115727542487,34.0,5.858555117910585,59,6.149666057257409,5.064475965282834,47.0,6.218088134075982,41,2099.675582801075
78,197,19.0,113.0,77.0,76,4.7524228453285655,31.0,6.011694478388446,57,7.056798477010655,5.970704995089026,31.0,6.952385265101689,41,3144.081790843148
70,101,2.0,5.0,5.0,2,13.98528409156747,0.0,15.15989828745233,1,15.860246812717865,16.132131543866237,0.0,16.162549218409247,0,206.6010265058828
29,309,7.0,28.0,22.0,15,10.0660473425943,4.0,8.814641625423105,14,9.055301463226613,8.911023896038369,4.0,9.189125072100037,1,818.659278515294
43,474,-0.0,0.0,2.0,2,16.95569898427332,-0.0,17.085926170767635,0,17.954167987648088,17.08958857197012,0.0,18.029274112567407,0,67.72383693103141
75,457,3.0,13.0,2.0,12,12.793783139440364,2.0,13.986698956915166,4,15.048806931884,14.040232297988226,0.0,13.999164928431536,2,157.20408332670732
26,634,1.0,6.0,-0.0,3,16.933288425357894,2.0,17.80237087260992,0,18.99324150100101,18.210534362472178,0.0,18.907609802347743,0,359.6418853437935
9,252,1.0,3.0,2.0,1,19.03301904308216,1.0,20.193062929804963,1,20.94077310153361,20.154894261562674,1.0,21.180566804048777,0,84.30220274129115
58,14,2.0,5.0,1.0,3,13.912272144003758,0.0,13.944995205339964,2,13.92081446161926,14.105690772648472,1.0,14.071818328663143,0,123.1409169944442
29,308,5.0,36.0,25.0,22,8.956359872711554,6.0,8.985554139575783,20,9.144929316083507,8.06126497056313,8.0,9.106234136514692,1,1487.2830342695918
62,87,3.0,10.0,8.0,5,11.22690523948997,2.0,11.966912912883712,4,13.054745351696878,11.94010494323855,1.0,12.833275070535858,0,188.6633666495669
9,237,1.0,2.0,2.0,3,17.970833393566686,-0.0,20.104423251394703,1,21.03536538549895,20.06706672230232,0.0,20.004382650129585,0,114.51004078322218
59,557,0.0,1.0,2.0,1,18.06361490375449,-0.0,18.899195164443043,0,19.04695809908188,17.96467002721017,0.0,18.912310184199576,0,279.1356221886348
28,731,-0.0,4.0,0.0,2,12.815770729451172,4.0,12.181939933828208,1,12.01288529445809,13.119664587432226,1.0,12.164162098959888,0,142.54798015768262
9,239,0.0,2.0,1.0,2,18.02000929143448,1.0,19.18950994664671,0,19.86443807091408,19.20009430664805,-0.0,20.059829002833773,0,144.78842945003004
91,431,32.0,140.0,166.0,70,2.045994776450327,70.0,3.086474215192327,89,4.155545334914377,3.1281823432180387,86.0,3.8957655518098737,42,3203.854650306333
44,616,3.0,13.0,2.0,7,13.061555343428775,2.0,14.023087308025527,3,14.980155812051969,15.005580719140488,0.0,15.143055652176772,3,291.66129754085125
45,657,8.0,72.0,40.0,51,6.851789970856007,12.0,7.953134429535748,30,7.963864332543064,7.028329522942326,16.0,7.91477455836911,14,2753.44007756398
63,369,8.0,25.0,16.0,23,8.08438903766276,11.0,7.041680828614475,14,6.989273893524976,6.914004353924574,8.0,5.919830144836041,2,2549.9002798021065
78,439,33.0,146.0,171.0,73,1.9362906599499177,68.0,3.023450938441478,102,4.096930647887156,3.999980096400217,86.0,4.139333589191916,44,3216.241791886826
94,404,35.0,163.0,185.0,62,0.0,83.0,1.026843074138063,57,2.085125829394476,0.9811329379668342,101.0,2.093216647186088,32,3479.922138984744
76,144,4.0,13.0,4.0,13,11.045722514231292,2.0,12.963364344806534,4,14.14327718351496,13.166740357324777,-0.0,14.191501553709054,2,179.09534756755176
