latitude,longitude,n_cafe_5km,n_cafe_in_1km_to_2km,n_cafe_in_3km_to_5km,n_gas_station_5km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,n_mart_in_1km_to_2km,n_mart_in_3km_to_5km,n_pre_school_5km,n_pre_school_in_3km_to_5km,n_primary_school_5km,n_university_5km,n_university_in_3km_to_5km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_5km,n_super_market_in_3km_to_5km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,h3_price_mean,h3_price_max,h3_price_median,h3_price_min,price_per_m2
11.53183545,104.9241911,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.53183545,104.9241911,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.53183545,104.9241911,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.53183628,104.9241928,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.53183628,104.9241928,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.53183628,104.9241928,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.53183628,104.9241928,145,17,76,113,8,21,69,3,11,63,7,55,67,24,59,52,38,18,89,78,42,12,22,122,2200.345266166462,4767.441860465116,2197.5180972078592,175.69821428571427,2500.0
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,4920.6349206349205
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,4920.6349206349205
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,4920.6349206349205
11.52928,104.941454,104,10,56,69,1,9,61,2,9,55,1,53,53,29,35,24,18,12,67,67,53,0,16,91,1940.461018703084,5537.037037037037,1817.4111749963142,250.0,4920.6349206349205
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,6300.0
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,6300.0
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,6300.0
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,6300.0
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,6300.0
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,6300.0
11.48,104.9,16,2,11,32,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2,2,0,0,0,1774.6510087940708,5902.777777777777,1574.074074074074,180.0,1190.4761904761904
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,4795.918367346939
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,4795.918367346939
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,4795.918367346939
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,4795.918367346939
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,4795.918367346939
11.57561,104.92025,174,33,76,142,48,22,21,35,15,9,28,27,93,46,64,103,46,19,8,97,29,72,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,4795.918367346939
11.55176911,104.9248861,181,54,72,146,45,33,13,36,35,8,39,27,91,39,73,87,55,59,5,95,25,65,65,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,6300.0
11.55176911,104.9248861,181,54,72,146,45,33,13,36,35,8,39,27,91,39,73,87,55,59,5,95,25,65,65,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,6300.0
11.55176911,104.9248861,181,54,72,146,45,33,13,36,35,8,39,27,91,39,73,87,55,59,5,95,25,65,65,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,6300.0
11.55176911,104.9248861,181,54,72,146,45,33,13,36,35,8,39,27,91,39,73,87,55,59,5,95,25,65,65,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,6300.0
11.589674,104.925654,141,19,86,111,12,24,67,15,47,22,15,58,75,60,49,83,70,52,29,81,47,35,70,60,1970.7172473585426,6160.75958541712,1767.7777777777778,170.13588235294117,2700.0
11.589674,104.925654,141,19,86,111,12,24,67,15,47,22,15,58,75,60,49,83,70,52,29,81,47,35,70,60,1970.7172473585426,6160.75958541712,1767.7777777777778,170.13588235294117,2700.0
11.589674,104.925654,141,19,86,111,12,24,67,15,47,22,15,58,75,60,49,83,70,52,29,81,47,35,70,60,1970.7172473585426,6160.75958541712,1767.7777777777778,170.13588235294117,2700.0
11.60914343,104.9188778,90,5,72,81,0,0,43,0,1,63,3,43,37,28,24,38,31,0,84,48,42,1,6,106,1269.1666666666665,1813.3333333333333,1269.1666666666665,725.0,725.0
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,1257.4423480083858
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,1257.4423480083858
11.500658,104.856173,17,2,15,36,0,0,1,0,0,3,0,0,1,1,14,2,2,0,0,3,3,0,0,0,1382.2546740381656,2941.176470588235,1329.850059969418,120.0,2397.9591836734694
11.500658,104.856173,17,2,15,36,0,0,1,0,0,3,0,0,1,1,14,2,2,0,0,3,3,0,0,0,1382.2546740381656,2941.176470588235,1329.850059969418,120.0,2397.9591836734694
11.54988209,104.9249157,180,49,73,137,43,34,18,30,38,13,37,27,88,34,72,87,57,64,6,93,23,49,83,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,5200.0
11.54988209,104.9249157,180,49,73,137,43,34,18,30,38,13,37,27,88,34,72,87,57,64,6,93,23,49,83,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,5200.0
11.54988209,104.9249157,180,49,73,137,43,34,18,30,38,13,37,27,88,34,72,87,57,64,6,93,23,49,83,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,5200.0
11.54988209,104.9249157,180,49,73,137,43,34,18,30,38,13,37,27,88,34,72,87,57,64,6,93,23,49,83,29,2756.7565784456633,6300.0,2485.7586352402195,100.0,5200.0
11.53,104.91,142,17,87,119,3,13,88,2,6,56,6,54,68,35,67,77,60,6,66,79,54,5,17,105,2190.739996894242,6400.0,1827.7777777777778,446.4196428571428,1227.5132275132275
11.54787665,104.9140508,182,47,71,149,48,42,16,7,52,29,23,27,91,32,83,106,59,46,43,101,32,45,70,56,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5985.7837635615415
11.54787665,104.9140508,182,47,71,149,48,42,16,7,52,29,23,27,91,32,83,106,59,46,43,101,32,45,70,56,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5985.7837635615415
11.54787665,104.9140508,182,47,71,149,48,42,16,7,52,29,23,27,91,32,83,106,59,46,43,101,32,45,70,56,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5985.7837635615415
11.54787665,104.9140508,182,47,71,149,48,42,16,7,52,29,23,27,91,32,83,106,59,46,43,101,32,45,70,56,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5985.7837635615415
11.54787665,104.9140508,182,47,71,149,48,42,16,7,52,29,23,27,91,32,83,106,59,46,43,101,32,45,70,56,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5985.7837635615415
11.54787665,104.9140508,182,47,71,149,48,42,16,7,52,29,23,27,91,32,83,106,59,46,43,101,32,45,70,56,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5985.7837635615415
11.53,104.91,142,17,87,119,3,13,88,2,6,56,6,54,68,35,67,77,60,6,66,79,54,5,17,105,2190.739996894242,6400.0,1827.7777777777778,446.4196428571428,1666.6666666666667
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5555.555555555556
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5555.555555555556
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5555.555555555556
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5555.555555555556
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5555.555555555556
11.5445,104.913586,177,36,85,145,36,49,22,5,36,47,23,38,90,33,79,101,62,28,68,95,35,28,59,83,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,5555.555555555556
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.562248,104.898461,191,25,85,170,32,50,25,3,23,72,17,47,102,48,88,114,23,28,91,107,48,25,71,86,3270.5670928547806,5833.333333333333,2851.71102661597,855.1198257080611,5691.056910569106
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,2826.086956521739
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,2826.086956521739
11.575837,104.9201,175,31,77,143,49,23,21,36,15,9,29,27,93,44,64,103,46,19,8,98,30,77,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1357.142857142857
11.575837,104.9201,175,31,77,143,49,23,21,36,15,9,29,27,93,44,64,103,46,19,8,98,30,77,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1357.142857142857
11.575837,104.9201,175,31,77,143,49,23,21,36,15,9,29,27,93,44,64,103,46,19,8,98,30,77,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1357.142857142857
11.575837,104.9201,175,31,77,143,49,23,21,36,15,9,29,27,93,44,64,103,46,19,8,98,30,77,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1357.142857142857
11.575837,104.9201,175,31,77,143,49,23,21,36,15,9,29,27,93,44,64,103,46,19,8,98,30,77,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1357.142857142857
11.575837,104.9201,175,31,77,143,49,23,21,36,15,9,29,27,93,44,64,103,46,19,8,98,30,77,27,31,2606.024445285722,8870.967741935483,2115.4273029966707,104.16666666666669,1357.142857142857
11.53795102,104.9212651,163,34,82,129,11,45,52,7,14,62,19,48,69,19,61,80,59,13,83,83,39,17,36,112,2423.3576950227744,6250.0,2204.8611111111113,150.0,2000.0
11.53795102,104.9212651,163,34,82,129,11,45,52,7,14,62,19,48,69,19,61,80,59,13,83,83,39,17,36,112,2423.3576950227744,6250.0,2204.8611111111113,150.0,2000.0
11.53795102,104.9212651,163,34,82,129,11,45,52,7,14,62,19,48,69,19,61,80,59,13,83,83,39,17,36,112,2423.3576950227744,6250.0,2204.8611111111113,150.0,2000.0
11.53795102,104.9212651,163,34,82,129,11,45,52,7,14,62,19,48,69,19,61,80,59,13,83,83,39,17,36,112,2423.3576950227744,6250.0,2204.8611111111113,150.0,2000.0
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,4812.5
11.55,104.93,164,32,62,122,29,44,22,27,39,12,32,32,79,27,63,81,54,64,4,88,20,39,89,33,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,4812.5
11.55100911,104.92897,170,33,67,131,33,38,20,31,33,12,36,32,83,30,67,84,55,60,4,90,21,49,80,31,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,6300.0
11.55100911,104.92897,170,33,67,131,33,38,20,31,33,12,36,32,83,30,67,84,55,60,4,90,21,49,80,31,2850.3425128950394,8500.0,2714.390872285609,108.031212484994,6300.0
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,2486.4864864864867
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,2486.4864864864867
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,2486.4864864864867
11.55,104.89,185,21,125,175,12,27,74,1,4,88,14,61,97,61,93,112,34,2,117,102,76,9,20,148,2316.476454584686,6363.636363636364,2058.745414627768,295.0,2486.4864864864867
11.572623,104.89913,194,30,104,170,21,54,31,4,26,63,13,42,104,60,84,115,28,31,83,104,53,25,76,81,2437.2272196586528,6370.37037037037,1663.287616775989,476.9230769230769,6370.37037037037
11.572623,104.89913,194,30,104,170,21,54,31,4,26,63,13,42,104,60,84,115,28,31,83,104,53,25,76,81,2437.2272196586528,6370.37037037037,1663.287616775989,476.9230769230769,6370.37037037037
11.572623,104.89913,194,30,104,170,21,54,31,4,26,63,13,42,104,60,84,115,28,31,83,104,53,25,76,81,2437.2272196586528,6370.37037037037,1663.287616775989,476.9230769230769,6370.37037037037
11.5355826,104.823738,21,4,13,40,0,0,1,2,2,4,0,0,2,2,21,1,0,0,0,2,2,0,0,1,1362.3978201634875,1362.3978201634875,1362.3978201634875,1362.3978201634875,1362.3978201634875
11.5355826,104.823738,21,4,13,40,0,0,1,2,2,4,0,0,2,2,21,1,0,0,0,2,2,0,0,1,1362.3978201634875,1362.3978201634875,1362.3978201634875,1362.3978201634875,1362.3978201634875
11.56522299,104.8893448,184,15,113,175,9,34,64,3,6,83,15,68,100,51,89,111,24,0,117,102,70,9,29,138,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185
11.56522299,104.8893448,184,15,113,175,9,34,64,3,6,83,15,68,100,51,89,111,24,0,117,102,70,9,29,138,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185
11.56522299,104.8893448,184,15,113,175,9,34,64,3,6,83,15,68,100,51,89,111,24,0,117,102,70,9,29,138,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185
11.56522299,104.8893448,184,15,113,175,9,34,64,3,6,83,15,68,100,51,89,111,24,0,117,102,70,9,29,138,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185,1818.1818181818185
11.554667,104.82684,27,6,15,54,0,0,1,2,2,7,0,1,5,5,22,8,8,0,0,5,5,0,0,1,655.158990456713,1973.684210526316,315.0,110.0,1973.684210526316
11.54664302,104.9303974,159,35,65,119,22,44,33,17,48,14,27,36,73,22,59,76,52,71,17,86,18,24,81,56,2719.744225229168,6000.0,2708.7912087912086,106.25,5672.727272727273
11.54664302,104.9303974,159,35,65,119,22,44,33,17,48,14,27,36,73,22,59,76,52,71,17,86,18,24,81,56,2719.744225229168,6000.0,2708.7912087912086,106.25,5672.727272727273
11.54664302,104.9303974,159,35,65,119,22,44,33,17,48,14,27,36,73,22,59,76,52,71,17,86,18,24,81,56,2719.744225229168,6000.0,2708.7912087912086,106.25,5672.727272727273
11.54664302,104.9303974,159,35,65,119,22,44,33,17,48,14,27,36,73,22,59,76,52,71,17,86,18,24,81,56,2719.744225229168,6000.0,2708.7912087912086,106.25,5672.727272727273
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,5000.0
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,5000.0
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,5000.0
11.537783,104.920232,163,31,82,129,12,45,53,8,11,65,18,48,69,19,62,81,59,14,83,83,38,15,39,109,2423.3576950227744,6250.0,2204.8611111111113,150.0,5000.0
11.54670655,104.9192039,178,47,77,145,47,37,21,11,53,21,20,30,89,35,76,97,64,59,29,94,23,42,73,52,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,2129.508909169926
11.54670655,104.9192039,178,47,77,145,47,37,21,11,53,21,20,30,89,35,76,97,64,59,29,94,23,42,73,52,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,2129.508909169926
11.54670655,104.9192039,178,47,77,145,47,37,21,11,53,21,20,30,89,35,76,97,64,59,29,94,23,42,73,52,2748.1060957443865,6465.517241379311,2348.279151684156,110.0,2129.508909169926
