id,information,type,province,price,land_size,price/m2,lat,long
rl-121607136,"ដីសម្រាប់លក់នៅជិតតំបន់សេដ្ឋកិច្ចពិសេស
- ទំហំ 816 ម៉ែត្រការ៉េ
- ប្លង់រឹង
- តម្លៃ 135$/m2 (តម្លៃចរចាបាន)
- ទីតាំងស្ថិតនៅ ភូមិតាជេត សង្កាត់បឹងធំ ខណ្ឌកំបូល រាជធានីភ្នំពេញ នៅក្បែរតំបន់សេដ្ឋកិច្ចពិសេស ជាតំបន់ល្អបំផុតក្នុងការវិនិយោគដីធ្លី មានអត្រាចំណេញខ្ពស់ក្នុងការលក់។
- Google Map : https://goo.gl/maps/P74PxfmqUcHj654D7
📞 ព័ត៌មានបន្ថែមទំនាក់ទំនងមកកាន់លេខ 016 833 833, 017 833 833, 068 833 833
🙏សូមអរគុណ!
--------------------------------
Land For Sale near Special Economic Zone
- Size : 816 sqm
- Title : Hard Title
- Price : 135$/sqm
- Location : Ta Chet Village, Sangkat Boeung Thom, Khan Kom Bol, Phnom Penh.
- Google Map : https://goo.gl/maps/P74PxfmqUcHj654D7
📞 For more information please kindly contact us 016 833 833 / 017 833 833 / 068 833 833.
🙏Thanks You!",LAND,Phnom Penh,110000.0,816.0,134.80392156862746,11.479343,104.769596
rl-134315476,"ដីកែងលក់បន្ទាន់⚡️នៅក្បែផ្លូវ2011 សង្កាត់ក្រាំងធ្នុង  (ID: #DN2969)
👉 តម្លៃ ៖ $110,000 (ចរចា)
👉 ទីតាំងល្អ​ ស្ថិតនៅ ក្បែផ្លូវ2011 បុរី ហ្គោលឌិន អាវិននូ ជុំដោយគម្រោងបុរីធំៗជាច្រើន ដីពេញខ្នាតស្អាត ជាប់ផ្លូវធំ ល្អសម្រាប់វីឡា ឃ្លាំងផ្សេងៗ។
👉 ទំហំដី ៖ 10m x 20m 
👉 បែរមុខទៅទិសកើត
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,110000.0,200.0,550.0,11.589657,104.836959
rl-134893629,"ដីលក់បន្ទាន់⚡️ក្បែរស្ថានីទឹកស្អាត ក្រុងអរិយក្សត្រ (ID: #D3229) 
👉តម្លៃ៖  $110,000 (ចរចា)
👉 ទីតាំងល្អ នៅលេីផ្លូវធំ ក្បែរផ្លូវ៣៨០ ជិតកំពង់សម្លងក្រុងអរិក្សត្រ ជាតំបន់មានមនុស្សរស់នៅច្រើន ជុំវិញដោយគមរោង បុរីធំៗ ដីពេញខ្នាត អាចប្រើប្រាស់តាមតម្រូវការ។ 
👉ទំហំដី ៖ 12.5m x 25m  
👉 ទំហំដីសរុប ៖  262 ម៉ែត្រការ៉េ 
👉បែរទៅទិស៖ ជេីង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,110000.0,300.0,366.6666666666667,11.543787,105.040506
rl-134135239,"ដីនិងផ្ទះលក់បន្ទាន់⚡️នៅជិតវត្តព្រែកឫស្សី   (ID:#D1403R3)
👉តម្លៃ ៖ $109,000 (ចរចា)
👉ទីតាំងល្អ នៅជិតស្ដុបព្រែកហូរ ក្បែរផ្លូវជាតិលេខ២ ជាតំបន់សំបូរដោយគម្រោងបុរីធំៗ គម្រោងផ្សារទំនើប  ងាយស្រួលរស់នៅ ឬបើកជាបន្ទប់ជួលបាន។
👉ទំហំផ្ទះ ៖ 7m x 9.8m  សល់មុខ 8.30m   
👉ទំហំដី ៖ 7.6m x 18.3m 
👉 ទំហំសរុប ៖ 144m²
👉បន្ទប់គេង 2 បន្ទប់ទឹក1 បន្ទប់ទទួលភ្ញៀវ 1 ផ្ទះបាយ1 បន្ទប់ទទួលទានអាហារ1 
👉ផ្ទះបែរទៅទិសខាងជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,109000.0,144.0,756.9444444444445,11.481382,104.944869
rl-121341596,"ដីលក់បន្ទាន់ នៅចាក់អង្រែក្រោម ក្បែរផ្លូវ60m
👉 តមៃ្ល $ 108,000 (ចរចា)
👉 អាចធ្វើជាផ្ទះល្វែង ឬឃ្លាំងផ្ទុកទំនិញ
👉 ទំហំដី 12m x 18m
👉 ផ្ទេរកម្មសិទ្ធិជូន
☎️ ទំនាក់ទំនង៖ 092 355 538/ 012 61 31 31 / 015 779 789 / 078 919 789",LAND,Phnom Penh,108000.0,216.0,500.0,11.504046,104.933045
rl-121013865,"ផ្ទះវីឡាកូនកាត់LC1សម្រាប់លក់ តម្លៃក្រោមទីផ្សារ លក់បន្ទាន់(L-2227)
* តម្លៃលក់ 105,000$ (អាចចរចារបាន)
* ទំហំដី៖ 5.2m x 12m សល់ដីខាងមុខ 4m និងសល់ដីខាងក្រោយ2m
* ទំហំផ្ទះ ៖ 5.2m x 7.2m
* ផ្តល់ជូនសំភារៈដូចជា ម៉ាស៊ីនត្រជាក់1 វាំងនន
* មាន 2 បន្ទប់គេង និង 3បន្ទប់ទឹក បន្ទប់ទទួលភ្ញៀវ 1 ផ្ទះបាយ 1 បន្ទប់ទទួលទាន 1 និង ចំណតរថយន្ត1
* ទីតាំងបុរីប៉េងហួតបឹងស្នោរ គំរោង4 (Mercurean)
ទំនាក់ទំនង : 085 222 758 | 085 222 736 | 069 993 668",LAND,Phnom Penh,105000.0,37.44,2804.4871794871797,11.524933,104.956408
rl-134926185,"ដី-ឃ្លាំងកែងលក់បន្ទាន់ ⚡️ នៅជិតផ្លូវ115ក្រុងតាខ្មៅ (ID:#D2673R1)
👉 តម្លៃ ៖ $105,000 (ចរចា)
👉 ទីតាំងល្អ​ ជិតផ្លូវ115 ជិតស្ពានព្រែកហូរ ច្រកចូលទល់មុខវិទ្យាល័យខ្ពប់វែង ជាតំបន់មានមនុស្សរស់នៅច្រើន ជុំវិញដោយផ្សារ សាលារៀន។
👉 ទំហំដី ៖ 15m x 30m
👉 បែរមុខទៅទិសខាងកើត
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,105000.0,450.0,233.33333333333334,11.481382,104.944869
rl-125302883,"🏡 ដី សម្រាប់ លក់ ទីតំាង ពន្សាំង
🚩 ទីតាំងដី សង្កាត់ ពន្សំាង ខណ្ឌ ព្រែកព្នៅ រាជធានី ភ្នំពេញ
💲 តម្លៃ : 100,000$ (ចរចា)
✅ ទំហំដី 14m x 49.5m
✅ ប្លង់ ត្រឹមខណ្ខ
✅ ផ្លូវមុខដី ជាផ្លូវ បេតុង 8m
✅ ទីតំាងល្អ ដី សំរាប់សាងសង់ ជា ឃ្លំាងស្តុបអីវ៉ាន់ និង មានប្រជាជនរស់នូវច្រើនកុះករ ។
✅ លេខអាជ្ញាប័ណ្ណភ្នាក់ងារអចលនវត្ថុ: E-14-160
🚩ពត័មានលំអិតទាក់ទងលេខ
099 666 722 / 099 666 726",LAND,Phnom Penh,100000.0,693.0,144.3001443001443,11.629004,104.763702
rl-134467833,"ដី-ផ្ទះ​លក់បន្ទាន់⚡️ក្បែរវិទ្យាល័យពាមឧកញ៉ាអុង​ ក្រុងអរិយក្សត្រ (ID: ​#D3090) 
👉តម្លៃ ៖ $99,000 (ចរចា)
👉ទីតាំងនៅក្នុងក្រុងអរិយក្សត្រ ក្បែរវិទ្យាល័យពាមឧកញ៉ាអុង ជាតំបន់ទីប្រជុំជន​ ជិតផ្សារនិងសាលារៀន ដីពេញខ្នាត ជាប់ផ្លូវបេតុងបែរទៅមាត់ទន្លេ ល្អសម្រាប់រស់នៅ។ 
👉ទំហំដី ៖​ 12m x 35m 
👉ទំហំសរុបក្នុងប្លង់រឹង ៖​ 420m²
👉បែរទៅទិស:​ ត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,99000.0,420.0,235.71428571428572,11.543787,105.040506
rl-134292626,"ដីលក់បន្ទាន់⚡️នៅក្បែរផ្សារបឹងប៉ៃតង ជិតផ្លូវឧកញ៉ា​ ម៉ុងឫទ្ធី​ (ID: #D2913)
👉 តម្លៃ  $99,000 (ចរចា) 
👉ទីតាំងនៅក្បែរផ្សារបឹងបៃតង ជិតផ្លូវឧកញ៉ា​ ម៉ុងឫទ្ធី ក្បែរផ្សារបឹងបៃតង ជិតផ្សារ AEON2 មានអាគារ ដីពេញខ្នាតស្អាត ល្អសម្រាប់សំណង់អគារគ្រប់ប្រភេទ។។ 
👉ទំហំដី ៖ 10m x 16m ទំហំសរុបក្នុងប្លង់រឹង ៖ 159m²  
👉ដីបែរមុខទៅទិសខាងជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,99000.0,160.0,618.75,11.577675,104.849919
rl-121434153,"ផ្ទះសម្រាប់លក់​ នៅបុរីមហាសែនសុខ
- តំលៃ : $98,000(ចរចា)
- ទំហំផ្ទះ: 4,2m 14m
- ទំហំដីសរុប​: 168 sqm
- បន្ទប់គេង: 2
- បន្ទប់ទឹក​: 3
- ប្លងរឹងស្រាប់
- ទីតាំងល្អដែលជាតំបន់កំពុងអភិវឌ្ឍ​ សំបូរដោយបុរីដែលកំពុងសាងសង់នៅជុំវិញ​
សម្រាប់ព័ត៌មានបន្ថែម : 085 222 928 / 085 222 968 / 069 993 667(Mr.Narong)",LAND,Phnom Penh,98000.0,,,11.57351,104.877057
rl-134663866,"ដីលក់បន្ទាន់⚡️ក្បែរផ្លូវ2011 ក្រោយបុរីវ៉ារីណាក្រាំងធ្នង់ (ID:#D3145)
👉 តម្លៃ ៖ $93,000 (ចរចា)
👉 ទីតាំងល្អ ស្ថិតនៅជិតផ្លូវ២០១១ ក្បែរបុរីវ៉ារីណាក្រាំងធ្នង់ ជាតំបន់ជុំវិញដោយផ្សារទំនើប និងបុរីធំៗ ដីពេញខ្នាតស្អាត សម្រាប់វីឡា ឃ្លាំងគ្រប់ប្រភេទ។
👉ទំហំដី ៖ 11.5m x 20m
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,93000.0,230.0,404.3478260869565,11.589657,104.836959
rl-132725952,"ដីលក់បន្ទាន់⚡️នៅជិតផ្សារព្រែកហូរកើត  ( ID: #D2319)
👉 តម្លៃ ៖ $90,000(ចរចា)
👉 ទីតាំងល្អ​ក្នុងក្រុងតាខ្មៅ ក្បែរបុរី PRN ជិតផ្សារដើមអំពិល និងគម្រោងផ្លូវទៅប្រលានយន្តហោះថ្មី ល្អសម្រាប់សាងសង់លំនៅដ្ឋាន ទិញទុកចំណេញ។
👉មានផ្លូវមុខក្រោយ (ផ្លូវមុខ10mនិងផ្លូវក្រោយ6m)
👉 ទំហំដី ៖ 10m  x 35m
👉 ទំហំសរុប ៖ 356m²​
👉 បែរមុខទៅទិសខាងលិច
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,90000.0,356.0,252.80898876404495,11.481382,104.944869
rl-121424857,"ដីលក់នៅសួនទឹកកាំងម៉េង(L-3349)
- តម្លៃ : 85,000$ (ចចារ)
- ទំហំដី : 24m x 25m
- ប្លង់ : ទន់
- ទិស: ជើង
- ទីតាំង : សួនទឹកកាំងម៉េង
------------------------------
Land for Sale
- Prce : $85000(Can Negotiate)
- Land Size : 24m x 25m
- Title: Soft
- Direction: North
- Location : Borey Kang Meng
.............................
សម្រាប់ព័ត៍មានបន្ថែម:
085 222 731​ / 085 222 938 / 085 222 758 / 069 993 668",LAND,Phnom Penh,85000.0,,,11.450613,104.898006
rl-121013993,"ផ្ទះល្វែងលក់បុរីពិភពថ្មីចំការដូង
(L-1654)
- តំលៃ: 85,000 $ 
- ទំហំដី:  4x 21.5
- ទំហំផ្ទះ: 4 x 16 
- ប្លង់: ទន់
- បន្ទប់គេង: 2
- បន្ទប់ទឹក: 3
- ពិពណ៍នា: ផ្ទះនៅក្បែរ ផ្សារសាលារៀនមន្ទីរពេទ្យមានភាពងាយស្រួលប្រកបអាជីវកម្ម មានមនុស្សច្រើន ជិតផ្សារ ធនាគារ សួនច្បារ, ផ្លូវ១៧A, ផ្លូវធំជាច្រើន។
- ទំនាក់ទំនង: 085 222 769 / 069 993 668 (Mr. Pholly)
--------------------------------------
Flat house for sale (L-1654)
- Borey Phipup thmey chamka doung.
- price: 85,000$
- Land: 4.x 21.5 
- Home: 4x16 
- Title: soft 
- Bedroom : 2
- Bathroom: 3
- selling point: market, school ,hospital, easy Business, a lot f people
- Amenities: market, Bank, Garden, Big Road",LAND,Phnom Penh,85000.0,64.0,1328.125,11.479751,104.868813
rl-134385140,"ដីលក់បន្ទាន់⚡️ក្រោយអនុវិទ្យាល័យ ហ៊ុនសែន ស្វាយរលំ (ID: #D3054)
👉 តម្លៃ ៖ $80,000 (ចរចា)
👉 ទីតាំង នៅក្រោយអនុវិទ្យាល័យហ៊ុនសែន ស្វាយរលំ ក្រុងតាខ្មៅ ជិតផ្លូវជាតិ21A ជាតំបន់សំបូរដោយរោងចក្រ ដីពេញខ្នាតស្អាត ល្អសម្រាប់លំនៅដ្ឋាន ឬឃ្លាំងផ្សេងៗ។
👉 ទំហំដី ៖ 13.5m x 84m ទំហំសរុបក្នុងប្លង់រឹង ៖ 1,134m²
👉 បែរមុខទៅទិសខាងជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,80000.0,1134.0,70.54673721340389,11.481382,104.944869
rl-134467828,"ផ្ទះវីឡាទោលលក់បន្ទាន់ ⚡️  នៅបុរី មនោរម្យព្រែកតាទែន (ID: #D3095)
👉 តម្លៃ ៖ $79,000 (ចរចា)
👉 ទីតាំងនៅក្នុងបុរីមនោរម្យព្រែកតាទែន ផ្លូជាតិលេខ៥  ប្រជុំដោយគម្រោងបុរីធំៗ  ជិតសាលារៀន មន្ទីពេទ្យ មានមនុស្សរស់នៅអ៊ូអរ ងាយស្រួលរស់នៅ។
👉 ទំហំផ្ទះ ៖ 8.6m x 9.6m 
👉 សល់មុខ 6.6m ,ក្រោយ 0.75m, ចំហៀង 0.8m ,ម្ខាងទៀត 1.3m)
👉 បន្ទប់គេង 3 បន្ទប់ទឹក 3 ផ្ទះបាយ បន្ទប់ទទួលភ្ញៀវ
👉 ទំហំដី ៖ 10.7m x 14.35m 
👉 បែរមុខទៅទិសជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់ត្រឹមបុរី)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,79000.0,140.0,564.2857142857143,11.785118,104.82211
rl-134952267,"ដីកែងលក់បន្ទាន់⚡️នៅក្បែរផ្លូវ2011 ជិតវត្តក្រាំងធ្នង់ (ID:#D3274)
👉 តម្លៃ ៖ $78,000 (ចរចា)
👉ទីតាំងដី នៅក្បែរផ្លូវ២០១១ ជិតវត្តក្រាំងធ្នង់ ជិតបុរី ហ្គោលឌិន អាវិននូ ជាតំបន់ជុំវិញដោយសំណង់បុរី ផ្ទះល្វែង ជាច្រើនព័ទ្ធជុំវិញ អាចប្រើប្រាស់តាមតម្រូវការ។
👉ទំហំដី ៖ 8.8m x 20.6m 
👉ទំហំក្នុងប្លង់រឹង ៖ 173m²
👉 បែរមុខទៅទិសខាងជើង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,78000.0,160.0,487.5,11.589657,104.836959
rl-121361084,"ដីលក់ នៅ​បន្ទាយស្រី ខេត្ត​សៀមរាប
 តមៃ្ល $ 20,000/ហិចតា (ចរចា)
 ជាប្រភេទដីខ្សាច់ សំបូរទឹក អាចធ្វើកសិសកម្ម ឬអាជីវកម្ម​ខ្សាច់
 ផ្ទៃ​ក្រលា 3.77 ហិចតា ជាប់គម្រោង​ផ្លូវ​២០មែត្រ ទាំងមុខ និងក្រោយ
 ទំនាក់ទំនង៖ 012 61 31 31/ 093 666 949 / 015 779 789",LAND,Siemreap,75000.0,37700.0,1.9893899204244032,13.511403,104.010698
rl-121389198,"ដីលក់​បន្ទាន់ នៅក្បែរ​រោងចក្រ​ស្រាបៀរថៃហ្គ័រ
ចុះពីផ្លូវធំប្រហែល50m ល្អសម្រាប់សាងសង់លំនៅដ្ឋាន។
 តមៃ្ល ：$ 75,000 (ចរចា)
 ទំហំដី : 10m x 20m
 ទំ​នាក់​ទំនង៖
012 61 31 31
015 779 789
078 919 789",LAND,Phnom Penh,75000.0,200.0,375.0,11.532254,104.993775
rl-121389204,"ដីលក់ នៅជិតភូមិបៃតង Resort ក្រុងសៀមរាប
 តមៃ្ល ：$ 75,000 (ចរចា)
 អាចធ្វើជាផ្ទះល្វែង ឬឃ្លាំង
 ទំហំដី : 13m x 21m
 ប្លង់រឹង
 ទំនាក់ទំនង៖
012 61 31 31
093 666 949
078 919 789
015 779 789",LAND,Siemreap,75000.0,273.0,274.72527472527474,13.341611,103.833398
rl-134467834,"ដីលក់បន្ទាន់⚡នៅក្បែរបុរីវ៉ារីណាក្រាំងធ្នង់ ជិតផ្លូវ2011 (ID:#D3089)
👉 តម្លៃ ៖ $75,000 (ចរចា)
👉 ទីតាំងនៅក្បែរបុរីវ៉ារីណា​ ចុះពីផ្លូវ២០១១ប្រហែល៥០ម៉ែត្រ ជាតំបន់ជុំវិញដោយបុរី ផ្សារ សាលាអន្តរជាតិ ដីអាចធ្វើឃ្លាំង ឬសង់វិឡាបានតាមតម្រូវការ។
👉ទំហំដី ៖ 10m x 20m ទំហំសរុបក្នុប្លង់រឹង ៖ 200m²
👉ល្អសម្រាប់ធ្វេីផ្ទះនិងឃ្លាំង
👉 បែរមុខទៅទិសខាងត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,75000.0,200.0,375.0,11.589657,104.836959
rl-134467832,"ដីលក់បន្ទាន់⚡️នៅផ្លូវជាតិលេខ3 ជាប់ឆៀកយានយន្ត កំពត (ID: #D3091)
👉 តម្លៃ ៖ $ 75,000 (ចរចា) 
👉 ទីតាំងស្ថិតនៅលើផ្លូវជាតិលេខ៣ ក្បែរឆៀកយានយន្តក្រុងកំពត ជិតបុរីIcon ជុំវិញដោយបុរីផ្សារ ដីពេញខ្នាតស្អាត អាចបើកអាជីវកម្មបាន។ 
👉ទំហំដី ៖ 10m x 60m  ទំហំដីសរុបក្នុងប្លង់រឹង ៖ 436 m²
👉ដីបែរមុខទៅទិសខាងលិចឈៀងខាងជើង 
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់ទន់)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kampot,75000.0,600.0,125.0,10.607232,104.230822
rl-134315421,"ដីលក់បន្ទាន់​⚡️ក្បែរអនុវិទ្យាល័យព្រែកបង្កង ក្រុងអរិយក្សត្រ  (ID:​#D3024) 
👉តម្លៃ ៖ $75,000 (ចរចា)
👉ទីតាំងនៅក្បែរវិទ្យាល័យព្រែកបង្កង ជិតផ្លូវ៣៨០ ក្រុងអរិយក្សត្រ ចំងាយ5 នាទីពីកំពង់ចម្លងអរិយក្សត្រ​ ដីអាចសង់លំនៅដ្ឋានផ្សេងៗ។ 
👉ទំហំដី ៖​ 12m x 17m 
👉ទំហំសរុបក្នុងប្លង់រឹង ៖​ 188m²
👉ដីបែរទិសខាងកេីត
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,75000.0,204.0,367.6470588235294,11.750583,105.013813
rl-135221115,"ដីលក់បន្ទាន់⚡️ជិតស្ដុបព្រែកហូរ ក្រុងតាខ្មៅ (ID:#D3325)
👉 តម្លៃ ៖ $73,000 (ចរចា)
👉 ទីតាំងល្អ​ នៅតំបន់ទីប្រជុំជន ជិតស្តុបព្រែកហូ ក្បែរផ្លូជាតិលេខ២ ដីពេញខ្នាតស្អាត ជាប់ផ្លូវបេតុងរដ្ឋ ងាយសម្រាប់រស់នៅ។
👉 ទំហំដី ៖ 6.5m x 35m ទំហំក្នុងប្លង់រឹង 201m²
👉 បែរមុខទៅទិសខាងត្បូង
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Kandal,73000.0,227.5,320.8791208791209,11.481382,104.944869
rl-133983495,"ដីកែងលក់បន្ទាន់⚡️នៅក្បែរបុរីហាយធិច ជិតផ្លូវថៃហ្គឺ 114  (ID:#D2882R1)
👉 តម្លៃ ៖ $72,000 (ចរចា)
👉 ទីតាំងដីល្អ ស្ថិតនៅក្បែរបុរីហាយធិក ជិតផ្លូវថៃហ្គឺ 114 ជាតំបន់ជុំវិញដោយគម្រោងបុរី និងសំណង់ផ្ទះល្វែងធំៗជាច្រើន ល្អសម្រាប់លំនៅដ្ឋាន ឬនិងឃ្លាំង។
👉 ទំហំដី ៖ 10m × 20m  ទំហំសរុបក្នុងប្លង់ ៖ 187m²
👉 ដីបែរមុខទៅទិស: ខាងជើងឈៀងលិច
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)  
សូមទំនាក់ទំនង ៖  
☎️ (Cellcard): 078 919 789 | 012 61 31 31    
☎️ (Smart)   : 015 779 789  
🌐https://www.c21diamondinvestment.com  
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,72000.0,200.0,360.0,11.47827,105.003213
rl-133839214,"ដីលក់បន្ទាន់⚡️នៅក្រោយបុរីហាយធិកគៀនស្វាយ  (ID:#D2842)
👉តម្លៃ ៖ $70,000 (ចរចា)
👉ទីតាំងល្អ ស្ថិតនៅជិតផ្សារកៀនស្វាយផ្លាហ្សា ក្បែបុរីហាយធិក និងបុរីភ្នំពេញសុខសាន្ត ក្បែរផ្លូវជាតិលេខ១  ជុំវិញដីចម្រុះទៅដោយគម្រោងបុរីធំៗ។
👉ទំហំដី ៖ 10m x 40m
👉ដីបែរមុខទៅទិសខាង៖ ជេីង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ចុងសន្លឹកប្លង់រឹង)	
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestment.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,70000.0,400.0,175.0,11.511346,105.003105
rl-134952268,"ដីលក់បន្ទាន់⚡️នៅក្បែរបុរីឃាមចាន់ណា ជិតផ្លូវ2011 (ID:#D3273)
👉 តម្លៃ ៖ $67,000 (ចរចា)
👉ទីតាំងល្អ ស្ថិតនៅក្បែរបុរីឃាមចាន់ណា ក្បែរផ្លូវ២០១១ ជាតំបន់មានការអភិវឌ្ឍ មានសំណង់បុរី ផ្ទះល្វែង ជាច្រើនព័ទ្ធជុំវិញ ។
👉ទំហំដី ៖ 5.5m x 20.6m 
👉ទំហំក្នុងប្លង់រឹង ៖ 141m²
👉 បែរមុខទៅទិសខាងត្បូង
👉 ចេញសេវាផ្ទេរកម្មសិទ្ធិជូន​(ប្លង់រឹង)	
👉 អត្តលេខក្រុមហ៊ុន E-19-306
សូមទំនាក់ទំនង ៖	
☎️ (Cellcard): 078 919 789 | 012 61 31 31  	
☎️ (Smart)   : 015 779 789	
🌐https://www.c21diamondinvestments.com	
↗️Telegram: https://t.me/century21diamond",LAND,Phnom Penh,67000.0,100.0,670.0,11.589657,104.836959
