name,lat,lon
CHAIYA PALACE HOTEL,11.5581743,104.9335378
ផ្ទះសំណាក់ ដូដូ,11.5783999,104.9235997
Silver Mounts Hotel,11.5671036,104.9280797
Dhaka Guesthouse & Restaurant,11.5729176,104.9278862
Indra Hotel,11.5787698,104.8901419
Cambodian Country Club & Hotel,11.551252,104.866298
Orussey One Boutique,11.5626347,104.9222011
Aquarius Hotel & Urban Resort,11.5594832,104.9264723
Ban Ban Hotel,11.5792174,104.8705184
Centrana Hotel,11.5668783,104.9226257
Pavilion Hotel,11.5589028,104.9300473
សណ្ឋាគារ និង ភោជនីយដ្ឋាន យូ អេង,11.5474734,104.8373761
Mad Monkey Phnom Penh,11.5576974,104.9238408
The Bright Lotus Guesthouse,11.5666102,104.9309507
បឹងសមាធិ សណ្ឋាគារនិងរមណីយដ្ឋាន,11.5893194,104.8525931
VM Hotel 威马酒店,11.5587508,104.8487022
Nimith Hotel & Restaurant,11.5307723,104.8465006
Floozys Hotel Bar Grill,11.5669278,104.9279523
DE Hotel Phnom Penh,11.5674635,104.9224241
សណ្ឋាគារចោមចៅស៊ីធី,11.5164128,104.8220263
The Bridge,11.5520361,104.9367847
Dynsey Boutique Hotel,11.5670255,104.9276745
Botum Palace Hotel,11.55458,104.9326522
Palace Gate Hotel & Resort by EHM,11.5621419,104.9339454
ផ្ទះសំណាក់រ៉ូយ៉ាល់,11.5680186,104.925881
Okay Boutique Hotel,11.5647369,104.9271933
Aurea Delight Hotel,11.5702882,104.9192189
TK View Hotel & Apartment,11.585732,104.8976341
Macro Hotel,11.5346327,104.8266893
សណ្ឋាគារ កាំបូឌីយ៉ាណា,11.5598565,104.9361633
Mettavary Hotel,11.5526042,104.9304472
"4 RIVERS HOTEL, Phnom Penh",11.5674343,104.931186
ibis budget Phnom Penh Riverside,11.5517215,104.9382364
ARK HOTEL,11.5538597,104.8700129
SKY TREE RESIDENCE & HOTEL,11.5876139,104.9073885
សណ្ឋាគារអេផល៣,11.5469061,104.8339744
Suite Home Boutique Hotel,11.5638494,104.9273529
សណ្ឋាគារ ប៉ារាដាយ,11.5675,104.9186111
Altos Hotel Phnom Penh,11.5683655,104.9257864
សណ្ឋាគារ​រ័ហ្វហ្វលស៍ ឡឺ រ៉ូយ៉ាល់​,11.5757418,104.9178636
Joli Hotel & Restaurant,11.5585484,104.8869792
Wei Si Deng Hotel and Restaurant,11.5674096,104.9230022
WH Hotel 310,11.5507795,104.9202243
សណ្ឋាគារ​ ភ្នំពេញ កាតារី​,11.553686,104.9259941
Le Botum Hotel,11.5603718,104.9312158
សណ្ឋាគារ ប៉ាស៊ីហ្វិក,11.5665339,104.9191512
Mowin Boutique Hotel & Residence,11.5384924,104.9346353
Emerald Hotel Residence,11.5520126,104.9179392
